,usia,econ,pekerjaan,pinjaman ke,telat bayar,donasi,score
2288,1.0,1.0,1.0,1.0,2.0,3.0,321.303
2289,1.0,5.0,1.0,2.0,2.0,1.0,579.156
2290,1.0,4.0,1.0,2.0,0.0,0.0,498.666
2291,1.0,0.0,2.0,3.0,2.0,0.0,331.249
2292,2.0,5.0,1.0,3.0,1.0,2.0,728.729
2293,2.0,0.0,2.0,2.0,2.0,0.0,281.666
2294,2.0,5.0,1.0,2.0,3.0,2.0,627.896
2295,1.0,1.0,1.0,3.0,0.0,1.0,407.98900000000003
2296,2.0,4.0,1.0,3.0,2.0,0.0,560.749
2297,2.0,5.0,1.0,3.0,3.0,3.0,741.219
2298,1.0,5.0,1.0,2.0,2.0,2.0,621.646
2299,2.0,1.0,1.0,3.0,1.0,2.0,456.72900000000004
2300,2.0,2.0,1.0,2.0,0.0,0.0,383.916
2301,2.0,1.0,2.0,2.0,1.0,0.0,364.666
2302,2.0,5.0,2.0,1.0,1.0,0.0,565.833
2303,2.0,5.0,2.0,2.0,2.0,1.0,664.156
2304,2.0,5.0,1.0,2.0,2.0,0.0,557.9159999999999
2305,1.0,1.0,1.0,3.0,1.0,3.0,477.96900000000005
2306,2.0,5.0,2.0,3.0,2.0,2.0,777.479
2307,2.0,0.0,1.0,3.0,3.0,3.0,401.21900000000005
2308,2.0,1.0,1.0,2.0,3.0,0.0,270.916
2309,2.0,0.0,1.0,3.0,3.0,2.0,358.72900000000004
2310,2.0,0.0,1.0,2.0,1.0,1.0,275.406
2311,1.0,1.0,1.0,1.0,2.0,1.0,236.323
2312,2.0,4.0,2.0,3.0,0.0,1.0,696.989
2313,1.0,2.0,2.0,1.0,1.0,3.0,468.053
2314,1.0,0.0,1.0,2.0,3.0,0.0,181.666
2315,2.0,5.0,1.0,1.0,3.0,3.0,599.553
2316,1.0,5.0,1.0,3.0,2.0,3.0,734.969
2317,2.0,5.0,2.0,2.0,1.0,1.0,679.156
2318,2.0,3.0,1.0,3.0,2.0,1.0,535.239
2319,1.0,5.0,1.0,1.0,2.0,1.0,508.323
2320,2.0,5.0,1.0,3.0,3.0,1.0,656.239
2321,2.0,2.0,1.0,3.0,3.0,2.0,494.72900000000004
2322,2.0,0.0,1.0,2.0,2.0,1.0,260.406
2323,2.0,5.0,1.0,1.0,2.0,1.0,529.573
2324,1.0,3.0,1.0,2.0,2.0,3.0,528.136
2325,2.0,5.0,1.0,3.0,1.0,0.0,643.749
2326,2.0,0.0,2.0,2.0,1.0,2.0,381.646
2327,1.0,2.0,1.0,2.0,3.0,0.0,317.666
2328,2.0,5.0,2.0,2.0,3.0,1.0,649.156
2329,2.0,4.0,1.0,2.0,0.0,2.0,604.896
2330,1.0,5.0,2.0,2.0,0.0,1.0,672.906
2331,2.0,2.0,1.0,2.0,1.0,0.0,368.916
2332,2.0,5.0,2.0,2.0,2.0,1.0,664.156
2333,1.0,1.0,2.0,3.0,3.0,0.0,384.249
2334,2.0,5.0,1.0,3.0,3.0,2.0,698.729
2335,2.0,5.0,2.0,2.0,0.0,2.0,736.646
2336,1.0,2.0,1.0,3.0,1.0,2.0,503.47900000000004
2337,2.0,3.0,1.0,1.0,2.0,2.0,436.063
2338,1.0,5.0,1.0,2.0,0.0,2.0,651.646
2339,2.0,5.0,2.0,3.0,0.0,0.0,722.499
2340,2.0,0.0,2.0,3.0,3.0,0.0,337.499
2341,1.0,0.0,2.0,2.0,1.0,1.0,317.906
2342,1.0,5.0,1.0,2.0,2.0,1.0,579.156
2343,1.0,5.0,2.0,3.0,1.0,1.0,728.739
2344,1.0,5.0,2.0,2.0,2.0,3.0,727.886
2345,1.0,1.0,2.0,3.0,0.0,0.0,429.249
2346,1.0,3.0,1.0,2.0,3.0,0.0,385.666
2347,1.0,5.0,2.0,3.0,2.0,0.0,671.249
2348,1.0,0.0,1.0,1.0,2.0,1.0,168.323
2349,1.0,0.0,1.0,2.0,0.0,2.0,311.646
2350,2.0,1.0,2.0,2.0,3.0,1.0,377.156
2351,2.0,5.0,1.0,2.0,3.0,0.0,542.9159999999999
2352,2.0,2.0,1.0,1.0,3.0,2.0,353.063
2353,2.0,3.0,1.0,2.0,0.0,1.0,494.406
2354,2.0,1.0,1.0,1.0,2.0,1.0,257.573
2355,2.0,0.0,1.0,3.0,2.0,2.0,373.72900000000004
2356,1.0,5.0,1.0,3.0,3.0,0.0,592.499
2357,2.0,2.0,2.0,3.0,3.0,3.0,600.969
2358,1.0,3.0,1.0,2.0,3.0,1.0,428.156
2359,1.0,5.0,2.0,3.0,3.0,2.0,741.229
2360,2.0,0.0,1.0,3.0,2.0,1.0,331.23900000000003
2361,1.0,3.0,1.0,1.0,3.0,3.0,442.303
2362,2.0,5.0,1.0,3.0,1.0,0.0,643.749
2363,2.0,0.0,1.0,3.0,2.0,0.0,288.749
2364,1.0,1.0,1.0,3.0,2.0,2.0,420.47900000000004
2365,1.0,2.0,2.0,3.0,1.0,2.0,567.229
2366,1.0,5.0,1.0,1.0,0.0,2.0,580.813
2367,2.0,3.0,2.0,3.0,2.0,0.0,556.499
2368,2.0,5.0,1.0,2.0,1.0,0.0,572.9159999999999
2369,2.0,1.0,1.0,2.0,2.0,3.0,413.38599999999997
2370,1.0,5.0,2.0,1.0,0.0,1.0,602.073
2371,2.0,5.0,1.0,2.0,3.0,3.0,670.386
2372,1.0,0.0,1.0,1.0,2.0,1.0,168.323
2373,1.0,3.0,2.0,1.0,1.0,3.0,536.053
2374,2.0,5.0,2.0,3.0,0.0,3.0,849.969
2375,2.0,5.0,2.0,3.0,3.0,2.0,762.479
2376,2.0,3.0,2.0,2.0,2.0,0.0,485.666
2377,1.0,5.0,1.0,3.0,2.0,2.0,692.479
2378,2.0,5.0,2.0,3.0,2.0,0.0,692.499
2379,2.0,5.0,1.0,1.0,1.0,2.0,587.063
2380,1.0,5.0,1.0,3.0,1.0,2.0,707.479
2381,2.0,2.0,2.0,1.0,2.0,2.0,431.813
2382,2.0,5.0,2.0,2.0,2.0,1.0,664.156
2383,1.0,2.0,2.0,3.0,2.0,3.0,594.719
2384,1.0,5.0,1.0,2.0,1.0,1.0,594.156
2385,1.0,5.0,1.0,2.0,2.0,1.0,579.156
2386,2.0,5.0,1.0,2.0,3.0,1.0,585.406
2387,2.0,5.0,1.0,3.0,2.0,1.0,671.239
2388,2.0,0.0,2.0,2.0,0.0,2.0,396.646
2389,2.0,5.0,2.0,2.0,3.0,1.0,649.156
2390,2.0,5.0,1.0,1.0,1.0,0.0,502.08299999999997
2391,2.0,3.0,2.0,3.0,2.0,1.0,598.989
2392,2.0,5.0,1.0,3.0,2.0,1.0,671.239
2393,1.0,5.0,2.0,3.0,3.0,0.0,656.249
2394,2.0,1.0,1.0,2.0,3.0,0.0,270.916
2395,2.0,5.0,1.0,2.0,2.0,1.0,600.406
2396,2.0,2.0,1.0,3.0,1.0,1.0,482.23900000000003
2397,1.0,4.0,1.0,2.0,2.0,0.0,468.666
2398,1.0,5.0,1.0,2.0,3.0,3.0,649.136
2399,2.0,5.0,2.0,3.0,3.0,2.0,762.479
2400,1.0,5.0,1.0,2.0,2.0,1.0,579.156
2401,2.0,0.0,1.0,1.0,2.0,3.0,274.553
2402,1.0,0.0,1.0,2.0,0.0,3.0,354.13599999999997
2403,2.0,2.0,1.0,1.0,1.0,2.0,383.063
2404,2.0,5.0,2.0,1.0,3.0,0.0,535.833
2405,2.0,2.0,1.0,3.0,1.0,1.0,482.23900000000003
2406,2.0,0.0,1.0,2.0,3.0,3.0,330.38599999999997
2407,1.0,3.0,1.0,3.0,2.0,3.0,598.969
2408,1.0,5.0,1.0,3.0,1.0,2.0,707.479
2409,1.0,4.0,2.0,2.0,1.0,0.0,547.4159999999999
2410,2.0,5.0,1.0,1.0,3.0,1.0,514.573
2411,1.0,5.0,2.0,3.0,2.0,1.0,713.739
2412,1.0,5.0,1.0,3.0,3.0,1.0,634.989
2413,2.0,0.0,1.0,2.0,2.0,3.0,345.38599999999997
2414,2.0,5.0,1.0,3.0,2.0,2.0,713.729
2415,2.0,3.0,2.0,2.0,2.0,1.0,528.156
2416,2.0,5.0,1.0,3.0,2.0,1.0,671.239
2417,2.0,0.0,1.0,1.0,3.0,0.0,132.083
2418,2.0,4.0,1.0,2.0,3.0,1.0,517.406
2419,1.0,0.0,2.0,2.0,3.0,2.0,330.396
2420,2.0,4.0,1.0,3.0,2.0,2.0,645.729
2421,1.0,5.0,2.0,3.0,0.0,1.0,743.739
2422,2.0,5.0,1.0,3.0,2.0,0.0,628.749
2423,2.0,5.0,1.0,2.0,3.0,1.0,585.406
2424,1.0,4.0,2.0,3.0,2.0,2.0,688.229
2425,1.0,5.0,1.0,2.0,2.0,2.0,621.646
2426,2.0,2.0,1.0,1.0,0.0,2.0,398.063
2427,2.0,0.0,2.0,3.0,1.0,1.0,409.98900000000003
2428,2.0,0.0,1.0,2.0,0.0,1.0,290.406
2429,1.0,5.0,2.0,2.0,1.0,3.0,742.886
2430,1.0,5.0,1.0,2.0,3.0,3.0,649.136
2431,1.0,2.0,2.0,1.0,1.0,0.0,340.58299999999997
2432,1.0,5.0,1.0,3.0,0.0,1.0,679.989
2433,1.0,5.0,1.0,3.0,1.0,3.0,749.969
2434,1.0,0.0,1.0,3.0,3.0,1.0,294.989
2435,2.0,4.0,1.0,3.0,2.0,3.0,688.219
2436,2.0,0.0,2.0,2.0,2.0,3.0,409.13599999999997
2437,1.0,5.0,2.0,2.0,2.0,1.0,642.906
2438,2.0,5.0,1.0,3.0,2.0,3.0,756.219
2439,2.0,5.0,1.0,2.0,3.0,3.0,670.386
2440,2.0,2.0,1.0,2.0,1.0,2.0,453.896
2441,2.0,5.0,2.0,3.0,1.0,3.0,834.969
2442,1.0,3.0,1.0,2.0,2.0,3.0,528.136
2443,2.0,5.0,1.0,2.0,3.0,1.0,585.406
2444,2.0,5.0,1.0,1.0,3.0,1.0,514.573
2445,2.0,2.0,1.0,1.0,1.0,3.0,425.553
2446,2.0,5.0,1.0,2.0,2.0,1.0,600.406
2447,2.0,2.0,1.0,2.0,2.0,3.0,481.38599999999997
2448,2.0,5.0,1.0,1.0,1.0,3.0,629.553
2449,1.0,1.0,1.0,1.0,0.0,2.0,308.813
2450,2.0,5.0,1.0,3.0,2.0,1.0,671.239
2451,1.0,1.0,1.0,3.0,0.0,2.0,450.47900000000004
2452,2.0,5.0,1.0,3.0,2.0,3.0,756.219
2453,2.0,0.0,1.0,1.0,1.0,1.0,204.573
2454,2.0,5.0,1.0,3.0,2.0,0.0,628.749
2455,2.0,0.0,1.0,3.0,1.0,3.0,431.21900000000005
2456,1.0,5.0,1.0,3.0,2.0,1.0,649.989
2457,1.0,5.0,2.0,3.0,3.0,2.0,741.229
2458,2.0,5.0,2.0,2.0,2.0,1.0,664.156
2459,2.0,5.0,2.0,3.0,1.0,3.0,834.969
2460,2.0,5.0,1.0,1.0,3.0,2.0,557.063
2461,1.0,5.0,2.0,3.0,0.0,1.0,743.739
2462,2.0,4.0,1.0,3.0,2.0,1.0,603.239
2463,1.0,0.0,2.0,3.0,2.0,1.0,373.73900000000003
2464,1.0,5.0,1.0,1.0,1.0,1.0,523.323
2465,1.0,5.0,1.0,2.0,2.0,3.0,664.136
2466,1.0,0.0,1.0,3.0,1.0,1.0,324.98900000000003
2467,2.0,5.0,1.0,2.0,2.0,3.0,685.386
2468,1.0,5.0,1.0,1.0,2.0,2.0,550.813
2469,2.0,0.0,2.0,2.0,3.0,2.0,351.646
2470,2.0,5.0,1.0,3.0,0.0,3.0,786.219
2471,2.0,5.0,1.0,2.0,2.0,1.0,600.406
2472,2.0,5.0,1.0,3.0,1.0,3.0,771.219
2473,2.0,5.0,2.0,2.0,0.0,1.0,694.156
2474,2.0,5.0,1.0,3.0,2.0,2.0,713.729
2475,1.0,1.0,1.0,3.0,2.0,1.0,377.98900000000003
2476,1.0,1.0,1.0,3.0,0.0,1.0,407.98900000000003
2477,2.0,0.0,1.0,1.0,2.0,2.0,232.063
2478,2.0,5.0,1.0,2.0,2.0,1.0,600.406
2479,1.0,5.0,1.0,1.0,2.0,3.0,593.303
2480,1.0,5.0,1.0,2.0,1.0,2.0,636.646
2481,1.0,0.0,1.0,2.0,0.0,1.0,269.156
2482,2.0,2.0,1.0,2.0,2.0,0.0,353.916
2483,2.0,0.0,1.0,3.0,2.0,1.0,331.23900000000003
2484,2.0,4.0,1.0,2.0,3.0,1.0,517.406
2485,1.0,0.0,1.0,3.0,3.0,1.0,294.989
2486,1.0,1.0,1.0,2.0,3.0,1.0,292.156
2487,1.0,5.0,1.0,2.0,2.0,1.0,579.156
2488,2.0,0.0,1.0,2.0,0.0,3.0,375.38599999999997
2489,2.0,5.0,1.0,3.0,2.0,0.0,628.749
2490,2.0,1.0,1.0,3.0,3.0,2.0,426.72900000000004
2491,1.0,5.0,2.0,3.0,2.0,2.0,756.229
2492,1.0,3.0,2.0,2.0,2.0,0.0,464.416
2493,2.0,2.0,1.0,1.0,2.0,1.0,325.573
2494,2.0,0.0,1.0,3.0,2.0,0.0,288.749
2495,2.0,2.0,2.0,2.0,2.0,3.0,545.136
2496,1.0,5.0,1.0,3.0,2.0,3.0,734.969
2497,2.0,2.0,1.0,3.0,0.0,1.0,497.23900000000003
2498,2.0,5.0,1.0,1.0,3.0,1.0,514.573
2499,2.0,1.0,1.0,3.0,0.0,0.0,386.749
2500,2.0,5.0,1.0,3.0,1.0,0.0,643.749
2501,1.0,5.0,2.0,3.0,2.0,1.0,713.739
2502,1.0,4.0,1.0,3.0,2.0,2.0,624.479
2503,2.0,5.0,1.0,3.0,3.0,0.0,613.749
2504,1.0,0.0,1.0,3.0,3.0,1.0,294.989
2505,1.0,5.0,2.0,3.0,2.0,0.0,671.249
2506,1.0,5.0,1.0,2.0,0.0,0.0,566.6659999999999
2507,1.0,5.0,1.0,2.0,2.0,2.0,621.646
2508,2.0,5.0,2.0,2.0,2.0,2.0,706.646
2509,2.0,5.0,1.0,1.0,2.0,1.0,529.573
2510,2.0,5.0,2.0,2.0,1.0,1.0,679.156
2511,1.0,3.0,1.0,1.0,2.0,1.0,372.323
2512,2.0,4.0,1.0,2.0,1.0,3.0,632.386
2513,2.0,5.0,2.0,1.0,1.0,1.0,608.323
2514,2.0,4.0,1.0,3.0,2.0,1.0,603.239
2515,1.0,5.0,1.0,2.0,2.0,1.0,579.156
2516,2.0,5.0,2.0,3.0,1.0,3.0,834.969
2517,2.0,0.0,1.0,3.0,3.0,1.0,316.23900000000003
2518,2.0,5.0,2.0,3.0,3.0,0.0,677.499
2519,1.0,5.0,2.0,3.0,2.0,0.0,671.249
2520,2.0,5.0,1.0,2.0,0.0,1.0,630.406
2521,2.0,4.0,1.0,1.0,1.0,1.0,476.573
2522,2.0,4.0,1.0,2.0,3.0,2.0,559.896
2523,2.0,3.0,2.0,1.0,2.0,1.0,457.323
2524,2.0,5.0,2.0,2.0,3.0,3.0,734.136
2525,1.0,5.0,1.0,3.0,3.0,0.0,592.499
2526,2.0,3.0,1.0,2.0,2.0,0.0,421.916
2527,2.0,5.0,1.0,1.0,2.0,1.0,529.573
2528,1.0,5.0,1.0,2.0,3.0,2.0,606.646
2529,2.0,1.0,1.0,3.0,3.0,2.0,426.72900000000004
2530,1.0,2.0,2.0,3.0,3.0,0.0,452.249
2531,2.0,0.0,1.0,3.0,2.0,2.0,373.72900000000004
2532,2.0,0.0,1.0,3.0,3.0,0.0,273.749
2533,1.0,5.0,2.0,1.0,2.0,2.0,614.563
2534,2.0,2.0,1.0,3.0,2.0,1.0,467.23900000000003
2535,2.0,1.0,1.0,3.0,3.0,0.0,341.749
2536,2.0,2.0,2.0,2.0,2.0,3.0,545.136
2537,2.0,1.0,2.0,2.0,2.0,2.0,434.646
2538,2.0,3.0,1.0,2.0,0.0,1.0,494.406
2539,1.0,2.0,1.0,2.0,2.0,2.0,417.646
2540,2.0,0.0,2.0,3.0,2.0,1.0,394.98900000000003
2541,2.0,0.0,2.0,2.0,2.0,3.0,409.13599999999997
2542,2.0,0.0,1.0,3.0,3.0,1.0,316.23900000000003
2543,2.0,5.0,2.0,2.0,1.0,1.0,679.156
2544,2.0,0.0,1.0,2.0,2.0,1.0,260.406
2545,1.0,5.0,1.0,1.0,2.0,2.0,550.813
2546,1.0,0.0,2.0,3.0,2.0,1.0,373.73900000000003
2547,2.0,5.0,2.0,3.0,2.0,2.0,777.479
2548,2.0,5.0,1.0,2.0,2.0,1.0,600.406
2549,2.0,5.0,2.0,2.0,3.0,3.0,734.136
2550,2.0,5.0,1.0,3.0,2.0,0.0,628.749
2551,1.0,1.0,1.0,2.0,0.0,2.0,379.646
2552,2.0,0.0,1.0,1.0,3.0,0.0,132.083
2553,2.0,3.0,1.0,2.0,3.0,1.0,449.406
2554,1.0,2.0,1.0,3.0,1.0,1.0,460.98900000000003
2555,2.0,3.0,2.0,2.0,2.0,0.0,485.666
2556,2.0,3.0,2.0,2.0,0.0,2.0,600.646
2557,2.0,5.0,1.0,3.0,0.0,0.0,658.749
2558,2.0,0.0,2.0,2.0,3.0,1.0,309.156
2559,2.0,0.0,2.0,3.0,3.0,1.0,379.98900000000003
2560,1.0,5.0,1.0,2.0,2.0,1.0,579.156
2561,1.0,5.0,1.0,2.0,2.0,2.0,621.646
2562,2.0,2.0,1.0,2.0,2.0,1.0,396.406
2563,2.0,0.0,1.0,2.0,3.0,1.0,245.406
2564,2.0,0.0,2.0,2.0,2.0,0.0,281.666
2565,2.0,5.0,1.0,2.0,3.0,2.0,627.896
2566,2.0,5.0,1.0,2.0,2.0,1.0,600.406
2567,1.0,3.0,1.0,3.0,2.0,1.0,513.989
2568,2.0,0.0,2.0,1.0,1.0,1.0,268.323
2569,1.0,4.0,1.0,1.0,2.0,0.0,397.83299999999997
2570,1.0,5.0,2.0,2.0,1.0,1.0,657.906
2571,2.0,3.0,1.0,3.0,2.0,3.0,620.219
2572,2.0,5.0,1.0,3.0,3.0,0.0,613.749
2573,2.0,5.0,1.0,3.0,1.0,1.0,686.239
2574,2.0,5.0,2.0,2.0,2.0,0.0,621.6659999999999
2575,2.0,2.0,1.0,3.0,3.0,0.0,409.749
2576,1.0,4.0,1.0,2.0,2.0,1.0,511.156
2577,1.0,0.0,2.0,3.0,3.0,3.0,443.71900000000005
2578,2.0,0.0,1.0,3.0,2.0,0.0,288.749
2579,2.0,5.0,2.0,2.0,3.0,1.0,649.156
2580,1.0,3.0,1.0,1.0,3.0,0.0,314.83299999999997
2581,2.0,0.0,2.0,3.0,1.0,1.0,409.98900000000003
2582,2.0,5.0,1.0,3.0,3.0,1.0,656.239
2583,2.0,0.0,1.0,3.0,3.0,1.0,316.23900000000003
2584,1.0,4.0,2.0,3.0,3.0,1.0,630.739
2585,1.0,5.0,2.0,1.0,3.0,3.0,642.053
2586,2.0,5.0,1.0,1.0,2.0,3.0,614.553
2587,2.0,3.0,2.0,2.0,1.0,0.0,500.666
2588,1.0,0.0,1.0,2.0,3.0,0.0,181.666
2589,2.0,5.0,1.0,3.0,3.0,3.0,741.219
2590,2.0,5.0,1.0,2.0,0.0,0.0,587.9159999999999
2591,2.0,5.0,1.0,2.0,0.0,2.0,672.896
2592,2.0,5.0,1.0,3.0,2.0,0.0,628.749
2593,1.0,5.0,1.0,3.0,3.0,1.0,634.989
2594,2.0,3.0,1.0,1.0,3.0,2.0,421.063
2595,2.0,5.0,1.0,1.0,2.0,2.0,572.063
2596,1.0,4.0,2.0,3.0,1.0,1.0,660.739
2597,2.0,3.0,1.0,2.0,3.0,2.0,491.896
2598,2.0,5.0,1.0,2.0,1.0,1.0,615.406
2599,1.0,5.0,1.0,3.0,1.0,0.0,622.499
2600,1.0,0.0,1.0,3.0,2.0,1.0,309.98900000000003
2601,2.0,5.0,1.0,3.0,2.0,0.0,628.749
2602,2.0,5.0,1.0,3.0,3.0,2.0,698.729
2603,1.0,0.0,2.0,3.0,1.0,3.0,473.71900000000005
2604,1.0,5.0,2.0,1.0,3.0,3.0,642.053
2605,1.0,5.0,1.0,3.0,1.0,0.0,622.499
2606,1.0,0.0,1.0,1.0,2.0,1.0,168.323
2607,1.0,2.0,1.0,3.0,3.0,3.0,515.969
2608,2.0,4.0,1.0,2.0,0.0,3.0,647.386
2609,2.0,0.0,1.0,2.0,2.0,0.0,217.916
2610,1.0,5.0,1.0,3.0,0.0,1.0,679.989
2611,1.0,5.0,2.0,1.0,1.0,1.0,587.073
2612,2.0,5.0,1.0,2.0,2.0,1.0,600.406
2613,1.0,3.0,1.0,3.0,3.0,2.0,541.479
2614,2.0,3.0,2.0,3.0,1.0,2.0,656.479
2615,2.0,0.0,2.0,2.0,3.0,1.0,309.156
2616,1.0,5.0,1.0,2.0,2.0,1.0,579.156
2617,2.0,0.0,1.0,3.0,3.0,1.0,316.23900000000003
2618,2.0,2.0,2.0,2.0,1.0,3.0,560.136
2619,2.0,5.0,1.0,3.0,0.0,3.0,786.219
2620,1.0,5.0,1.0,1.0,1.0,1.0,523.323
2621,2.0,0.0,1.0,3.0,0.0,3.0,446.21900000000005
2622,1.0,0.0,1.0,1.0,1.0,1.0,183.323
2623,1.0,3.0,1.0,2.0,1.0,1.0,458.156
2624,1.0,5.0,1.0,2.0,2.0,3.0,664.136
2625,2.0,5.0,1.0,1.0,1.0,3.0,629.553
2626,2.0,3.0,1.0,3.0,3.0,0.0,477.749
2627,1.0,4.0,1.0,2.0,3.0,1.0,496.156
2628,2.0,0.0,2.0,1.0,2.0,1.0,253.323
2629,1.0,3.0,1.0,3.0,2.0,1.0,513.989
2630,2.0,5.0,1.0,1.0,2.0,3.0,614.553
2631,2.0,5.0,1.0,1.0,3.0,1.0,514.573
2632,2.0,3.0,1.0,3.0,2.0,1.0,535.239
2633,2.0,5.0,1.0,3.0,0.0,1.0,701.239
2634,1.0,5.0,1.0,3.0,3.0,3.0,719.969
2635,1.0,3.0,2.0,3.0,1.0,2.0,635.229
2636,2.0,4.0,1.0,2.0,3.0,0.0,474.916
2637,2.0,0.0,2.0,1.0,0.0,3.0,368.303
2638,2.0,4.0,1.0,3.0,2.0,1.0,603.239
2639,2.0,2.0,1.0,3.0,2.0,1.0,467.23900000000003
2640,2.0,0.0,2.0,2.0,3.0,3.0,394.13599999999997
2641,1.0,0.0,2.0,2.0,3.0,3.0,372.88599999999997
2642,1.0,5.0,2.0,2.0,2.0,1.0,642.906
2643,1.0,5.0,2.0,3.0,3.0,1.0,698.739
2644,1.0,1.0,2.0,3.0,2.0,3.0,526.719
2645,1.0,1.0,2.0,1.0,1.0,1.0,315.073
2646,2.0,1.0,2.0,2.0,2.0,2.0,434.646
2647,1.0,1.0,2.0,3.0,2.0,1.0,441.73900000000003
2648,2.0,2.0,1.0,1.0,0.0,2.0,398.063
2649,1.0,0.0,2.0,3.0,0.0,1.0,403.73900000000003
2650,2.0,3.0,1.0,2.0,2.0,1.0,464.406
2651,2.0,5.0,1.0,1.0,0.0,2.0,602.063
2652,2.0,5.0,1.0,3.0,2.0,0.0,628.749
2653,2.0,3.0,2.0,2.0,2.0,2.0,570.646
2654,1.0,5.0,1.0,3.0,1.0,1.0,664.989
2655,2.0,1.0,1.0,2.0,2.0,3.0,413.38599999999997
2656,2.0,3.0,1.0,2.0,1.0,1.0,479.406
2657,2.0,5.0,2.0,3.0,2.0,3.0,819.969
2658,2.0,4.0,2.0,2.0,1.0,1.0,611.156
2659,2.0,3.0,2.0,2.0,2.0,1.0,528.156
2660,2.0,5.0,1.0,3.0,2.0,0.0,628.749
2661,1.0,2.0,1.0,2.0,2.0,1.0,375.156
2662,2.0,0.0,2.0,1.0,1.0,1.0,268.323
2663,2.0,5.0,1.0,1.0,2.0,2.0,572.063
2664,2.0,5.0,1.0,3.0,2.0,2.0,713.729
2665,2.0,3.0,1.0,2.0,1.0,1.0,479.406
2666,2.0,5.0,1.0,3.0,0.0,3.0,786.219
2667,2.0,1.0,1.0,2.0,2.0,2.0,370.896
2668,1.0,3.0,1.0,3.0,2.0,1.0,513.989
2669,1.0,5.0,1.0,2.0,3.0,3.0,649.136
2670,1.0,1.0,2.0,3.0,2.0,1.0,441.73900000000003
2671,1.0,0.0,1.0,3.0,2.0,3.0,394.96900000000005
2672,1.0,3.0,2.0,1.0,1.0,1.0,451.073
2673,2.0,1.0,1.0,2.0,2.0,1.0,328.406
2674,2.0,2.0,2.0,3.0,0.0,2.0,603.479
2675,2.0,5.0,1.0,2.0,2.0,2.0,642.896
2676,2.0,1.0,1.0,1.0,1.0,1.0,272.573
2677,2.0,5.0,2.0,2.0,1.0,0.0,636.6659999999999
2678,1.0,2.0,1.0,3.0,2.0,1.0,445.98900000000003
2679,1.0,2.0,2.0,2.0,2.0,0.0,396.416
2680,2.0,5.0,2.0,1.0,2.0,1.0,593.323
2681,1.0,5.0,1.0,3.0,1.0,1.0,664.989
2682,2.0,5.0,2.0,2.0,3.0,1.0,649.156
2683,2.0,0.0,1.0,2.0,0.0,1.0,290.406
2684,1.0,4.0,2.0,2.0,3.0,0.0,517.4159999999999
2685,2.0,2.0,1.0,2.0,3.0,3.0,466.38599999999997
2686,1.0,5.0,1.0,3.0,1.0,1.0,664.989
2687,2.0,0.0,2.0,2.0,2.0,0.0,281.666
2688,2.0,5.0,1.0,2.0,0.0,0.0,587.9159999999999
2689,1.0,3.0,1.0,2.0,2.0,0.0,400.666
2690,1.0,3.0,1.0,3.0,0.0,1.0,543.989
2691,2.0,2.0,1.0,3.0,3.0,2.0,494.72900000000004
2692,2.0,1.0,1.0,1.0,2.0,2.0,300.063
2693,2.0,3.0,2.0,1.0,3.0,2.0,484.813
2694,1.0,5.0,1.0,3.0,2.0,3.0,734.969
2695,2.0,5.0,2.0,3.0,2.0,0.0,692.499
2696,1.0,2.0,1.0,2.0,2.0,1.0,375.156
2697,2.0,5.0,1.0,3.0,0.0,1.0,701.239
2698,1.0,5.0,1.0,2.0,2.0,1.0,579.156
2699,2.0,3.0,2.0,2.0,1.0,1.0,543.156
2700,1.0,1.0,2.0,2.0,1.0,2.0,428.396
2701,2.0,4.0,2.0,3.0,2.0,0.0,624.499
2702,1.0,1.0,1.0,2.0,2.0,3.0,392.13599999999997
2703,2.0,1.0,1.0,3.0,3.0,0.0,341.749
2704,2.0,4.0,1.0,3.0,2.0,3.0,688.219
2705,1.0,5.0,1.0,1.0,2.0,1.0,508.323
2706,2.0,5.0,2.0,2.0,3.0,1.0,649.156
2707,1.0,4.0,1.0,2.0,1.0,0.0,483.666
2708,2.0,0.0,1.0,2.0,2.0,3.0,345.38599999999997
2709,2.0,0.0,1.0,1.0,0.0,1.0,219.573
2710,1.0,0.0,2.0,2.0,3.0,1.0,287.906
2711,1.0,0.0,1.0,2.0,3.0,0.0,181.666
2712,2.0,1.0,1.0,3.0,1.0,1.0,414.23900000000003
2713,2.0,0.0,1.0,3.0,2.0,1.0,331.23900000000003
2714,1.0,5.0,2.0,2.0,2.0,1.0,642.906
2715,2.0,5.0,2.0,3.0,3.0,1.0,719.989
2716,2.0,5.0,1.0,1.0,3.0,3.0,599.553
2717,2.0,5.0,1.0,2.0,3.0,1.0,585.406
2718,2.0,5.0,1.0,3.0,2.0,3.0,756.219
2719,2.0,5.0,1.0,3.0,3.0,3.0,741.219
2720,1.0,3.0,1.0,1.0,3.0,3.0,442.303
2721,2.0,2.0,1.0,2.0,0.0,0.0,383.916
2722,2.0,5.0,1.0,2.0,3.0,0.0,542.9159999999999
2723,1.0,2.0,1.0,2.0,1.0,1.0,390.156
2724,2.0,4.0,1.0,3.0,2.0,1.0,603.239
2725,1.0,2.0,2.0,1.0,0.0,2.0,440.563
2726,1.0,1.0,1.0,3.0,0.0,1.0,407.98900000000003
2727,1.0,5.0,1.0,3.0,2.0,1.0,649.989
