usia,pinjaman,tenor,pemasukan,tanggungan,pekerjaan,pinjaman ke-,telat bayar,donasi
70,1400000,4,1500000,3,Pedagang,1,4,2
60,1200000,12,3000000,4,Wirausaha,5,2,1
34,1200000,4,1200000,1,Wirausaha,3,0,0
75,2000000,5,4800000,2,Guru/Dosen,4,6,4
41,700000,5,1200000,5,Pedagang,1,3,0
20,2000000,4,4800000,2,Guru/Dosen,2,1,0
82,1000000,20,1500000,2,Pedagang,4,6,4
99,2500000,5,4500000,1,Pekerja Lepas,2,2,5
26,500000,6,4000000,5,Guru/Dosen,4,0,0
24,500000,3,4400000,4,Pekerja Lepas,4,2,0
22,500000,10,4600000,5,Guru/Dosen,1,6,0
45,1800000,6,4600000,3,Pedagang,2,4,1
57,1600000,4,4800000,4,Pedagang,2,5,0
77,1600000,10,1800000,2,Pekerja Lepas,1,4,1
57,500000,16,4400000,0,Pedagang,2,6,0
44,1000000,3,5000000,0,Buruh,2,0,2
99,500000,3,2500000,0,Pekerja Lepas,2,0,5
22,1200000,10,4500000,0,Pekerja Lepas,2,3,1
84,1600000,6,1500000,3,Pekerja Lepas,1,0,2
98,500000,6,1500000,2,Pekerja Lepas,3,1,4
55,500000,8,2000000,5,Wirausaha,1,3,4
63,500000,16,4500000,4,Guru/Dosen,5,5,4
42,2000000,10,1200000,2,Wirausaha,5,3,2
54,700000,3,1800000,5,Wirausaha,4,3,1
34,500000,8,4800000,1,Guru/Dosen,3,5,3
80,1000000,5,1200000,0,Wirausaha,5,2,3
63,1800000,10,1500000,0,Pekerja Lepas,2,2,8
58,500000,10,5000000,3,Guru/Dosen,5,3,6
55,1400000,4,1200000,1,Buruh,1,2,0
57,1200000,8,4500000,0,Guru/Dosen,2,6,5
93,1800000,10,2000000,1,Pedagang,5,4,0
82,1500000,12,1500000,4,Buruh,1,5,5
30,1000000,20,2300000,2,Pedagang,2,2,6
66,1600000,10,5000000,0,Guru/Dosen,3,0,2
100,1800000,10,4400000,1,Pedagang,2,1,1
56,1200000,4,2000000,4,Buruh,2,4,8
20,1800000,4,2300000,5,Wirausaha,1,4,4
88,1200000,8,1800000,0,Pedagang,4,5,2
83,1200000,20,2300000,5,Buruh,2,2,0
77,1900000,4,2000000,0,Pekerja Lepas,1,4,5
48,1200000,12,1800000,3,Guru/Dosen,4,6,2
82,500000,16,1200000,2,Buruh,1,4,2
75,1000000,5,1800000,2,Buruh,4,1,0
36,1900000,6,3000000,2,Pekerja Lepas,3,4,3
40,3000000,4,2500000,1,Pedagang,2,3,1
23,2000000,5,5000000,5,Guru/Dosen,3,3,1
34,1000000,3,4800000,0,Wirausaha,3,0,7
85,1200000,10,4600000,2,Pedagang,2,6,0
70,700000,4,2300000,1,Pedagang,4,5,1
52,1200000,6,2500000,0,Pedagang,1,0,5
41,1200000,3,4800000,3,Pedagang,3,4,1
73,500000,16,5000000,0,Wirausaha,2,4,2
53,500000,10,3000000,3,Guru/Dosen,1,5,6
26,500000,8,4400000,3,Pedagang,2,3,6
20,700000,3,3500000,2,Pedagang,5,5,1
36,2000000,20,2000000,0,Pekerja Lepas,1,5,1
21,500000,10,1500000,4,Buruh,5,3,0
97,500000,4,4000000,1,Pekerja Lepas,3,3,5
27,2500000,20,2500000,0,Buruh,4,0,1
37,1200000,4,4500000,0,Buruh,5,6,1
28,2500000,20,4500000,1,Guru/Dosen,3,4,4
34,500000,10,5000000,3,Pedagang,3,1,2
61,700000,4,2300000,0,Pekerja Lepas,4,3,1
24,700000,3,5000000,5,Buruh,3,0,6
71,1200000,4,2300000,2,Guru/Dosen,5,2,2
68,2500000,16,4500000,4,Guru/Dosen,5,4,5
48,1200000,3,3000000,2,Guru/Dosen,1,5,6
40,2500000,10,2500000,4,Pedagang,2,4,3
43,700000,8,2500000,2,Wirausaha,5,5,2
28,500000,4,2500000,3,Pedagang,1,1,3
41,700000,12,4800000,3,Wirausaha,2,2,6
24,1200000,10,4600000,3,Wirausaha,2,1,5
23,1000000,12,1500000,1,Pedagang,4,0,1
96,2000000,12,4600000,5,Pekerja Lepas,3,0,8
43,700000,5,2300000,2,Pedagang,1,3,1
75,1400000,10,4400000,3,Buruh,1,5,5
100,1500000,5,5000000,3,Guru/Dosen,2,2,7
76,2000000,16,3000000,1,Pedagang,4,4,0
100,1500000,20,4500000,5,Guru/Dosen,3,5,7
43,1200000,8,4500000,0,Pekerja Lepas,3,6,4
68,1400000,12,4500000,5,Guru/Dosen,5,2,0
30,2500000,8,4400000,3,Buruh,5,0,2
38,1600000,10,1500000,4,Pekerja Lepas,4,0,3
92,1200000,16,2500000,1,Pedagang,3,5,5
28,1500000,6,2300000,3,Guru/Dosen,5,2,6
97,3000000,4,4400000,2,Pekerja Lepas,5,3,1
48,1200000,8,1800000,3,Buruh,5,0,6
31,500000,4,4800000,3,Wirausaha,2,0,5
29,1200000,6,3500000,3,Guru/Dosen,4,2,6
49,700000,8,1800000,2,Buruh,5,0,0
67,1200000,8,3500000,3,Guru/Dosen,2,2,2
76,1200000,6,2300000,0,Pekerja Lepas,4,0,1
86,2500000,4,1800000,4,Buruh,2,6,0
56,1900000,3,5000000,5,Pekerja Lepas,2,6,4
74,1800000,4,5000000,2,Pekerja Lepas,1,5,4
93,1400000,12,1500000,5,Wirausaha,2,6,2
70,1500000,3,5000000,3,Wirausaha,1,1,1
42,2500000,10,4000000,1,Pedagang,2,0,8
96,700000,4,5000000,5,Pedagang,1,2,0
53,1400000,4,4400000,2,Pekerja Lepas,1,0,1
78,1200000,5,4400000,0,Pedagang,3,0,1
36,2000000,12,4400000,5,Wirausaha,5,5,4
30,500000,4,1500000,2,Pedagang,2,5,1
41,1200000,10,5000000,5,Guru/Dosen,4,6,3
36,1400000,4,5000000,5,Wirausaha,1,5,2
87,500000,4,2300000,2,Guru/Dosen,5,1,2
96,3000000,16,1500000,1,Pedagang,5,4,8
28,3000000,4,1800000,3,Pedagang,5,1,8
54,700000,5,2000000,5,Pedagang,1,6,8
26,1000000,3,3500000,1,Pekerja Lepas,3,0,1
97,1200000,16,4400000,5,Pedagang,3,0,6
97,1900000,4,4800000,0,Buruh,3,6,0
26,1900000,12,2500000,4,Pedagang,5,3,3
50,500000,10,4600000,1,Guru/Dosen,2,1,1
72,500000,6,4600000,1,Pedagang,2,5,5
59,2000000,16,3000000,5,Pekerja Lepas,2,3,2
37,500000,8,4800000,1,Guru/Dosen,2,3,6
52,1900000,10,4400000,4,Buruh,3,3,0
75,1800000,4,3500000,1,Buruh,3,4,6
30,700000,12,4000000,4,Wirausaha,5,4,0
57,500000,6,3000000,4,Pedagang,4,2,0
52,1900000,5,5000000,3,Pedagang,4,3,5
48,500000,20,2300000,5,Pekerja Lepas,1,4,1
41,1200000,3,2300000,0,Wirausaha,4,3,8
45,500000,12,2500000,3,Buruh,5,3,4
46,1800000,12,4500000,4,Pekerja Lepas,5,0,0
61,1500000,12,1800000,5,Pekerja Lepas,4,6,8
40,1500000,5,3000000,4,Pekerja Lepas,4,6,0
90,3000000,5,1200000,0,Guru/Dosen,1,4,8
96,1200000,5,4400000,3,Pekerja Lepas,4,0,5
50,1800000,12,3000000,3,Pekerja Lepas,2,2,1
69,2500000,20,4400000,4,Pedagang,2,4,0
60,1000000,10,4000000,5,Pedagang,5,6,2
42,1900000,3,1800000,3,Pekerja Lepas,2,3,5
36,1200000,10,5000000,4,Pedagang,1,1,0
71,500000,4,4500000,1,Buruh,1,3,7
97,1200000,4,4000000,3,Pedagang,1,2,3
76,2500000,4,1500000,4,Guru/Dosen,2,2,6
28,1600000,20,3500000,4,Pedagang,2,6,8
43,1900000,4,4000000,4,Pekerja Lepas,3,5,0
49,1800000,12,1200000,0,Pedagang,1,1,2
44,1900000,3,1500000,5,Pedagang,4,0,1
44,2000000,6,2300000,0,Pedagang,5,4,0
94,1200000,20,3500000,0,Pekerja Lepas,5,2,4
91,1800000,4,5000000,5,Wirausaha,3,4,4
31,1600000,4,4800000,0,Guru/Dosen,1,5,6
32,1000000,8,1200000,0,Guru/Dosen,5,5,3
69,2000000,20,2500000,1,Pedagang,4,2,6
45,3000000,4,3500000,5,Pedagang,1,5,8
39,700000,16,4600000,4,Pedagang,4,5,6
45,500000,12,2000000,3,Guru/Dosen,4,2,0
98,500000,10,4000000,2,Guru/Dosen,4,1,2
99,500000,4,1500000,2,Pekerja Lepas,4,3,6
65,1900000,10,2000000,0,Guru/Dosen,2,0,4
83,2500000,12,1200000,4,Wirausaha,2,1,6
23,1900000,20,2300000,0,Pekerja Lepas,4,3,3
33,500000,20,4000000,1,Buruh,5,5,8
36,1800000,5,4800000,3,Pedagang,4,5,3
47,1600000,20,2300000,1,Buruh,2,4,0
29,2000000,16,4400000,5,Pekerja Lepas,2,0,1
31,1200000,20,4500000,2,Wirausaha,4,6,2
66,3000000,5,1800000,1,Pedagang,4,5,1
80,1200000,8,1800000,5,Pedagang,5,2,6
53,1600000,12,2500000,5,Buruh,3,2,5
100,3000000,6,5000000,1,Buruh,1,0,0
58,3000000,12,1500000,3,Pedagang,5,6,2
43,1200000,10,4600000,0,Wirausaha,1,0,2
90,500000,12,4000000,2,Buruh,4,4,1
35,1400000,16,4800000,0,Pedagang,2,4,0
54,1200000,4,3000000,4,Pedagang,3,3,5
25,1200000,10,4600000,1,Pedagang,3,4,5
80,2500000,4,3500000,2,Wirausaha,2,1,7
52,2500000,6,4400000,2,Guru/Dosen,2,0,8
24,1600000,5,1500000,2,Buruh,5,5,0
60,2500000,20,5000000,0,Pekerja Lepas,2,4,1
30,1600000,6,5000000,0,Pekerja Lepas,1,3,4
34,1000000,10,2000000,0,Guru/Dosen,4,6,3
55,1800000,12,4000000,2,Pekerja Lepas,2,2,3
79,500000,8,2300000,4,Pekerja Lepas,4,5,2
55,1600000,16,4400000,1,Buruh,5,0,1
68,3000000,3,4800000,3,Wirausaha,4,3,5
48,1200000,16,4800000,2,Wirausaha,5,2,6
71,500000,5,2000000,4,Pekerja Lepas,4,5,1
89,1900000,4,2500000,3,Pedagang,5,2,0
44,1400000,10,1500000,3,Wirausaha,1,4,4
29,2000000,3,3500000,5,Pedagang,2,2,5
26,3000000,10,4600000,3,Pekerja Lepas,3,1,6
40,700000,8,5000000,0,Pekerja Lepas,5,6,7
81,1200000,3,1200000,0,Wirausaha,3,2,0
88,1000000,10,2300000,5,Pekerja Lepas,1,1,0
97,1600000,12,2000000,4,Pedagang,4,3,2
73,2500000,10,3000000,0,Guru/Dosen,3,4,0
23,1800000,16,2000000,1,Guru/Dosen,4,3,0
25,1000000,3,4600000,2,Pedagang,5,6,0
48,2500000,4,1800000,2,Buruh,4,4,4
29,2500000,5,2000000,3,Wirausaha,1,3,0
80,1200000,5,2000000,4,Pedagang,5,3,0
64,500000,3,2500000,3,Guru/Dosen,4,0,1
61,700000,5,1800000,2,Pedagang,1,4,0
69,1200000,16,5000000,3,Pedagang,4,4,1
66,1200000,10,4600000,1,Pedagang,4,3,0
55,1200000,20,5000000,4,Pekerja Lepas,2,4,4
89,1200000,6,4400000,1,Pedagang,4,6,5
100,1200000,16,1500000,3,Pekerja Lepas,2,0,4
96,1500000,10,5000000,1,Buruh,1,1,3
80,1800000,16,1200000,2,Guru/Dosen,1,1,0
80,1400000,4,4500000,1,Buruh,5,3,0
60,500000,12,4000000,2,Wirausaha,5,5,5
64,1200000,12,3500000,2,Pekerja Lepas,4,3,0
77,1900000,12,4500000,1,Wirausaha,2,3,5
65,1500000,4,4400000,2,Wirausaha,1,3,1
32,3000000,4,2300000,5,Buruh,2,6,8
96,700000,4,1800000,5,Buruh,3,2,4
47,1200000,4,4400000,1,Pekerja Lepas,3,3,8
68,500000,5,1200000,2,Wirausaha,4,2,8
31,2500000,10,3500000,0,Wirausaha,1,4,4
91,1900000,16,1200000,1,Pekerja Lepas,3,4,2
29,1900000,6,4500000,4,Guru/Dosen,4,2,6
31,1200000,3,1200000,0,Pedagang,3,2,0
71,500000,3,4600000,3,Pekerja Lepas,5,6,3
44,1200000,4,4400000,4,Pedagang,3,1,5
73,1500000,3,4000000,5,Pedagang,1,5,0
23,1200000,4,2000000,4,Buruh,3,0,7
53,1400000,12,4000000,3,Wirausaha,1,2,4
33,1200000,6,2300000,0,Guru/Dosen,3,2,0
86,1200000,4,4800000,2,Buruh,4,0,8
85,1200000,6,1500000,5,Pedagang,1,1,3
86,1800000,6,1200000,5,Wirausaha,2,5,1
65,500000,10,4400000,4,Pedagang,5,4,0
75,3000000,3,5000000,3,Guru/Dosen,4,3,8
84,500000,6,4600000,1,Pekerja Lepas,3,6,2
48,2500000,10,4600000,3,Wirausaha,1,6,1
74,1000000,12,1500000,1,Wirausaha,1,3,1
76,500000,12,2300000,3,Pekerja Lepas,2,4,8
46,500000,4,4000000,1,Pedagang,2,0,7
38,1400000,10,3500000,4,Pedagang,2,0,4
50,1000000,10,4800000,3,Guru/Dosen,3,4,1
94,1600000,10,2300000,3,Guru/Dosen,3,5,0
57,1500000,16,1500000,3,Wirausaha,4,3,3
49,1200000,16,4800000,4,Wirausaha,3,3,0
35,1200000,12,4000000,5,Pedagang,4,2,7
60,1200000,5,3000000,4,Wirausaha,1,4,0
35,1200000,12,4400000,1,Guru/Dosen,4,1,1
26,1800000,5,4800000,5,Wirausaha,4,5,0
38,500000,16,3500000,4,Wirausaha,2,4,5
59,1600000,5,4600000,5,Pedagang,2,6,1
48,1600000,10,2300000,4,Pedagang,4,2,5
40,2500000,4,4600000,2,Pedagang,1,1,3
43,1400000,3,4600000,2,Pedagang,2,2,1
68,700000,20,1200000,1,Buruh,3,4,0
87,2500000,12,4500000,2,Wirausaha,4,0,7
42,500000,6,1200000,5,Pekerja Lepas,4,5,5
37,2500000,6,2300000,2,Pedagang,3,4,0
38,1900000,8,3000000,1,Pekerja Lepas,5,3,1
20,3000000,4,1500000,3,Pekerja Lepas,4,2,3
92,1200000,8,4800000,2,Guru/Dosen,3,3,0
58,1200000,6,4000000,5,Pedagang,1,4,0
61,1400000,16,1200000,3,Pekerja Lepas,2,1,5
38,1400000,10,4000000,1,Pekerja Lepas,2,2,8
76,500000,5,4600000,2,Wirausaha,4,5,3
99,1500000,8,3500000,4,Pekerja Lepas,2,2,8
68,1500000,5,1200000,0,Pedagang,3,3,1
82,1800000,6,3000000,5,Pekerja Lepas,3,6,3
62,1200000,20,2300000,4,Pedagang,2,5,3
53,1600000,12,4600000,1,Pedagang,1,3,1
34,2000000,8,5000000,4,Pedagang,1,1,2
58,2500000,10,1800000,4,Pekerja Lepas,5,5,6
32,2000000,4,2500000,0,Buruh,4,3,3
66,1200000,3,4600000,1,Pedagang,5,6,1
89,1800000,20,5000000,1,Buruh,2,2,1
38,3000000,16,4800000,1,Guru/Dosen,1,3,0
24,500000,8,4400000,0,Pekerja Lepas,3,0,0
57,500000,12,5000000,0,Wirausaha,3,0,0
52,500000,10,1800000,1,Wirausaha,3,1,7
98,1200000,20,4500000,3,Pedagang,1,3,0
32,500000,4,2500000,5,Wirausaha,2,2,4
86,3000000,8,5000000,5,Pedagang,4,2,1
20,1400000,3,1500000,0,Pedagang,3,0,1
38,500000,8,5000000,3,Guru/Dosen,2,6,2
94,1900000,4,2300000,5,Buruh,5,6,6
82,700000,6,4600000,3,Pedagang,4,5,8
27,500000,8,2500000,2,Guru/Dosen,1,2,4
53,1800000,6,4800000,1,Buruh,4,0,4
63,1200000,6,3000000,0,Buruh,1,0,1
81,1000000,3,4800000,4,Guru/Dosen,2,2,4
23,500000,10,4600000,4,Pedagang,3,5,0
92,3000000,12,3000000,3,Guru/Dosen,5,6,5
44,700000,3,4600000,3,Pedagang,1,6,1
93,1200000,10,5000000,5,Pedagang,1,3,1
35,2000000,10,1200000,1,Buruh,1,4,1
85,500000,3,4400000,3,Wirausaha,5,0,1
69,700000,8,4800000,2,Pedagang,1,4,0
95,3000000,20,1500000,0,Pekerja Lepas,5,1,1
87,1000000,10,1200000,5,Wirausaha,3,6,2
81,2000000,3,2500000,4,Buruh,2,5,0
86,1000000,6,5000000,0,Buruh,4,2,0
89,2500000,4,5000000,0,Guru/Dosen,2,3,6
54,1200000,8,5000000,2,Pekerja Lepas,1,6,3
20,700000,10,3000000,0,Pedagang,2,4,5
31,1400000,8,2000000,4,Pekerja Lepas,2,1,5
68,1200000,4,1500000,0,Pedagang,3,5,1
63,2000000,4,1500000,2,Wirausaha,3,0,7
92,700000,20,1500000,2,Pekerja Lepas,3,6,3
94,1200000,4,2000000,0,Pedagang,5,0,8
73,1200000,5,2500000,4,Wirausaha,5,1,3
36,1600000,4,3000000,3,Pedagang,5,6,0
70,2000000,10,4800000,4,Pedagang,4,2,6
68,2500000,5,3500000,0,Pekerja Lepas,3,2,4
52,1200000,20,2000000,5,Pedagang,1,6,5
55,1200000,5,2000000,3,Pekerja Lepas,4,3,1
90,1900000,20,1200000,5,Pedagang,5,6,2
74,2000000,16,1800000,0,Pedagang,5,4,0
28,2000000,10,1500000,5,Wirausaha,3,2,0
47,1200000,4,4000000,3,Pekerja Lepas,4,0,1
42,3000000,16,2500000,4,Pedagang,5,2,2
51,1400000,6,1800000,5,Buruh,3,0,6
87,1600000,5,1200000,3,Pedagang,3,0,0
64,1900000,3,1500000,2,Wirausaha,5,3,0
75,2000000,10,1200000,4,Pekerja Lepas,1,2,8
68,1200000,5,3500000,4,Buruh,5,6,0
45,1000000,5,1200000,4,Pekerja Lepas,4,5,2
59,1900000,8,1500000,5,Wirausaha,3,5,5
66,1000000,10,3500000,0,Pedagang,5,5,5
90,1900000,6,3000000,1,Buruh,2,0,8
68,1400000,12,4500000,0,Pedagang,1,6,3
48,700000,20,5000000,5,Pedagang,1,5,6
25,500000,4,4800000,2,Pedagang,4,6,6
81,1200000,10,3500000,3,Pedagang,5,1,1
21,1400000,10,1500000,0,Pedagang,5,3,6
51,1000000,10,1800000,4,Guru/Dosen,5,0,1
39,1900000,10,4800000,3,Pekerja Lepas,2,4,1
66,500000,4,5000000,5,Wirausaha,1,5,0
79,1900000,12,4000000,1,Pekerja Lepas,5,0,6
75,1600000,6,1200000,2,Pedagang,4,5,7
95,1200000,10,3500000,0,Buruh,3,2,0
50,1000000,16,4400000,5,Pedagang,3,5,0
96,500000,5,2300000,2,Pedagang,4,2,1
45,1200000,12,4000000,0,Pekerja Lepas,2,1,5
38,1600000,8,2300000,5,Pedagang,3,1,1
89,3000000,10,3000000,3,Pedagang,1,5,8
100,700000,12,5000000,3,Pekerja Lepas,1,1,3
50,1200000,8,4600000,2,Buruh,4,6,5
74,1900000,6,1800000,3,Buruh,4,1,0
64,500000,5,1800000,2,Buruh,5,5,0
72,1200000,12,5000000,0,Pedagang,2,6,1
45,1800000,10,5000000,2,Pedagang,5,1,4
92,1800000,8,3000000,5,Pedagang,5,4,7
86,1000000,6,3000000,0,Wirausaha,3,4,0
29,700000,20,4400000,0,Pekerja Lepas,5,0,2
50,1200000,4,2000000,5,Wirausaha,1,4,5
80,1600000,10,4400000,4,Guru/Dosen,3,3,7
83,2500000,12,4000000,4,Buruh,3,5,3
64,1900000,20,5000000,5,Pedagang,4,2,0
40,700000,8,1200000,2,Pedagang,1,6,8
53,1000000,4,3000000,2,Pedagang,5,5,1
48,1900000,4,4500000,5,Pekerja Lepas,5,4,3
74,1200000,12,2300000,5,Guru/Dosen,5,2,3
51,2000000,4,3000000,2,Pedagang,4,3,8
69,2500000,20,2300000,1,Wirausaha,2,4,0
68,500000,5,3000000,4,Wirausaha,1,2,3
32,2000000,16,2300000,2,Buruh,4,0,0
68,500000,16,4400000,3,Buruh,1,5,1
28,500000,8,3000000,1,Pedagang,5,3,3
62,500000,10,2300000,1,Guru/Dosen,3,2,4
71,3000000,4,3500000,0,Pekerja Lepas,2,3,4
38,1600000,5,2500000,3,Wirausaha,3,4,0
25,500000,16,1500000,4,Wirausaha,5,3,5
50,700000,5,2000000,0,Pedagang,3,5,1
76,1000000,6,2500000,4,Pedagang,4,0,2
55,1200000,12,3500000,0,Guru/Dosen,1,6,6
45,500000,5,4600000,5,Buruh,4,1,1
84,500000,5,1500000,1,Pedagang,1,6,8
41,1200000,10,3500000,5,Pekerja Lepas,4,2,0
55,1400000,12,4800000,5,Buruh,4,6,0
60,1800000,10,2500000,0,Pedagang,5,1,6
22,1500000,4,1500000,5,Buruh,5,2,4
74,1200000,6,4800000,4,Wirausaha,3,4,2
53,1400000,4,3000000,1,Pedagang,1,0,1
22,1200000,12,2000000,1,Pedagang,5,3,8
74,1600000,20,3500000,0,Guru/Dosen,4,4,1
53,2500000,10,3500000,2,Guru/Dosen,5,3,2
93,500000,20,1200000,3,Pedagang,5,3,0
70,700000,10,3000000,2,Buruh,2,3,5
53,1800000,4,2300000,0,Pedagang,5,0,0
91,700000,12,4500000,3,Pedagang,2,2,1
44,1200000,8,1200000,1,Buruh,4,0,1
49,1500000,3,1800000,3,Buruh,5,1,2
82,1200000,8,4400000,0,Guru/Dosen,3,0,2
73,1500000,3,4400000,1,Pedagang,5,3,2
60,1200000,12,1200000,5,Guru/Dosen,4,1,1
75,2000000,8,4600000,2,Wirausaha,3,2,8
52,500000,8,4400000,0,Pedagang,1,3,0
35,1900000,10,2000000,2,Pedagang,1,6,4
56,500000,16,4000000,2,Guru/Dosen,5,4,2
65,1900000,10,4000000,3,Buruh,3,4,8
66,1500000,3,1200000,0,Buruh,1,4,0
92,1900000,20,5000000,2,Wirausaha,1,6,0
95,1200000,4,3000000,3,Pedagang,4,2,6
30,1000000,3,4500000,0,Wirausaha,3,1,2
22,2500000,16,2300000,1,Pedagang,4,0,3
100,2500000,4,4800000,5,Pedagang,1,2,0
61,1500000,5,2000000,2,Guru/Dosen,4,6,3
44,3000000,12,4800000,3,Pedagang,3,6,6
30,2500000,20,4400000,2,Pekerja Lepas,5,0,5
22,700000,4,2000000,0,Guru/Dosen,3,1,6
56,1800000,20,1800000,3,Buruh,2,6,3
66,500000,3,4600000,0,Guru/Dosen,5,1,0
45,2500000,3,4400000,0,Guru/Dosen,5,4,1
93,1000000,10,4600000,3,Wirausaha,3,5,4
99,1900000,20,4500000,2,Wirausaha,1,0,1
37,1500000,5,5000000,3,Buruh,5,0,1
65,1800000,5,4400000,0,Pedagang,1,6,0
39,1500000,10,5000000,4,Buruh,2,2,1
20,500000,4,3000000,3,Buruh,1,1,3
100,3000000,10,3500000,0,Pekerja Lepas,3,0,3
53,1500000,3,4400000,0,Pedagang,1,3,3
67,1200000,10,1500000,0,Wirausaha,1,5,0
57,1200000,5,3000000,3,Guru/Dosen,3,6,8
28,700000,20,1200000,5,Buruh,4,6,7
41,1900000,8,1800000,5,Buruh,4,2,0
73,1900000,4,4600000,1,Pekerja Lepas,5,5,0
91,1200000,16,5000000,2,Pedagang,3,3,0
98,1400000,10,1200000,4,Pedagang,2,2,2
48,700000,6,4000000,1,Wirausaha,2,5,4
52,1200000,3,4400000,2,Wirausaha,4,2,0
91,1500000,20,1200000,0,Pedagang,5,0,5
31,1200000,10,1800000,0,Pedagang,1,3,1
98,1400000,10,2000000,5,Buruh,4,5,2
76,1800000,4,4600000,2,Guru/Dosen,5,4,0
41,700000,3,3000000,2,Guru/Dosen,4,4,5
37,1400000,10,2500000,2,Pedagang,5,6,3
65,500000,5,5000000,0,Wirausaha,1,6,0
44,1000000,4,1500000,2,Guru/Dosen,2,5,6
90,1900000,16,1500000,4,Wirausaha,2,0,1
27,500000,12,4000000,4,Pekerja Lepas,5,2,0
28,1400000,6,4000000,5,Pedagang,3,5,1
29,1500000,16,5000000,2,Wirausaha,1,1,2
94,1900000,3,5000000,3,Wirausaha,4,0,1
72,1200000,12,4500000,4,Wirausaha,3,2,5
80,1200000,20,3000000,1,Wirausaha,3,5,1
52,1800000,3,1500000,4,Wirausaha,5,0,6
100,1800000,12,1800000,1,Pedagang,3,2,7
56,3000000,6,4600000,1,Wirausaha,4,1,4
35,500000,5,3000000,1,Pedagang,5,1,2
76,1500000,5,4800000,1,Pedagang,3,0,6
22,2500000,12,5000000,1,Pedagang,5,4,6
94,700000,12,1800000,0,Buruh,2,2,0
24,1200000,20,2300000,4,Pedagang,2,0,1
93,3000000,10,4400000,2,Pedagang,5,2,5
94,700000,3,1200000,2,Pekerja Lepas,2,3,0
82,2500000,10,1800000,0,Guru/Dosen,3,5,0
36,1200000,20,1800000,2,Pedagang,1,4,3
36,500000,4,3500000,1,Pedagang,4,2,5
20,1200000,16,1200000,4,Pekerja Lepas,5,6,6
95,1200000,12,4000000,3,Wirausaha,1,1,4
52,500000,4,4800000,0,Buruh,1,0,2
50,1900000,12,4800000,4,Guru/Dosen,2,0,1
38,2000000,16,4800000,5,Pedagang,1,1,2
82,700000,5,5000000,4,Pedagang,5,6,2
20,3000000,4,2300000,4,Guru/Dosen,5,5,5
86,500000,4,1200000,4,Pekerja Lepas,4,6,1
65,2000000,12,4500000,3,Wirausaha,3,3,6
100,1000000,8,4400000,0,Wirausaha,3,0,1
52,500000,12,4000000,5,Buruh,5,0,0
69,1200000,8,1800000,4,Pedagang,4,6,1
71,1200000,6,4800000,2,Guru/Dosen,3,2,0
21,1800000,6,5000000,2,Wirausaha,5,3,0
59,1500000,4,1200000,5,Wirausaha,5,2,1
44,3000000,10,4400000,0,Buruh,1,3,4
76,1200000,16,1500000,5,Pedagang,4,0,1
61,1200000,10,2500000,5,Pedagang,5,3,4
66,500000,16,2000000,0,Guru/Dosen,1,1,1
67,2000000,3,3500000,2,Guru/Dosen,4,3,1
29,1800000,5,2000000,1,Pedagang,1,0,1
31,700000,3,4000000,3,Pedagang,2,2,6
89,1800000,3,4000000,5,Wirausaha,3,4,2
64,2000000,3,2000000,0,Pedagang,2,1,1
32,500000,16,1800000,0,Wirausaha,4,5,4
48,1400000,8,2500000,4,Pedagang,1,1,5
46,1200000,8,1500000,2,Pedagang,4,1,3
26,1800000,10,2500000,5,Pedagang,4,6,3
77,1900000,3,1500000,2,Guru/Dosen,1,6,5
96,700000,20,1200000,1,Pekerja Lepas,3,4,7
39,1800000,4,5000000,4,Buruh,4,6,6
55,1200000,6,3000000,2,Pedagang,2,3,0
50,1600000,20,4400000,5,Guru/Dosen,2,1,4
44,1200000,5,4400000,4,Guru/Dosen,2,2,0
24,2500000,3,3000000,5,Pedagang,4,4,4
33,1400000,5,4600000,1,Buruh,3,6,5
40,1200000,20,5000000,2,Buruh,5,3,1
95,2500000,20,4800000,0,Guru/Dosen,2,2,2
69,1200000,6,2300000,0,Guru/Dosen,2,5,0
91,1400000,4,1500000,3,Pedagang,4,5,7
52,2000000,12,4000000,0,Pedagang,5,0,5
48,1800000,12,4800000,3,Guru/Dosen,1,0,1
74,2500000,10,1800000,5,Pekerja Lepas,5,5,6
67,1900000,3,4500000,5,Pedagang,3,5,1
58,2500000,5,3000000,1,Buruh,3,5,6
20,1500000,6,4500000,5,Pekerja Lepas,3,3,0
73,1500000,4,5000000,4,Pekerja Lepas,2,4,4
76,1900000,16,4500000,3,Buruh,3,6,2
100,500000,4,4000000,3,Buruh,5,3,7
65,500000,16,5000000,5,Pekerja Lepas,5,2,0
91,2500000,12,4000000,0,Pedagang,4,5,1
64,1200000,4,5000000,5,Pekerja Lepas,5,5,0
91,1400000,4,4600000,5,Pekerja Lepas,3,5,0
49,500000,4,2300000,3,Wirausaha,3,2,5
30,1200000,8,2000000,3,Wirausaha,5,0,7
71,1000000,4,2500000,0,Pekerja Lepas,5,5,1
84,500000,4,4000000,3,Guru/Dosen,3,4,6
88,1200000,4,4000000,0,Buruh,4,1,0
48,3000000,5,4500000,2,Wirausaha,4,3,7
87,500000,4,4500000,5,Pedagang,4,6,6
63,3000000,8,3000000,5,Guru/Dosen,4,3,1
96,1400000,5,1200000,0,Buruh,5,5,0
72,1800000,5,2000000,0,Pekerja Lepas,5,5,3
