,usia,econ,pekerjaan,pinjaman ke,telat bayar,donasi,score
1679,1.0,1.0,2.0,1.0,0.0,2.0,372.563
1680,2.0,5.0,1.0,2.0,2.0,0.0,550.6959999999999
1681,1.0,1.0,1.0,3.0,2.0,1.0,370.769
1682,2.0,4.0,1.0,1.0,2.0,0.0,411.86299999999994
1683,2.0,5.0,1.0,2.0,3.0,3.0,659.556
1684,2.0,3.0,2.0,1.0,2.0,0.0,407.61299999999994
1685,1.0,5.0,2.0,1.0,3.0,1.0,546.243
1686,2.0,1.0,2.0,2.0,3.0,2.0,408.81600000000003
1687,1.0,5.0,1.0,3.0,1.0,1.0,661.379
1688,1.0,5.0,1.0,3.0,0.0,0.0,637.499
1689,1.0,5.0,1.0,2.0,1.0,3.0,675.5260000000001
1690,1.0,5.0,2.0,2.0,0.0,3.0,757.886
1691,2.0,5.0,1.0,3.0,3.0,2.0,687.899
1692,1.0,5.0,2.0,3.0,3.0,1.0,687.909
1693,1.0,0.0,2.0,3.0,2.0,1.0,366.519
1694,2.0,2.0,1.0,2.0,2.0,1.0,389.18600000000004
1695,2.0,5.0,1.0,3.0,3.0,0.0,602.919
1696,2.0,5.0,1.0,2.0,1.0,1.0,611.796
1697,2.0,5.0,1.0,3.0,2.0,0.0,621.529
1698,2.0,5.0,1.0,1.0,3.0,1.0,503.74300000000005
1699,2.0,5.0,1.0,1.0,3.0,3.0,588.7230000000001
1700,1.0,4.0,1.0,1.0,1.0,1.0,451.71299999999997
1701,1.0,4.0,1.0,2.0,2.0,2.0,546.4259999999999
1702,1.0,3.0,1.0,2.0,2.0,2.0,478.42600000000004
1703,2.0,5.0,1.0,2.0,3.0,3.0,659.556
1704,1.0,0.0,1.0,3.0,0.0,1.0,339.98900000000003
1705,1.0,2.0,2.0,3.0,0.0,1.0,539.739
1706,2.0,4.0,1.0,1.0,2.0,3.0,539.333
1707,1.0,2.0,1.0,2.0,2.0,1.0,367.93600000000004
1708,1.0,5.0,2.0,3.0,2.0,1.0,706.519
1709,1.0,2.0,2.0,1.0,0.0,1.0,398.073
1710,1.0,5.0,1.0,3.0,2.0,0.0,600.279
1711,2.0,5.0,1.0,3.0,3.0,0.0,602.919
1712,1.0,4.0,1.0,1.0,2.0,3.0,518.083
1713,2.0,3.0,1.0,1.0,2.0,2.0,428.84299999999996
1714,1.0,5.0,1.0,3.0,1.0,1.0,661.379
1715,1.0,4.0,1.0,3.0,1.0,1.0,593.379
1716,2.0,3.0,1.0,3.0,0.0,3.0,650.219
1717,1.0,0.0,1.0,1.0,2.0,1.0,161.103
1718,2.0,4.0,1.0,3.0,2.0,1.0,596.019
1719,2.0,0.0,1.0,2.0,0.0,0.0,247.916
1720,1.0,5.0,2.0,3.0,3.0,2.0,730.399
1721,2.0,0.0,1.0,1.0,2.0,0.0,139.863
1722,2.0,5.0,2.0,2.0,1.0,0.0,633.056
1723,1.0,2.0,1.0,3.0,3.0,2.0,462.649
1724,1.0,5.0,1.0,2.0,2.0,2.0,614.4259999999999
1725,2.0,5.0,2.0,3.0,0.0,0.0,722.499
1726,2.0,5.0,1.0,3.0,2.0,0.0,621.529
1727,2.0,5.0,2.0,1.0,3.0,0.0,525.003
1728,2.0,5.0,1.0,2.0,2.0,1.0,593.1859999999999
1729,2.0,5.0,1.0,2.0,3.0,0.0,532.086
1730,1.0,2.0,1.0,1.0,2.0,1.0,297.103
1731,2.0,5.0,1.0,2.0,3.0,0.0,532.086
1732,2.0,5.0,2.0,2.0,0.0,1.0,694.156
1733,1.0,4.0,1.0,2.0,0.0,2.0,583.646
1734,2.0,5.0,1.0,2.0,2.0,1.0,593.1859999999999
1735,1.0,0.0,1.0,1.0,0.0,1.0,198.323
1736,1.0,2.0,1.0,2.0,1.0,2.0,429.036
1737,2.0,2.0,1.0,1.0,2.0,2.0,360.843
1738,2.0,5.0,2.0,3.0,3.0,2.0,751.649
1739,2.0,0.0,1.0,3.0,2.0,1.0,324.019
1740,2.0,0.0,1.0,3.0,2.0,1.0,324.019
1741,2.0,5.0,2.0,2.0,3.0,1.0,638.326
1742,1.0,1.0,1.0,3.0,2.0,1.0,370.769
1743,2.0,1.0,1.0,2.0,2.0,3.0,406.16600000000005
1744,2.0,5.0,2.0,3.0,2.0,3.0,812.749
1745,2.0,0.0,2.0,1.0,2.0,0.0,203.613
1746,2.0,5.0,2.0,2.0,3.0,2.0,680.816
1747,1.0,2.0,1.0,3.0,2.0,0.0,396.279
1748,1.0,1.0,2.0,1.0,3.0,2.0,316.733
1749,2.0,4.0,1.0,2.0,2.0,3.0,610.1659999999999
1750,1.0,5.0,2.0,2.0,0.0,1.0,672.906
1751,1.0,5.0,1.0,2.0,1.0,1.0,590.546
1752,2.0,0.0,2.0,2.0,2.0,3.0,401.91600000000005
1753,2.0,0.0,1.0,1.0,2.0,2.0,224.84300000000002
1754,1.0,2.0,1.0,3.0,3.0,1.0,420.159
1755,1.0,3.0,2.0,2.0,2.0,0.0,457.19599999999997
1756,1.0,0.0,1.0,1.0,2.0,2.0,203.59300000000002
1757,2.0,2.0,2.0,3.0,3.0,1.0,505.159
1758,1.0,1.0,2.0,1.0,2.0,1.0,292.853
1759,1.0,1.0,2.0,3.0,1.0,0.0,410.639
1760,2.0,3.0,1.0,2.0,2.0,1.0,457.186
1761,2.0,0.0,1.0,2.0,2.0,1.0,253.186
1762,2.0,5.0,2.0,2.0,2.0,1.0,656.9359999999999
1763,2.0,5.0,1.0,2.0,0.0,3.0,715.386
1764,1.0,5.0,1.0,2.0,3.0,0.0,510.836
1765,1.0,3.0,1.0,3.0,3.0,1.0,488.159
1766,2.0,3.0,1.0,1.0,0.0,2.0,466.063
1767,2.0,5.0,1.0,2.0,2.0,1.0,593.1859999999999
1768,1.0,5.0,1.0,2.0,2.0,1.0,571.9359999999999
1769,2.0,5.0,2.0,1.0,3.0,3.0,652.4730000000001
1770,2.0,5.0,1.0,2.0,2.0,3.0,678.1659999999999
1771,2.0,4.0,1.0,3.0,3.0,1.0,577.409
1772,2.0,3.0,1.0,1.0,3.0,1.0,367.74300000000005
1773,2.0,1.0,2.0,3.0,2.0,0.0,413.279
1774,1.0,5.0,1.0,2.0,2.0,2.0,614.4259999999999
1775,2.0,4.0,2.0,3.0,0.0,1.0,696.989
1776,2.0,5.0,2.0,3.0,3.0,1.0,709.159
1777,2.0,5.0,2.0,2.0,2.0,2.0,699.4259999999999
1778,2.0,5.0,1.0,2.0,1.0,1.0,611.796
1779,2.0,3.0,1.0,3.0,2.0,1.0,528.019
1780,2.0,5.0,2.0,2.0,0.0,3.0,779.136
1781,1.0,2.0,2.0,3.0,2.0,1.0,502.519
1782,1.0,5.0,2.0,3.0,2.0,2.0,749.009
1783,2.0,2.0,2.0,1.0,3.0,3.0,448.47300000000007
1784,2.0,2.0,1.0,2.0,2.0,1.0,389.18600000000004
1785,2.0,4.0,1.0,3.0,3.0,1.0,577.409
1786,2.0,3.0,1.0,1.0,1.0,1.0,404.96299999999997
1787,2.0,5.0,1.0,2.0,2.0,3.0,678.1659999999999
1788,2.0,5.0,1.0,2.0,1.0,2.0,654.2860000000001
1789,2.0,2.0,1.0,3.0,0.0,1.0,497.23900000000003
1790,1.0,5.0,1.0,2.0,0.0,3.0,694.136
1791,2.0,3.0,1.0,1.0,2.0,1.0,386.35299999999995
1792,1.0,5.0,2.0,1.0,3.0,2.0,588.7330000000001
1793,1.0,5.0,2.0,2.0,2.0,3.0,720.6659999999999
1794,1.0,5.0,1.0,3.0,2.0,0.0,600.279
1795,1.0,5.0,2.0,2.0,3.0,3.0,702.056
1796,2.0,5.0,1.0,2.0,3.0,2.0,617.066
1797,1.0,5.0,2.0,3.0,2.0,0.0,664.029
1798,2.0,5.0,2.0,3.0,0.0,1.0,764.989
1799,2.0,0.0,1.0,3.0,0.0,1.0,361.23900000000003
1800,1.0,4.0,1.0,2.0,3.0,2.0,527.816
1801,2.0,2.0,2.0,3.0,2.0,3.0,608.749
1802,1.0,2.0,1.0,3.0,2.0,1.0,438.769
1803,2.0,1.0,2.0,3.0,0.0,3.0,577.969
1804,2.0,5.0,1.0,2.0,0.0,2.0,672.896
1805,2.0,4.0,2.0,3.0,2.0,3.0,744.749
1806,2.0,2.0,2.0,3.0,0.0,0.0,518.499
1807,1.0,5.0,2.0,2.0,2.0,1.0,635.6859999999999
1808,1.0,3.0,1.0,3.0,0.0,1.0,543.989
1809,1.0,0.0,2.0,2.0,3.0,0.0,234.586
1810,2.0,3.0,1.0,2.0,3.0,2.0,481.06600000000003
1811,1.0,5.0,1.0,1.0,3.0,2.0,524.9830000000001
1812,1.0,0.0,1.0,2.0,3.0,1.0,213.32600000000002
1813,1.0,5.0,1.0,1.0,1.0,1.0,519.713
1814,2.0,5.0,1.0,2.0,0.0,3.0,715.386
1815,1.0,5.0,1.0,1.0,2.0,0.0,458.61299999999994
1816,2.0,5.0,1.0,1.0,0.0,1.0,559.573
1817,1.0,5.0,1.0,2.0,0.0,1.0,609.156
1818,2.0,5.0,1.0,3.0,3.0,2.0,687.899
1819,2.0,1.0,1.0,2.0,3.0,1.0,302.576
1820,2.0,5.0,2.0,3.0,3.0,1.0,709.159
1821,2.0,5.0,1.0,1.0,3.0,1.0,503.74300000000005
1822,1.0,3.0,2.0,3.0,1.0,1.0,589.129
1823,1.0,1.0,1.0,3.0,2.0,3.0,455.749
1824,2.0,0.0,1.0,3.0,1.0,3.0,427.60900000000004
1825,2.0,1.0,1.0,1.0,3.0,3.0,316.72299999999996
1826,2.0,4.0,1.0,2.0,0.0,1.0,562.406
1827,1.0,5.0,1.0,2.0,0.0,3.0,694.136
1828,1.0,5.0,2.0,2.0,3.0,0.0,574.586
1829,2.0,2.0,1.0,3.0,2.0,1.0,460.019
1830,2.0,5.0,2.0,2.0,1.0,1.0,675.546
1831,1.0,5.0,1.0,2.0,3.0,2.0,595.816
1832,2.0,3.0,1.0,2.0,2.0,1.0,457.186
1833,2.0,5.0,2.0,2.0,2.0,3.0,741.9159999999999
1834,2.0,5.0,2.0,2.0,2.0,0.0,614.4459999999999
1835,1.0,3.0,2.0,2.0,2.0,3.0,584.6659999999999
1836,2.0,5.0,1.0,3.0,2.0,0.0,621.529
1837,2.0,4.0,1.0,3.0,2.0,0.0,553.529
1838,2.0,5.0,1.0,3.0,2.0,2.0,706.509
1839,2.0,3.0,1.0,1.0,2.0,1.0,386.35299999999995
1840,2.0,1.0,1.0,3.0,2.0,3.0,476.999
1841,2.0,4.0,2.0,3.0,2.0,2.0,702.259
1842,2.0,5.0,1.0,3.0,0.0,0.0,658.749
1843,2.0,1.0,1.0,3.0,3.0,3.0,458.389
1844,2.0,2.0,1.0,3.0,3.0,0.0,398.919
1845,1.0,0.0,2.0,1.0,2.0,3.0,309.83299999999997
1846,1.0,5.0,1.0,3.0,0.0,2.0,722.479
1847,2.0,4.0,1.0,2.0,2.0,1.0,525.1859999999999
1848,1.0,5.0,1.0,2.0,2.0,0.0,529.4459999999999
1849,2.0,5.0,1.0,3.0,3.0,1.0,645.409
1850,2.0,0.0,1.0,2.0,2.0,2.0,295.676
1851,2.0,5.0,1.0,1.0,1.0,0.0,498.47299999999996
1852,1.0,5.0,2.0,1.0,2.0,3.0,649.833
1853,1.0,5.0,1.0,1.0,2.0,1.0,501.10299999999995
1854,1.0,0.0,2.0,2.0,2.0,3.0,380.666
1855,2.0,5.0,1.0,2.0,3.0,3.0,659.556
1856,2.0,3.0,1.0,2.0,3.0,0.0,396.086
1857,2.0,1.0,1.0,1.0,1.0,1.0,268.96299999999997
1858,2.0,0.0,1.0,3.0,0.0,1.0,361.23900000000003
1859,2.0,2.0,1.0,3.0,2.0,0.0,417.529
1860,1.0,5.0,1.0,3.0,2.0,2.0,685.259
1861,1.0,5.0,1.0,2.0,2.0,2.0,614.4259999999999
1862,2.0,5.0,2.0,1.0,3.0,3.0,652.4730000000001
1863,2.0,1.0,2.0,3.0,3.0,1.0,437.159
1864,1.0,4.0,1.0,3.0,2.0,3.0,659.749
1865,2.0,0.0,1.0,1.0,3.0,3.0,248.723
1866,2.0,5.0,1.0,3.0,3.0,3.0,730.389
1867,2.0,3.0,2.0,3.0,2.0,0.0,549.279
1868,1.0,5.0,2.0,3.0,1.0,1.0,725.129
1869,1.0,1.0,1.0,3.0,2.0,3.0,455.749
1870,1.0,2.0,2.0,2.0,0.0,2.0,511.396
1871,1.0,0.0,1.0,2.0,1.0,3.0,335.52599999999995
1872,2.0,4.0,1.0,3.0,2.0,1.0,596.019
1873,2.0,5.0,2.0,3.0,3.0,3.0,794.139
1874,2.0,5.0,1.0,3.0,3.0,1.0,645.409
1875,2.0,4.0,2.0,2.0,2.0,0.0,546.4459999999999
1876,2.0,5.0,1.0,2.0,0.0,1.0,630.406
1877,2.0,5.0,1.0,3.0,3.0,1.0,645.409
1878,1.0,0.0,1.0,3.0,3.0,1.0,284.159
1879,1.0,1.0,1.0,3.0,2.0,3.0,455.749
1880,2.0,2.0,2.0,2.0,2.0,2.0,495.426
1881,1.0,5.0,2.0,1.0,0.0,0.0,559.583
1882,2.0,0.0,1.0,3.0,3.0,1.0,305.409
1883,2.0,5.0,1.0,1.0,0.0,1.0,559.573
1884,1.0,5.0,2.0,3.0,2.0,1.0,706.519
1885,2.0,5.0,1.0,2.0,2.0,0.0,550.6959999999999
1886,2.0,2.0,1.0,2.0,2.0,2.0,431.67600000000004
1887,2.0,5.0,1.0,2.0,2.0,2.0,635.6759999999999
1888,1.0,1.0,1.0,2.0,1.0,3.0,403.52599999999995
1889,2.0,5.0,2.0,2.0,0.0,3.0,779.136
1890,2.0,0.0,2.0,3.0,3.0,0.0,326.669
1891,2.0,5.0,1.0,2.0,2.0,1.0,593.1859999999999
1892,2.0,5.0,1.0,1.0,2.0,2.0,564.843
1893,2.0,3.0,2.0,3.0,3.0,1.0,573.159
1894,2.0,5.0,1.0,2.0,2.0,1.0,593.1859999999999
1895,1.0,3.0,1.0,3.0,3.0,1.0,488.159
1896,2.0,5.0,2.0,3.0,0.0,1.0,764.989
1897,1.0,0.0,1.0,3.0,2.0,2.0,345.259
1898,2.0,5.0,1.0,3.0,2.0,3.0,748.999
1899,1.0,2.0,1.0,3.0,3.0,1.0,420.159
1900,1.0,0.0,1.0,3.0,2.0,0.0,260.279
1901,2.0,1.0,1.0,1.0,2.0,2.0,292.843
1902,2.0,0.0,1.0,2.0,2.0,2.0,295.676
1903,2.0,5.0,1.0,2.0,1.0,3.0,696.7760000000001
1904,2.0,5.0,1.0,3.0,3.0,3.0,730.389
1905,1.0,0.0,1.0,2.0,2.0,0.0,189.446
1906,1.0,2.0,1.0,1.0,1.0,0.0,273.22299999999996
1907,1.0,2.0,1.0,3.0,2.0,1.0,438.769
1908,1.0,4.0,2.0,2.0,2.0,0.0,525.1959999999999
1909,2.0,3.0,2.0,3.0,2.0,0.0,549.279
1910,2.0,5.0,1.0,3.0,3.0,0.0,602.919
1911,2.0,0.0,2.0,3.0,2.0,2.0,430.259
1912,2.0,0.0,1.0,1.0,2.0,0.0,139.863
1913,1.0,1.0,1.0,3.0,2.0,0.0,328.279
1914,2.0,3.0,2.0,3.0,0.0,1.0,628.989
1915,2.0,2.0,1.0,1.0,2.0,0.0,275.863
1916,1.0,5.0,1.0,3.0,2.0,1.0,642.769
1917,1.0,5.0,1.0,3.0,2.0,0.0,600.279
1918,2.0,5.0,1.0,2.0,2.0,2.0,635.6759999999999
1919,1.0,5.0,1.0,3.0,3.0,2.0,666.649
1920,1.0,1.0,1.0,2.0,0.0,2.0,379.646
1921,1.0,5.0,2.0,1.0,1.0,1.0,583.463
1922,1.0,1.0,2.0,1.0,1.0,0.0,268.97299999999996
1923,1.0,5.0,2.0,3.0,2.0,0.0,664.029
1924,2.0,5.0,1.0,3.0,3.0,2.0,687.899
1925,2.0,5.0,1.0,3.0,2.0,0.0,621.529
1926,1.0,5.0,1.0,2.0,2.0,2.0,614.4259999999999
1927,1.0,5.0,1.0,1.0,2.0,1.0,501.10299999999995
1928,2.0,0.0,2.0,2.0,3.0,3.0,383.30600000000004
1929,1.0,0.0,2.0,2.0,2.0,2.0,338.176
1930,2.0,5.0,1.0,2.0,2.0,3.0,678.1659999999999
1931,1.0,1.0,1.0,3.0,2.0,3.0,455.749
1932,2.0,5.0,1.0,1.0,2.0,2.0,564.843
1933,1.0,1.0,1.0,2.0,2.0,1.0,299.93600000000004
1934,2.0,5.0,2.0,3.0,2.0,3.0,812.749
1935,2.0,0.0,1.0,2.0,2.0,0.0,210.696
1936,1.0,5.0,1.0,3.0,3.0,1.0,624.159
1937,2.0,5.0,1.0,2.0,1.0,2.0,654.2860000000001
1938,1.0,2.0,1.0,1.0,3.0,0.0,236.00300000000001
1939,2.0,0.0,2.0,2.0,0.0,3.0,439.13599999999997
1940,2.0,5.0,1.0,1.0,2.0,2.0,564.843
1941,2.0,3.0,2.0,2.0,2.0,0.0,478.44599999999997
1942,1.0,5.0,2.0,3.0,0.0,3.0,828.719
1943,1.0,0.0,1.0,1.0,1.0,1.0,179.71300000000002
1944,1.0,0.0,1.0,2.0,3.0,1.0,213.32600000000002
1945,1.0,5.0,1.0,3.0,2.0,0.0,600.279
1946,1.0,1.0,2.0,3.0,2.0,3.0,519.499
1947,1.0,5.0,1.0,2.0,3.0,1.0,553.326
1948,2.0,5.0,1.0,1.0,3.0,1.0,503.74300000000005
1949,1.0,2.0,1.0,1.0,2.0,1.0,297.103
1950,1.0,3.0,1.0,2.0,2.0,3.0,520.916
1951,2.0,5.0,1.0,2.0,0.0,3.0,715.386
1952,2.0,5.0,1.0,2.0,0.0,2.0,672.896
1953,2.0,5.0,2.0,2.0,2.0,1.0,656.9359999999999
1954,1.0,2.0,2.0,2.0,3.0,0.0,370.586
1955,2.0,1.0,1.0,3.0,2.0,1.0,392.019
1956,2.0,5.0,1.0,2.0,2.0,0.0,550.6959999999999
1957,2.0,5.0,1.0,3.0,2.0,3.0,748.999
1958,2.0,3.0,1.0,1.0,2.0,0.0,343.86299999999994
1959,2.0,5.0,2.0,3.0,1.0,1.0,746.379
1960,2.0,5.0,1.0,3.0,3.0,0.0,602.919
1961,2.0,5.0,1.0,2.0,2.0,2.0,635.6759999999999
1962,2.0,5.0,1.0,2.0,3.0,1.0,574.576
1963,2.0,2.0,1.0,3.0,2.0,2.0,502.509
1964,2.0,4.0,1.0,1.0,1.0,1.0,472.96299999999997
1965,2.0,5.0,1.0,2.0,2.0,1.0,593.1859999999999
1966,1.0,2.0,2.0,2.0,2.0,0.0,389.196
1967,1.0,5.0,1.0,3.0,0.0,3.0,764.969
1968,2.0,0.0,1.0,3.0,3.0,2.0,347.899
1969,2.0,0.0,1.0,2.0,2.0,0.0,210.696
1970,2.0,4.0,1.0,3.0,2.0,1.0,596.019
1971,2.0,0.0,1.0,3.0,2.0,1.0,324.019
1972,1.0,5.0,2.0,2.0,2.0,0.0,593.1959999999999
1973,2.0,5.0,1.0,1.0,2.0,0.0,479.86299999999994
1974,2.0,1.0,1.0,2.0,1.0,2.0,382.286
1975,2.0,5.0,1.0,2.0,2.0,3.0,678.1659999999999
1976,1.0,5.0,1.0,3.0,3.0,1.0,624.159
1977,1.0,4.0,1.0,2.0,2.0,3.0,588.9159999999999
1978,1.0,0.0,1.0,2.0,2.0,1.0,231.936
1979,1.0,2.0,1.0,2.0,3.0,1.0,349.326
1980,2.0,3.0,1.0,2.0,3.0,1.0,438.576
1981,2.0,5.0,1.0,1.0,2.0,1.0,522.353
1982,2.0,5.0,1.0,1.0,1.0,1.0,540.963
1983,2.0,0.0,1.0,3.0,3.0,3.0,390.389
1984,2.0,1.0,2.0,3.0,2.0,1.0,455.769
1985,1.0,5.0,1.0,3.0,3.0,1.0,624.159
1986,1.0,5.0,2.0,2.0,2.0,1.0,635.6859999999999
1987,2.0,5.0,2.0,1.0,2.0,0.0,543.6129999999999
1988,2.0,5.0,1.0,2.0,0.0,0.0,587.9159999999999
1989,2.0,5.0,1.0,2.0,0.0,0.0,587.9159999999999
1990,2.0,3.0,1.0,2.0,1.0,3.0,560.776
1991,1.0,5.0,1.0,1.0,2.0,0.0,458.61299999999994
1992,2.0,2.0,1.0,2.0,2.0,2.0,431.67600000000004
1993,1.0,5.0,1.0,3.0,2.0,1.0,642.769
1994,2.0,0.0,1.0,2.0,0.0,1.0,290.406
1995,2.0,5.0,2.0,2.0,3.0,1.0,638.326
1996,1.0,0.0,2.0,3.0,3.0,3.0,432.889
1997,1.0,5.0,1.0,3.0,3.0,3.0,709.139
1998,2.0,4.0,2.0,1.0,2.0,2.0,560.593
1999,2.0,5.0,2.0,3.0,0.0,2.0,807.479
2000,2.0,4.0,2.0,1.0,0.0,1.0,555.323
2001,1.0,5.0,2.0,2.0,2.0,2.0,678.1759999999999
2002,2.0,5.0,1.0,2.0,3.0,0.0,532.086
2003,1.0,3.0,2.0,3.0,3.0,2.0,594.399
2004,2.0,5.0,1.0,1.0,3.0,1.0,503.74300000000005
2005,1.0,5.0,1.0,1.0,2.0,1.0,501.10299999999995
2006,2.0,0.0,2.0,1.0,2.0,1.0,246.103
2007,1.0,5.0,1.0,3.0,0.0,1.0,679.989
2008,1.0,5.0,1.0,1.0,2.0,0.0,458.61299999999994
2009,1.0,2.0,1.0,3.0,1.0,1.0,457.379
2010,1.0,0.0,1.0,2.0,3.0,1.0,213.32600000000002
2011,1.0,0.0,2.0,2.0,3.0,0.0,234.586
2012,1.0,5.0,2.0,3.0,2.0,0.0,664.029
2013,1.0,5.0,2.0,2.0,2.0,3.0,720.6659999999999
2014,2.0,5.0,1.0,1.0,3.0,1.0,503.74300000000005
2015,2.0,5.0,1.0,2.0,2.0,2.0,635.6759999999999
2016,2.0,1.0,1.0,2.0,1.0,2.0,382.286
2017,1.0,0.0,1.0,2.0,3.0,1.0,213.32600000000002
2018,2.0,0.0,1.0,2.0,0.0,3.0,375.38599999999997
2019,1.0,2.0,1.0,2.0,3.0,1.0,349.326
2020,1.0,2.0,1.0,3.0,0.0,3.0,560.969
2021,1.0,2.0,1.0,3.0,1.0,1.0,457.379
2022,2.0,2.0,1.0,3.0,3.0,0.0,398.919
2023,1.0,5.0,1.0,3.0,2.0,3.0,727.749
2024,1.0,3.0,1.0,2.0,2.0,2.0,478.42600000000004
2025,2.0,2.0,1.0,1.0,3.0,2.0,342.23300000000006
2026,2.0,1.0,1.0,3.0,2.0,1.0,392.019
2027,1.0,0.0,1.0,3.0,3.0,1.0,284.159
2028,1.0,3.0,1.0,3.0,2.0,0.0,464.279
2029,2.0,0.0,1.0,2.0,2.0,0.0,210.696
2030,2.0,5.0,1.0,3.0,0.0,1.0,701.239
2031,2.0,2.0,1.0,3.0,2.0,1.0,460.019
2032,2.0,0.0,2.0,2.0,0.0,3.0,439.13599999999997
2033,1.0,0.0,1.0,2.0,0.0,0.0,226.666
2034,2.0,0.0,1.0,3.0,2.0,0.0,281.529
2035,1.0,0.0,1.0,1.0,2.0,3.0,246.083
2036,1.0,4.0,2.0,3.0,3.0,0.0,577.419
2037,2.0,0.0,1.0,3.0,3.0,1.0,305.409
2038,2.0,0.0,1.0,2.0,3.0,2.0,277.06600000000003
2039,1.0,5.0,1.0,3.0,3.0,2.0,666.649
2040,1.0,3.0,2.0,2.0,0.0,3.0,621.886
2041,1.0,5.0,1.0,1.0,3.0,1.0,482.49300000000005
2042,2.0,5.0,1.0,1.0,3.0,3.0,588.7230000000001
2043,2.0,5.0,1.0,3.0,3.0,3.0,730.389
2044,1.0,5.0,1.0,3.0,1.0,1.0,661.379
2045,2.0,2.0,1.0,3.0,2.0,3.0,544.999
2046,2.0,2.0,2.0,3.0,0.0,1.0,560.989
2047,2.0,5.0,1.0,2.0,2.0,1.0,593.1859999999999
2048,1.0,5.0,1.0,1.0,3.0,0.0,440.00300000000004
2049,1.0,5.0,1.0,3.0,0.0,3.0,764.969
2050,1.0,0.0,1.0,3.0,3.0,3.0,369.139
2051,1.0,5.0,2.0,2.0,2.0,0.0,593.1959999999999
2052,2.0,5.0,1.0,2.0,3.0,0.0,532.086
2053,1.0,3.0,1.0,3.0,2.0,1.0,506.769
2054,2.0,5.0,1.0,2.0,1.0,2.0,654.2860000000001
2055,2.0,1.0,1.0,2.0,1.0,1.0,339.796
2056,1.0,3.0,1.0,1.0,3.0,3.0,431.47300000000007
2057,1.0,5.0,1.0,1.0,1.0,1.0,519.713
2058,2.0,5.0,2.0,3.0,3.0,2.0,751.649
2059,1.0,0.0,2.0,3.0,1.0,0.0,342.639
2060,2.0,2.0,2.0,3.0,3.0,0.0,462.669
2061,1.0,5.0,1.0,2.0,3.0,1.0,553.326
2062,2.0,5.0,1.0,3.0,1.0,2.0,725.119
2063,1.0,3.0,1.0,3.0,2.0,3.0,591.749
2064,1.0,5.0,1.0,2.0,2.0,0.0,529.4459999999999
2065,2.0,5.0,1.0,3.0,0.0,1.0,701.239
2066,2.0,0.0,1.0,1.0,2.0,2.0,224.84300000000002
2067,1.0,5.0,2.0,2.0,2.0,3.0,720.6659999999999
2068,1.0,5.0,2.0,2.0,3.0,1.0,617.076
2069,2.0,5.0,1.0,3.0,2.0,0.0,621.529
2070,2.0,1.0,1.0,1.0,3.0,3.0,316.72299999999996
2071,2.0,3.0,1.0,3.0,3.0,1.0,509.409
2072,2.0,4.0,1.0,3.0,2.0,1.0,596.019
2073,1.0,2.0,2.0,3.0,2.0,1.0,502.519
2074,2.0,1.0,1.0,3.0,2.0,3.0,476.999
2075,1.0,3.0,1.0,2.0,2.0,0.0,393.446
2076,1.0,4.0,1.0,1.0,2.0,1.0,433.10299999999995
2077,2.0,3.0,2.0,3.0,0.0,0.0,586.499
2078,1.0,5.0,2.0,1.0,3.0,1.0,546.243
2079,2.0,5.0,1.0,3.0,2.0,1.0,664.019
2080,2.0,4.0,2.0,2.0,2.0,2.0,631.4259999999999
2081,1.0,1.0,1.0,2.0,2.0,2.0,342.42600000000004
2082,2.0,1.0,1.0,2.0,2.0,0.0,278.696
2083,2.0,1.0,1.0,3.0,2.0,2.0,434.509
2084,2.0,3.0,1.0,2.0,3.0,1.0,438.576
2085,1.0,2.0,1.0,3.0,0.0,1.0,475.98900000000003
2086,2.0,5.0,2.0,1.0,3.0,3.0,652.4730000000001
2087,2.0,5.0,2.0,3.0,1.0,1.0,746.379
2088,1.0,2.0,1.0,1.0,3.0,3.0,363.473
2089,2.0,4.0,1.0,3.0,2.0,0.0,553.529
2090,2.0,5.0,2.0,3.0,3.0,0.0,666.669
2091,2.0,3.0,1.0,3.0,1.0,3.0,631.609
2092,2.0,0.0,2.0,3.0,2.0,2.0,430.259
2093,1.0,5.0,1.0,2.0,2.0,1.0,571.9359999999999
2094,2.0,3.0,1.0,1.0,0.0,1.0,423.573
2095,2.0,3.0,1.0,3.0,2.0,3.0,612.999
2096,1.0,5.0,2.0,3.0,2.0,1.0,706.519
2097,2.0,4.0,2.0,3.0,2.0,1.0,659.769
2098,1.0,1.0,1.0,3.0,2.0,0.0,328.279
2099,1.0,5.0,2.0,2.0,2.0,2.0,678.1759999999999
2100,2.0,1.0,1.0,3.0,0.0,0.0,386.749
2101,1.0,5.0,1.0,2.0,2.0,1.0,571.9359999999999
2102,2.0,1.0,2.0,3.0,0.0,1.0,492.98900000000003
2103,2.0,0.0,2.0,3.0,1.0,1.0,406.379
2104,1.0,5.0,2.0,2.0,0.0,1.0,672.906
2105,1.0,4.0,1.0,3.0,2.0,1.0,574.769
2106,2.0,0.0,2.0,3.0,1.0,1.0,406.379
2107,1.0,5.0,1.0,2.0,2.0,3.0,656.9159999999999
2108,2.0,5.0,1.0,1.0,2.0,0.0,479.86299999999994
2109,2.0,2.0,1.0,1.0,3.0,2.0,342.23300000000006
2110,2.0,5.0,2.0,3.0,2.0,1.0,727.769
