usia,pinjaman,tenor,pemasukan,tanggungan,pekerjaan,pinjaman ke-,telat bayar,donasi
52,1600000,10,1200000,5,Guru/Dosen,4,2,5
97,500000,5,2000000,1,Pedagang,5,3,2
74,700000,10,2300000,1,Buruh,4,1,5
83,700000,6,2500000,4,Pedagang,4,1,0
47,1900000,4,5000000,1,Buruh,1,0,6
87,1000000,6,1500000,1,Buruh,4,3,10
95,1200000,16,5000000,5,Pedagang,2,2,6
91,1400000,3,4800000,5,Wirausaha,2,6,4
89,1200000,10,4600000,0,Pedagang,3,0,0
92,1400000,4,3500000,5,Pedagang,4,3,3
31,1500000,10,3000000,2,Wirausaha,5,5,0
26,1900000,10,4800000,3,Wirausaha,5,2,6
58,2500000,16,4400000,3,Wirausaha,2,3,10
83,500000,12,3500000,1,Wirausaha,3,1,10
57,1900000,5,4500000,2,Pekerja Lepas,2,4,5
68,500000,10,4400000,2,Buruh,4,0,4
89,1900000,4,1500000,3,Pedagang,3,2,5
49,500000,5,4800000,3,Buruh,1,5,10
58,2000000,5,3500000,1,Pekerja Lepas,5,3,3
50,1800000,4,2500000,1,Pedagang,2,6,3
71,1800000,6,4600000,5,Buruh,3,5,4
85,2500000,3,3000000,1,Guru/Dosen,5,6,0
98,1200000,6,3000000,1,Wirausaha,1,4,1
63,500000,16,5000000,2,Pedagang,5,3,1
64,1500000,6,1800000,1,Pekerja Lepas,2,5,5
90,1900000,10,4000000,1,Buruh,2,5,9
74,1800000,4,4500000,1,Pedagang,5,6,0
60,500000,3,4400000,1,Pedagang,2,3,10
57,1900000,12,4000000,2,Wirausaha,4,6,10
66,1400000,6,1500000,3,Buruh,3,4,8
81,1000000,4,3500000,0,Buruh,4,5,9
45,1500000,8,1500000,3,Wirausaha,2,3,10
87,1400000,4,2000000,5,Buruh,5,1,8
75,700000,20,1500000,0,Wirausaha,4,6,4
42,1200000,6,4500000,4,Pedagang,4,2,0
58,1200000,12,5000000,1,Guru/Dosen,1,5,0
44,1200000,3,4000000,4,Guru/Dosen,1,4,9
86,3000000,4,2500000,4,Wirausaha,4,6,9
58,3000000,16,5000000,5,Pekerja Lepas,1,1,5
73,1000000,4,3500000,5,Guru/Dosen,5,5,2
78,1000000,20,4400000,4,Pedagang,5,2,2
45,500000,12,2500000,1,Wirausaha,3,0,0
45,1400000,4,2300000,1,Guru/Dosen,2,1,8
48,1900000,4,5000000,3,Guru/Dosen,5,3,1
48,1400000,20,1200000,2,Pekerja Lepas,2,2,4
43,1500000,4,2500000,5,Guru/Dosen,5,6,2
51,500000,20,1200000,0,Pekerja Lepas,2,0,5
75,2500000,3,1200000,5,Wirausaha,3,6,3
65,1800000,10,1800000,0,Buruh,1,2,6
61,500000,6,5000000,5,Guru/Dosen,3,0,0
96,1200000,12,2000000,0,Guru/Dosen,3,3,9
38,1600000,4,2300000,5,Pedagang,3,3,0
92,500000,3,4600000,5,Guru/Dosen,4,1,7
76,2500000,8,2300000,5,Guru/Dosen,1,4,4
63,1600000,4,1500000,3,Wirausaha,4,0,0
49,2500000,8,4600000,2,Pekerja Lepas,5,1,6
27,1900000,8,3000000,0,Wirausaha,3,5,10
49,1600000,4,3000000,1,Guru/Dosen,2,2,6
70,1200000,20,3500000,3,Pedagang,4,4,4
62,700000,10,2300000,2,Pedagang,4,6,3
92,500000,4,1500000,0,Pekerja Lepas,3,2,0
81,1800000,3,5000000,2,Guru/Dosen,5,3,3
92,1900000,6,4600000,2,Guru/Dosen,1,6,9
55,500000,5,3000000,3,Pedagang,3,4,2
91,1400000,3,3500000,0,Buruh,4,4,3
29,3000000,20,1200000,5,Guru/Dosen,5,1,6
57,1200000,5,3500000,0,Buruh,5,5,4
76,1600000,4,5000000,4,Pekerja Lepas,4,0,3
44,3000000,16,2300000,3,Pekerja Lepas,4,0,4
96,500000,12,2500000,3,Wirausaha,4,4,4
40,700000,4,1500000,5,Pedagang,5,1,5
97,700000,6,4800000,5,Wirausaha,4,5,0
66,1600000,4,2500000,5,Pekerja Lepas,1,6,3
95,1500000,20,2500000,1,Buruh,5,0,3
50,500000,20,1500000,4,Guru/Dosen,3,0,9
42,1800000,10,4400000,2,Pedagang,1,2,10
23,1000000,16,4800000,3,Pedagang,4,4,7
43,2000000,12,3000000,5,Buruh,3,4,1
74,1200000,20,2000000,2,Pekerja Lepas,4,5,4
66,2500000,12,4500000,4,Pedagang,5,0,6
25,3000000,6,4800000,2,Pedagang,3,0,5
85,1200000,20,1500000,0,Wirausaha,3,6,2
100,1500000,16,1200000,1,Buruh,1,3,8
80,3000000,3,1200000,4,Buruh,4,5,6
71,3000000,3,1500000,0,Buruh,3,2,1
61,1800000,8,3500000,1,Pedagang,2,3,5
49,1400000,4,2000000,3,Pedagang,5,2,6
38,1200000,12,4500000,1,Pedagang,4,2,4
59,3000000,16,4000000,4,Wirausaha,4,1,5
27,3000000,4,2500000,2,Guru/Dosen,2,5,4
55,2500000,8,4800000,1,Pedagang,4,5,7
76,2000000,20,2000000,3,Pekerja Lepas,1,0,10
56,1200000,12,1500000,5,Pedagang,3,4,7
35,1500000,5,2300000,3,Wirausaha,3,5,10
63,500000,4,4800000,2,Guru/Dosen,3,1,1
75,2000000,10,4500000,5,Guru/Dosen,4,2,1
72,1600000,20,4400000,0,Pekerja Lepas,5,2,2
67,1200000,20,5000000,2,Pedagang,2,0,1
70,1200000,4,2000000,4,Pekerja Lepas,3,2,4
40,700000,8,2500000,4,Pedagang,4,3,7
64,1200000,10,2300000,1,Pedagang,4,6,8
97,500000,10,3000000,1,Wirausaha,2,5,8
79,1500000,10,4600000,4,Pedagang,1,3,4
36,1800000,4,4600000,4,Guru/Dosen,1,5,3
37,1000000,4,4800000,1,Pekerja Lepas,1,6,6
25,1200000,16,4400000,0,Wirausaha,2,4,4
58,1900000,4,4600000,1,Pedagang,1,6,10
79,1000000,5,1500000,0,Guru/Dosen,4,5,7
58,1000000,4,4000000,0,Pekerja Lepas,4,0,2
80,3000000,8,4400000,3,Pedagang,4,6,1
41,1600000,12,3500000,5,Pekerja Lepas,1,5,10
34,1200000,8,2000000,2,Buruh,4,4,0
95,1200000,4,2300000,0,Buruh,3,0,7
69,2000000,8,4000000,3,Pedagang,1,0,3
41,500000,8,3000000,5,Guru/Dosen,3,5,8
26,500000,4,1200000,5,Guru/Dosen,2,2,1
34,1400000,20,4400000,2,Pedagang,3,2,2
64,1500000,4,1800000,1,Wirausaha,5,2,4
32,1400000,4,1500000,1,Wirausaha,2,5,7
81,1400000,12,1800000,4,Buruh,5,2,10
68,1900000,16,5000000,2,Pekerja Lepas,5,3,2
40,1200000,6,3000000,5,Wirausaha,2,1,8
30,1400000,16,4500000,1,Pedagang,3,6,4
46,1600000,10,1800000,3,Wirausaha,1,0,3
43,1200000,5,4600000,1,Pedagang,4,5,9
56,1200000,4,4000000,3,Buruh,5,6,5
73,1200000,4,1800000,2,Pedagang,2,2,5
62,3000000,16,4000000,5,Wirausaha,2,6,5
63,1600000,10,3500000,0,Buruh,4,5,2
82,1600000,10,4000000,0,Guru/Dosen,1,4,2
35,1200000,12,1200000,0,Pedagang,2,6,1
54,500000,8,4000000,4,Wirausaha,2,2,10
41,1200000,4,1500000,5,Buruh,4,3,8
71,1900000,3,3000000,1,Pedagang,3,4,6
92,1200000,6,1800000,4,Buruh,5,4,6
84,1200000,5,1500000,5,Buruh,2,5,5
87,1200000,10,1200000,4,Buruh,2,5,0
68,1400000,8,1500000,2,Buruh,2,1,5
28,1200000,8,1500000,4,Pekerja Lepas,4,4,4
22,500000,5,1500000,0,Wirausaha,1,2,7
36,1600000,3,2500000,0,Pedagang,5,5,1
82,3000000,4,4000000,3,Pedagang,4,1,7
78,1800000,8,3000000,4,Pedagang,5,3,4
45,3000000,4,4500000,1,Pedagang,5,6,4
68,2500000,3,1500000,2,Wirausaha,3,0,10
34,1200000,10,1800000,0,Guru/Dosen,2,0,4
83,1400000,12,2000000,0,Pekerja Lepas,5,6,9
98,500000,16,1200000,0,Pedagang,1,6,5
28,2500000,10,4000000,4,Wirausaha,4,5,6
99,3000000,20,4800000,1,Wirausaha,4,0,1
57,1800000,4,3500000,2,Pekerja Lepas,1,6,7
36,2500000,10,2000000,3,Wirausaha,3,6,0
22,2500000,5,2000000,3,Guru/Dosen,5,3,3
37,2000000,10,3500000,1,Wirausaha,3,5,4
73,500000,10,3500000,4,Pekerja Lepas,1,2,6
82,500000,20,4000000,5,Pekerja Lepas,2,0,9
38,1800000,10,4600000,3,Buruh,2,2,1
30,700000,4,4800000,5,Wirausaha,4,4,6
43,700000,8,2300000,1,Wirausaha,4,4,3
56,1200000,20,2300000,4,Wirausaha,2,3,7
98,1200000,10,1500000,0,Pekerja Lepas,1,6,5
84,1200000,4,1200000,5,Wirausaha,1,6,4
89,1200000,4,3500000,1,Guru/Dosen,2,6,5
42,1900000,8,4000000,5,Pekerja Lepas,5,1,5
70,1400000,4,2300000,2,Guru/Dosen,5,2,2
56,1000000,20,2300000,0,Wirausaha,2,3,5
45,1000000,5,4000000,3,Pekerja Lepas,2,4,5
54,3000000,6,1500000,5,Pedagang,3,0,10
43,1200000,10,3500000,3,Wirausaha,2,1,3
38,1800000,16,3500000,4,Buruh,5,0,6
96,500000,20,5000000,0,Wirausaha,2,2,2
34,1900000,12,2500000,0,Buruh,5,6,4
95,2000000,6,1500000,5,Wirausaha,5,4,7
53,1500000,20,2500000,3,Pedagang,1,1,8
79,1800000,16,4400000,0,Pekerja Lepas,4,3,1
24,1200000,5,1500000,0,Guru/Dosen,2,5,1
34,1000000,20,1200000,4,Pekerja Lepas,2,0,4
92,1900000,5,4800000,5,Pedagang,3,0,6
39,1000000,16,3500000,2,Pekerja Lepas,2,6,5
32,2500000,3,4500000,1,Wirausaha,1,0,10
39,2500000,12,3000000,4,Pedagang,4,4,6
66,1000000,4,4800000,2,Pekerja Lepas,4,2,4
74,500000,8,1800000,4,Pedagang,3,3,5
87,1900000,6,2300000,3,Pekerja Lepas,4,0,1
59,1000000,3,4600000,2,Pekerja Lepas,4,0,9
89,1200000,5,1200000,2,Buruh,2,2,0
90,2500000,4,1500000,2,Buruh,4,0,3
92,1900000,6,5000000,3,Pedagang,1,4,5
47,3000000,8,3000000,2,Guru/Dosen,4,5,10
77,1200000,4,4000000,3,Wirausaha,2,4,5
38,2500000,10,1800000,3,Guru/Dosen,5,5,0
65,1600000,3,4400000,4,Guru/Dosen,3,5,2
43,1900000,6,4000000,4,Guru/Dosen,3,5,10
76,1200000,10,3000000,3,Guru/Dosen,4,3,4
97,500000,12,4800000,0,Guru/Dosen,2,3,8
33,1000000,4,4800000,0,Guru/Dosen,3,2,8
95,500000,20,4000000,1,Pedagang,1,4,5
60,2500000,5,1500000,1,Pedagang,4,3,2
44,1400000,10,3000000,4,Pedagang,2,0,3
72,2500000,5,2300000,4,Buruh,1,3,6
63,1600000,4,3000000,4,Pekerja Lepas,1,3,10
91,1200000,10,4800000,2,Pedagang,4,2,6
82,1200000,6,4800000,1,Wirausaha,4,3,5
66,3000000,4,4400000,2,Buruh,3,0,3
46,1800000,4,1500000,5,Buruh,5,1,8
69,1400000,8,4400000,5,Pedagang,1,6,10
96,700000,12,4400000,4,Wirausaha,5,0,4
55,1800000,6,2300000,5,Pekerja Lepas,4,2,1
62,500000,10,1200000,2,Guru/Dosen,1,3,1
86,1200000,6,1200000,5,Guru/Dosen,2,3,9
66,1900000,4,4000000,4,Pedagang,3,6,4
25,1500000,10,3500000,4,Buruh,3,3,9
20,1200000,10,1500000,4,Pedagang,1,4,10
85,700000,20,1200000,3,Guru/Dosen,4,4,10
51,1800000,8,1800000,2,Pedagang,5,4,7
75,1800000,4,2000000,5,Pedagang,3,3,8
50,1800000,8,4400000,2,Pedagang,1,1,7
31,1200000,10,5000000,5,Guru/Dosen,3,2,6
65,3000000,4,4400000,0,Buruh,3,3,3
88,2000000,16,5000000,2,Pedagang,1,0,9
92,1600000,8,4800000,4,Buruh,2,2,8
73,1200000,4,4400000,3,Pedagang,4,4,8
95,1200000,8,4800000,3,Guru/Dosen,2,6,6
40,1800000,8,3000000,2,Pekerja Lepas,3,1,0
92,1800000,16,1500000,4,Guru/Dosen,1,1,2
20,1900000,16,2500000,1,Pekerja Lepas,4,2,2
36,1000000,4,1800000,3,Pekerja Lepas,4,6,4
63,1400000,10,3500000,1,Wirausaha,3,2,7
31,1200000,12,1500000,3,Pedagang,4,2,5
77,1000000,16,1200000,4,Pedagang,3,0,9
52,1800000,4,2500000,1,Pedagang,1,2,7
76,1000000,3,4600000,1,Pedagang,3,5,3
53,2500000,16,2500000,3,Buruh,5,4,7
62,3000000,10,2000000,1,Pekerja Lepas,5,5,3
80,1900000,4,2300000,2,Pedagang,5,5,1
88,1200000,5,3000000,2,Wirausaha,2,4,0
21,1200000,16,2000000,3,Guru/Dosen,3,3,8
55,2500000,5,3000000,2,Buruh,5,6,5
93,500000,8,4400000,0,Pedagang,5,4,6
41,500000,10,4600000,1,Pekerja Lepas,5,6,0
59,1400000,10,4800000,5,Pedagang,5,6,9
58,1200000,4,1800000,2,Guru/Dosen,2,0,9
80,3000000,4,4400000,4,Pekerja Lepas,2,6,2
76,3000000,4,3000000,0,Pedagang,2,3,1
23,1200000,3,4000000,3,Wirausaha,4,5,0
32,1200000,16,4800000,5,Buruh,5,5,5
22,2500000,12,2500000,2,Pedagang,3,0,1
58,1900000,6,2000000,2,Wirausaha,4,1,6
76,1400000,8,4600000,1,Wirausaha,1,6,8
98,1800000,16,1800000,5,Pedagang,1,6,1
92,1000000,8,5000000,2,Buruh,5,0,2
97,1000000,4,2500000,2,Buruh,2,5,0
54,1200000,4,4600000,3,Wirausaha,2,2,10
83,700000,16,4600000,4,Guru/Dosen,3,4,9
73,2500000,20,4500000,3,Pedagang,2,1,2
43,1600000,4,1800000,5,Pekerja Lepas,5,5,6
80,1200000,6,1800000,2,Wirausaha,1,1,0
76,1400000,10,1200000,3,Pedagang,4,6,2
70,2000000,5,2500000,5,Pedagang,3,3,2
100,1600000,4,2500000,3,Wirausaha,5,5,8
60,1900000,6,4600000,5,Pedagang,1,3,6
39,1800000,16,4500000,3,Pekerja Lepas,4,6,0
29,500000,3,1500000,4,Buruh,1,0,0
65,2500000,20,1200000,3,Pedagang,5,1,6
67,3000000,5,4800000,3,Pekerja Lepas,3,6,7
100,3000000,20,4000000,5,Buruh,1,3,10
97,1600000,6,4400000,2,Pedagang,2,1,3
92,1900000,8,3500000,4,Guru/Dosen,1,3,5
87,1900000,16,3500000,2,Pedagang,2,0,10
69,1200000,10,1200000,0,Pekerja Lepas,4,2,3
54,1200000,10,4000000,3,Pedagang,5,4,7
42,1200000,5,4000000,2,Guru/Dosen,2,6,3
59,1200000,8,2300000,5,Pekerja Lepas,1,0,5
85,1000000,4,4800000,5,Pedagang,3,0,7
89,2500000,8,1500000,0,Guru/Dosen,2,2,5
86,1200000,20,1200000,3,Buruh,3,2,4
99,2000000,5,1200000,1,Pekerja Lepas,1,1,6
69,500000,10,4000000,5,Buruh,4,0,7
74,1800000,10,4500000,5,Pedagang,4,4,1
83,1200000,4,2000000,5,Pekerja Lepas,3,6,8
28,1400000,3,4000000,4,Guru/Dosen,5,6,6
37,2000000,8,1800000,5,Pekerja Lepas,3,6,4
22,1200000,20,5000000,1,Pekerja Lepas,2,1,5
23,1200000,8,1500000,0,Buruh,4,1,7
35,1900000,16,4000000,0,Pekerja Lepas,5,1,10
92,1200000,16,2000000,5,Wirausaha,4,4,7
91,1200000,20,1200000,4,Buruh,5,1,7
21,500000,16,2000000,2,Pedagang,5,3,4
95,1600000,6,5000000,0,Pekerja Lepas,2,5,4
45,700000,4,4600000,4,Wirausaha,3,5,7
76,1200000,16,5000000,1,Pekerja Lepas,3,4,3
65,500000,10,2300000,1,Buruh,1,5,6
65,1400000,12,3500000,2,Pedagang,2,5,10
32,2000000,3,2000000,3,Wirausaha,2,0,8
90,1200000,3,4600000,5,Pekerja Lepas,5,2,4
45,1500000,8,4500000,2,Pedagang,1,0,0
85,700000,4,4400000,0,Pedagang,3,5,7
47,1600000,10,5000000,4,Pedagang,3,0,2
26,3000000,8,1200000,2,Buruh,4,4,8
43,1500000,3,2300000,2,Pekerja Lepas,1,1,10
48,1200000,3,1200000,4,Pekerja Lepas,4,0,7
39,1200000,6,2300000,4,Buruh,3,4,0
25,1200000,3,1500000,4,Wirausaha,5,2,1
65,1200000,10,1500000,2,Pedagang,2,1,5
46,500000,12,4400000,0,Guru/Dosen,3,2,0
64,1200000,16,3000000,3,Guru/Dosen,1,5,8
55,1600000,4,4500000,1,Pekerja Lepas,2,1,2
49,1500000,10,2000000,2,Pekerja Lepas,5,2,1
64,500000,10,4000000,1,Buruh,5,4,9
66,1400000,10,1200000,5,Guru/Dosen,2,6,7
32,1500000,3,2300000,1,Guru/Dosen,1,3,8
65,1200000,8,4500000,4,Pedagang,1,2,7
45,500000,5,2500000,5,Pedagang,1,5,0
33,2500000,4,3500000,1,Pedagang,1,4,4
98,1800000,4,4500000,0,Pekerja Lepas,3,0,5
90,2500000,3,4600000,5,Pedagang,4,4,2
83,1200000,6,5000000,5,Pedagang,1,2,9
72,2000000,5,1500000,4,Pekerja Lepas,2,6,3
97,1200000,10,4000000,5,Pedagang,2,6,2
90,1200000,12,4400000,5,Buruh,3,3,10
76,1200000,10,3000000,4,Pekerja Lepas,1,5,0
49,1900000,12,1800000,2,Pedagang,3,5,6
91,1200000,10,1500000,4,Pedagang,4,1,3
39,3000000,6,2500000,5,Wirausaha,2,2,10
45,3000000,4,4400000,0,Wirausaha,5,2,1
52,700000,12,3000000,1,Pedagang,5,6,6
39,2500000,20,4800000,1,Pekerja Lepas,1,4,1
72,1800000,12,2300000,5,Pekerja Lepas,2,4,5
51,1000000,10,5000000,0,Buruh,3,2,8
33,1000000,6,4400000,3,Pedagang,2,5,7
57,2000000,10,3500000,0,Pekerja Lepas,4,2,3
92,500000,6,1500000,3,Buruh,2,4,7
72,1500000,8,4600000,0,Guru/Dosen,1,1,3
85,1900000,3,1200000,5,Guru/Dosen,5,0,8
97,500000,16,4000000,1,Pedagang,5,5,2
29,1800000,16,4800000,1,Pedagang,2,1,2
36,500000,12,4600000,1,Pedagang,1,4,4
73,3000000,20,4400000,3,Wirausaha,5,1,5
100,1200000,20,4400000,3,Pekerja Lepas,2,0,10
24,1400000,5,1800000,3,Pekerja Lepas,1,2,10
91,1400000,16,3500000,1,Pedagang,4,3,4
87,1400000,3,3500000,5,Pekerja Lepas,1,1,2
50,1200000,10,3000000,4,Buruh,5,1,1
79,1200000,6,4000000,1,Pedagang,2,5,1
76,2500000,10,3500000,0,Buruh,4,1,2
100,500000,3,1200000,3,Buruh,3,1,6
75,2000000,3,1500000,0,Guru/Dosen,1,5,5
87,1400000,10,1500000,1,Buruh,1,2,3
20,500000,4,4500000,3,Wirausaha,3,3,6
72,1200000,6,1200000,0,Pedagang,1,5,4
22,1600000,5,4800000,0,Wirausaha,4,2,7
34,1000000,20,2000000,2,Pekerja Lepas,3,0,6
64,1200000,16,4800000,2,Pedagang,4,1,7
20,3000000,4,4600000,2,Buruh,3,1,6
36,1400000,4,2500000,5,Pekerja Lepas,4,5,5
81,1400000,3,2500000,2,Guru/Dosen,4,2,4
75,2500000,20,4600000,5,Wirausaha,2,5,2
97,1800000,5,3500000,2,Buruh,1,6,4
50,1000000,12,5000000,1,Pedagang,2,3,0
81,1800000,8,2500000,4,Pedagang,3,2,4
98,1200000,8,1200000,1,Wirausaha,2,5,1
56,1200000,20,3500000,4,Wirausaha,4,5,6
48,1200000,5,5000000,5,Pedagang,2,1,9
73,1200000,20,2300000,5,Pedagang,2,2,7
45,3000000,8,3000000,2,Pedagang,2,6,6
53,1600000,6,4400000,4,Wirausaha,5,4,7
83,1600000,10,4000000,5,Wirausaha,5,1,10
87,3000000,20,4400000,2,Pedagang,1,4,5
23,2000000,20,2500000,1,Wirausaha,5,5,1
34,1200000,5,1800000,3,Wirausaha,3,0,10
88,500000,12,1200000,4,Guru/Dosen,2,6,9
54,1200000,8,2300000,1,Buruh,1,5,5
30,1900000,4,2500000,1,Guru/Dosen,3,5,1
91,1600000,12,3000000,5,Buruh,2,2,3
97,1000000,3,4800000,0,Pekerja Lepas,3,2,1
39,1800000,10,2300000,1,Wirausaha,2,2,3
28,1200000,8,2500000,1,Buruh,4,6,0
72,3000000,4,2000000,1,Buruh,1,2,6
64,1500000,10,2500000,2,Wirausaha,4,3,4
99,500000,12,4000000,4,Wirausaha,2,2,7
24,500000,10,4000000,0,Pedagang,3,3,2
90,500000,4,1800000,0,Buruh,5,0,6
33,1200000,12,1200000,1,Pedagang,4,4,4
30,1200000,6,3500000,4,Pedagang,5,4,9
76,1000000,12,3500000,1,Pekerja Lepas,5,0,3
90,700000,6,1200000,5,Buruh,4,0,2
43,700000,20,3000000,4,Wirausaha,1,3,5
74,700000,16,4400000,5,Buruh,1,0,1
41,2000000,4,5000000,4,Pekerja Lepas,2,2,4
38,1500000,20,2000000,1,Wirausaha,5,5,0
85,1500000,16,3000000,1,Wirausaha,2,6,9
49,2000000,12,3500000,3,Pedagang,2,0,0
56,1600000,10,5000000,4,Wirausaha,3,5,6
55,700000,4,1200000,4,Buruh,1,2,10
48,1400000,10,2000000,0,Pedagang,4,0,4
83,500000,5,4800000,2,Pedagang,1,0,10
79,1800000,6,4000000,0,Guru/Dosen,4,6,4
39,1200000,6,1800000,0,Wirausaha,2,5,0
28,1400000,5,4000000,3,Pedagang,5,1,8
61,1900000,16,4000000,1,Buruh,1,0,10
20,500000,6,5000000,4,Pekerja Lepas,1,1,10
34,1000000,4,5000000,1,Pekerja Lepas,1,1,4
35,2000000,20,5000000,4,Pedagang,5,0,9
90,1900000,8,4400000,2,Wirausaha,4,2,2
43,1200000,8,1500000,5,Pedagang,4,0,6
60,2000000,4,2300000,0,Buruh,3,1,1
22,1800000,4,1800000,5,Wirausaha,4,5,9
33,1400000,4,1200000,2,Pedagang,4,4,2
24,700000,12,1800000,5,Pedagang,5,2,3
99,1500000,5,4000000,2,Pekerja Lepas,4,6,2
90,500000,3,4600000,2,Pedagang,4,6,7
38,2000000,4,1500000,4,Pekerja Lepas,4,2,10
91,1200000,5,2500000,1,Pekerja Lepas,2,5,9
34,1800000,8,4800000,3,Guru/Dosen,2,6,6
83,1800000,5,4000000,3,Pedagang,3,0,4
22,500000,4,2500000,0,Guru/Dosen,1,3,9
79,1200000,12,4800000,0,Pedagang,3,5,8
45,2000000,12,2000000,0,Guru/Dosen,3,1,6
58,3000000,4,2000000,4,Pedagang,1,5,1
69,1600000,3,4800000,1,Pedagang,5,3,0
36,1200000,20,4000000,3,Pekerja Lepas,2,6,8
85,3000000,16,4000000,2,Guru/Dosen,5,0,3
46,1900000,6,4000000,5,Wirausaha,3,1,6
22,1500000,3,1500000,5,Wirausaha,4,0,5
39,1400000,4,4400000,3,Guru/Dosen,5,0,9
88,1200000,10,1800000,5,Buruh,4,4,4
38,1900000,5,3500000,4,Pekerja Lepas,2,5,6
21,1200000,4,4500000,3,Wirausaha,1,3,1
67,2500000,12,4500000,2,Guru/Dosen,4,1,10
50,500000,16,3000000,1,Guru/Dosen,2,6,7
90,1500000,12,2300000,4,Wirausaha,4,3,8
47,1200000,3,2000000,3,Buruh,4,1,3
47,1500000,16,4500000,5,Wirausaha,3,0,1
28,1200000,8,1500000,0,Buruh,3,0,5
51,1000000,20,3500000,5,Pekerja Lepas,1,6,9
30,1600000,3,4500000,5,Pedagang,4,1,4
38,1200000,10,4500000,3,Guru/Dosen,2,1,0
64,1200000,16,1500000,0,Guru/Dosen,2,3,6
51,2000000,3,3000000,3,Pekerja Lepas,4,5,0
37,1600000,20,4400000,1,Pedagang,3,4,6
20,1200000,16,2000000,0,Pekerja Lepas,5,5,8
100,1200000,8,4000000,4,Buruh,2,6,9
90,1200000,5,4800000,0,Pedagang,1,5,9
86,1500000,4,5000000,5,Pekerja Lepas,5,4,1
89,1200000,6,4400000,3,Guru/Dosen,1,5,8
46,500000,16,2500000,1,Buruh,3,4,10
46,1200000,12,1800000,2,Buruh,3,1,5
88,1800000,8,4500000,2,Wirausaha,1,1,3
63,1400000,4,3000000,1,Buruh,3,0,4
79,1000000,3,4600000,2,Guru/Dosen,1,5,7
42,1500000,6,3000000,4,Pekerja Lepas,5,1,5
88,500000,20,2500000,3,Pekerja Lepas,1,1,9
55,1200000,10,3000000,1,Buruh,2,1,6
48,1400000,10,4000000,0,Pedagang,5,2,2
41,1500000,4,1200000,0,Pekerja Lepas,5,1,9
82,700000,5,5000000,2,Pedagang,4,1,7
83,1900000,16,3000000,4,Guru/Dosen,4,1,1
51,1400000,20,2500000,5,Pedagang,2,4,2
92,1600000,20,4600000,5,Pedagang,2,0,4
44,2000000,3,3000000,2,Pedagang,1,2,0
71,500000,8,3000000,3,Guru/Dosen,2,6,3
78,1500000,10,2300000,4,Wirausaha,2,2,2
38,700000,12,1200000,4,Pedagang,2,1,3
61,1900000,16,4800000,1,Pedagang,3,5,10
50,1000000,4,3000000,1,Pedagang,1,4,5
39,1900000,16,4400000,3,Pedagang,2,0,3
63,500000,12,4400000,2,Buruh,2,5,9
95,1500000,8,5000000,0,Pedagang,5,5,1
27,3000000,3,2300000,4,Pedagang,4,2,7
21,500000,16,2500000,2,Wirausaha,1,3,6
82,1400000,12,2000000,5,Guru/Dosen,3,6,4
53,1500000,20,4400000,2,Buruh,3,1,8
24,1200000,5,1500000,1,Pekerja Lepas,3,4,10
61,1400000,8,4400000,3,Wirausaha,5,1,1
77,1400000,6,1200000,1,Pekerja Lepas,4,4,3
29,1200000,20,1200000,2,Wirausaha,1,0,8
71,500000,4,2300000,5,Wirausaha,2,1,6
98,700000,10,1200000,1,Pedagang,3,5,3
30,700000,4,2000000,5,Guru/Dosen,5,4,9
95,2000000,10,2500000,3,Pedagang,4,4,5
59,2000000,10,4800000,4,Guru/Dosen,3,0,4
40,700000,8,2300000,0,Pekerja Lepas,2,3,9
30,2000000,16,4500000,0,Pedagang,5,3,0
23,1500000,10,4600000,2,Guru/Dosen,1,6,0
34,1200000,3,1200000,4,Pedagang,2,3,5
82,500000,8,4000000,1,Wirausaha,2,5,0
95,1000000,20,4600000,2,Wirausaha,2,2,3
88,1200000,20,3500000,3,Buruh,1,4,4
42,1500000,6,2300000,5,Buruh,3,4,5
55,1400000,20,4000000,0,Guru/Dosen,1,5,5
72,1500000,3,4600000,1,Guru/Dosen,4,4,8
69,1600000,20,4400000,3,Guru/Dosen,3,6,5
79,1500000,6,3000000,1,Buruh,1,2,2
43,3000000,8,1200000,1,Guru/Dosen,3,0,8
59,1000000,10,4500000,0,Wirausaha,3,5,3
24,1000000,12,1200000,1,Pedagang,1,5,0
90,500000,5,3500000,1,Pedagang,3,0,0
61,1800000,6,4800000,5,Wirausaha,3,2,7
47,2000000,16,4500000,3,Guru/Dosen,2,5,4
95,700000,4,1800000,1,Guru/Dosen,2,0,4
84,1800000,8,4600000,4,Guru/Dosen,1,4,3
49,500000,10,4600000,4,Pedagang,3,0,2
59,500000,3,4400000,1,Pekerja Lepas,1,5,6
22,1900000,4,4800000,3,Pekerja Lepas,5,6,8
77,500000,12,4600000,3,Pedagang,4,4,5
96,1200000,3,2300000,1,Guru/Dosen,1,6,5
96,2500000,8,4400000,4,Wirausaha,3,3,4
58,1200000,8,5000000,3,Pekerja Lepas,3,4,10
44,1600000,5,4000000,3,Pekerja Lepas,3,2,9
24,2500000,10,3500000,5,Wirausaha,2,1,6
67,2000000,20,4500000,5,Wirausaha,3,5,1
25,1600000,4,3500000,1,Wirausaha,4,6,3
87,500000,12,1800000,2,Pekerja Lepas,3,3,8
69,500000,12,4400000,3,Buruh,1,5,0
37,1600000,16,1800000,3,Pekerja Lepas,1,3,5
