usia,pinjaman,tenor,pemasukan,tanggungan,pekerjaan,pinjaman ke,telat bayar,donasi,score
2,2500000,10,2000000,4,2,3,1,2,477.989
1,500000,4,2300000,4,1,2,2,4,417.646
2,2500000,8,5000000,4,2,3,2,9,819.969
1,3000000,4,2300000,4,1,3,2,0,267.499
2,2500000,3,1200000,5,2,1,2,10,338.303
2,1400000,4,4400000,5,1,3,2,9,688.219
2,700000,8,1500000,3,2,3,3,10,532.969
1,1800000,8,4500000,4,1,2,3,8,649.136
1,1200000,5,2000000,1,1,3,3,9,515.969
2,1200000,12,4800000,4,1,2,2,6,685.386
1,1400000,12,4500000,4,1,1,2,9,593.303
1,2500000,12,4000000,5,1,3,3,10,719.969
1,1400000,20,4400000,5,1,2,0,3,609.156
1,2500000,3,4000000,4,1,3,2,2,309.989
2,1200000,12,4600000,1,1,3,2,5,713.729
2,700000,16,3500000,4,1,3,2,3,671.239
1,1200000,12,3500000,3,1,2,3,4,606.646
1,1200000,4,4800000,2,2,2,2,10,727.886
1,1500000,8,3500000,3,2,2,2,5,685.396
1,1400000,4,2300000,0,2,3,0,10,624.719
2,3000000,4,4800000,2,1,2,2,9,549.386
2,1000000,5,2300000,2,1,2,3,2,381.406
1,1000000,4,4600000,0,1,3,2,3,649.989
2,1800000,4,2500000,5,1,3,2,7,416.219
2,500000,4,4800000,1,2,3,2,6,819.969
2,3000000,20,4500000,3,2,3,3,4,762.479
2,1600000,4,4000000,5,1,2,0,0,451.916
1,1500000,10,3000000,2,1,3,2,8,666.969
1,500000,4,4600000,4,2,3,3,2,698.739
1,500000,6,2500000,5,1,1,2,0,329.833
2,3000000,4,1200000,0,2,3,3,3,379.989
2,1900000,20,2000000,0,1,1,3,5,421.063
2,1900000,6,4000000,5,1,2,2,8,617.386
2,1800000,4,3000000,4,1,2,2,2,328.406
2,500000,12,4500000,0,1,1,2,9,614.553
1,1000000,5,1200000,1,1,3,3,0,252.499
2,1000000,8,1200000,5,2,3,2,6,479.969
2,1200000,10,4400000,3,1,1,3,3,514.573
2,1200000,10,4500000,2,1,2,2,5,642.896
2,1400000,8,4800000,2,1,2,3,6,670.386
2,500000,12,4500000,5,1,1,0,3,559.573
2,500000,10,3500000,1,1,2,3,0,542.916
2,2500000,16,5000000,2,1,3,0,3,701.239
1,700000,8,1500000,4,1,3,2,4,420.479
1,500000,10,4500000,5,1,3,2,7,734.969
1,3000000,4,4600000,5,1,3,2,0,403.499
2,500000,4,3000000,4,1,2,2,7,617.386
2,2500000,16,4600000,4,1,3,3,8,741.219
2,2000000,16,3500000,3,1,2,1,6,700.386
1,500000,3,4400000,1,1,2,3,7,649.136
2,500000,6,3000000,2,2,1,1,9,693.303
2,500000,16,4800000,2,2,2,1,9,764.136
2,700000,16,2000000,2,1,3,3,1,520.239
2,1500000,3,4400000,0,1,3,3,1,656.239
1,1900000,12,4800000,2,1,3,2,1,649.989
2,1400000,8,4800000,1,2,1,2,2,593.323
1,500000,4,4400000,1,2,1,3,7,642.053
1,1800000,16,4600000,0,1,2,0,9,694.136
1,1800000,10,1200000,3,1,1,0,8,283.303
1,1200000,3,1200000,5,2,2,3,3,287.906
2,700000,16,1200000,3,1,2,0,7,443.386
1,1200000,10,4600000,3,1,3,0,0,637.499
1,1900000,6,2300000,0,2,2,0,9,553.886
1,1200000,16,2500000,4,1,2,0,6,558.136
2,1400000,20,2300000,3,2,1,0,5,529.813
2,700000,12,4800000,0,1,2,2,4,642.896
2,1200000,8,2500000,4,1,3,2,4,577.729
2,1200000,4,1500000,2,2,2,3,2,309.156
1,1200000,4,4800000,1,2,2,3,2,627.906
2,500000,3,5000000,4,1,3,2,5,713.729
2,500000,16,4400000,4,1,2,3,6,670.386
1,1500000,4,2500000,0,1,3,2,4,488.479
2,1900000,20,2500000,0,1,3,1,4,660.729
1,1800000,3,4400000,1,1,3,3,6,651.969
2,1000000,4,5000000,0,2,3,3,9,804.969
2,1400000,20,3000000,3,1,2,2,4,574.896
2,3000000,10,3500000,1,1,1,3,8,531.553
1,1500000,6,1800000,5,1,2,3,8,309.136
1,1600000,5,4600000,4,1,3,2,10,734.969
2,3000000,5,4400000,4,1,1,2,6,478.553
2,1200000,8,4800000,0,1,2,1,1,615.406
2,1800000,5,4600000,5,2,1,0,0,580.833
1,1200000,16,4800000,3,2,3,2,10,798.719
2,2000000,12,4600000,2,1,3,1,2,686.239
1,2500000,6,3500000,3,1,1,1,7,472.303
2,500000,12,2300000,0,2,2,2,2,596.156
1,2500000,16,2500000,1,2,2,0,0,494.416
1,1400000,4,2000000,2,1,3,1,2,324.989
1,500000,6,2500000,4,2,3,2,4,620.229
2,1200000,8,2300000,5,1,2,2,4,438.896
2,700000,16,1800000,2,1,3,3,5,562.729
2,1200000,4,4000000,0,1,3,2,6,756.219
1,700000,12,4800000,1,1,1,1,1,523.323
1,1800000,4,3000000,4,2,1,3,1,285.073
1,1500000,12,4000000,1,1,3,2,6,734.969
2,1200000,4,4800000,4,2,2,0,6,779.136
2,1800000,4,2500000,1,1,2,3,0,270.916
1,1900000,10,3500000,2,1,2,1,7,679.136
2,1500000,8,1500000,2,1,2,3,9,398.386
2,1400000,4,3500000,0,2,2,1,9,696.136
2,1200000,4,4500000,1,1,1,2,10,614.553
1,1000000,6,3500000,5,1,1,2,4,482.813
2,700000,16,1500000,3,2,2,2,9,545.136
1,2000000,20,4500000,1,1,2,3,3,564.156
1,1800000,12,1200000,1,1,3,1,3,392.989
2,1200000,16,4500000,5,1,3,3,5,698.729
2,1400000,5,1200000,3,1,3,2,10,416.219
2,500000,6,4800000,3,1,2,2,8,685.386
1,1200000,20,4800000,5,1,2,0,2,609.156
2,1800000,4,4000000,0,1,1,0,7,576.553
2,1400000,12,4400000,2,1,1,1,9,629.553
1,1500000,10,4500000,2,1,3,3,7,719.969
1,1900000,16,1200000,2,1,3,0,9,492.969
2,1600000,5,4500000,4,1,2,2,6,685.386
1,1000000,4,1500000,0,2,1,3,10,370.053
2,1200000,3,2500000,2,1,1,3,8,327.553
2,1200000,4,5000000,1,2,3,0,2,764.989
2,500000,16,4000000,4,2,2,2,1,664.156
1,2500000,10,2500000,4,1,2,1,10,475.136
1,3000000,16,2300000,0,1,1,0,6,487.303
1,3000000,10,1200000,2,2,2,1,5,360.396
2,1500000,5,1200000,1,1,3,0,8,446.219
1,500000,10,2300000,3,1,2,3,7,513.136
1,1200000,4,1800000,3,1,2,2,2,239.156
1,1800000,16,4400000,5,1,2,3,1,564.156
1,500000,10,4500000,3,2,1,2,2,572.073
1,1200000,8,5000000,4,1,2,2,1,579.156
1,2000000,8,3500000,5,1,3,3,4,541.479
1,3000000,20,4400000,1,1,3,2,3,649.989
1,700000,3,4000000,3,1,3,1,6,749.969
1,1900000,10,4000000,2,1,2,1,7,679.136
1,1000000,4,4000000,4,1,1,2,3,508.323
2,2500000,4,4800000,5,2,3,2,5,641.479
2,2500000,12,3500000,4,1,2,3,2,517.406
1,1500000,10,1500000,3,2,2,2,9,455.886
1,2500000,8,4600000,1,1,3,2,10,734.969
2,1800000,6,4000000,4,2,1,0,9,640.303
2,3000000,10,3000000,4,1,1,2,3,325.573
1,1600000,10,1200000,0,2,1,2,9,385.053
1,1200000,4,1500000,1,1,2,1,2,254.156
2,1500000,10,1500000,2,1,3,2,6,484.219
1,2500000,12,4600000,3,2,3,3,1,698.739
2,1000000,10,2300000,5,1,1,0,10,440.553
1,1400000,20,1500000,0,1,3,2,0,403.499
2,1200000,12,2000000,2,2,2,2,9,613.136
1,500000,3,4000000,0,2,3,3,10,783.719
2,1200000,4,1800000,5,2,2,0,2,354.156
2,1200000,20,2300000,0,2,3,2,8,751.969
1,1200000,4,1200000,0,1,3,3,1,294.989
2,1000000,4,4000000,3,2,2,3,5,691.646
2,700000,5,4600000,0,1,2,0,3,630.406
2,2000000,10,3000000,1,2,2,0,2,626.156
1,3000000,6,4500000,4,1,1,0,4,512.813
1,3000000,20,3000000,3,1,3,2,2,581.989
1,1500000,4,4000000,0,1,1,2,8,593.303
2,1500000,16,1800000,4,1,3,2,4,509.729
1,1400000,4,3000000,4,1,3,0,3,475.989
1,1800000,6,1500000,5,1,2,3,9,309.136
2,1200000,12,3500000,4,1,2,2,0,557.916
2,2500000,3,3000000,0,1,1,2,5,232.063
2,500000,4,2000000,0,2,2,1,5,585.646
1,1600000,12,1800000,3,1,2,0,8,490.136
1,1400000,20,3500000,0,1,3,0,3,679.989
1,3000000,20,4800000,5,2,3,1,10,813.719
2,1200000,12,1500000,3,2,2,2,1,392.156
2,500000,4,1800000,3,1,3,2,0,424.749
2,500000,10,4600000,3,1,1,2,6,614.553
2,2000000,4,3500000,3,1,2,0,10,511.386
2,3000000,4,4800000,0,1,3,2,1,603.239
2,3000000,3,2000000,0,1,2,2,6,345.386
1,500000,16,1800000,5,1,3,2,7,530.969
2,2500000,12,1800000,3,2,3,2,5,505.479
2,1800000,12,2500000,3,1,2,2,1,464.406
2,3000000,12,2300000,0,1,1,2,3,393.573
1,1800000,10,1500000,4,1,3,2,5,352.479
2,700000,10,1800000,1,1,3,1,4,592.729
2,1200000,10,4400000,4,2,3,3,4,762.479
2,1200000,8,3000000,2,2,2,1,7,696.136
2,1900000,10,2000000,2,1,2,2,7,481.386
1,1400000,4,1500000,1,2,3,3,4,401.229
1,2500000,8,3500000,0,1,2,2,9,596.136
1,1800000,12,4800000,4,1,2,2,7,664.136
2,1900000,4,4500000,3,1,3,0,5,675.729
2,1600000,6,4600000,4,1,2,2,9,685.386
2,2000000,16,5000000,5,2,1,3,8,663.303
1,500000,4,2000000,3,1,3,3,10,515.969
1,2500000,6,4000000,0,2,3,1,9,813.719
2,1600000,3,4500000,1,1,3,3,9,673.219
1,1800000,6,2000000,0,1,1,0,8,419.303
2,1200000,8,2300000,5,1,3,3,6,537.219
1,1500000,20,2300000,2,1,3,0,6,628.969
2,2000000,20,4500000,5,1,3,2,2,671.239
2,1600000,4,3000000,2,1,2,2,4,438.896
1,1900000,8,4400000,4,2,3,2,7,798.719
1,1000000,16,1200000,2,1,2,3,8,377.136
2,1600000,8,4400000,0,2,3,3,4,762.479
2,500000,16,3500000,3,2,2,1,1,679.156
2,500000,12,2300000,1,2,1,3,3,510.323
2,1200000,10,4600000,4,1,3,1,0,643.749
1,1400000,4,5000000,3,1,3,2,8,734.969
1,1200000,4,1500000,0,1,1,3,9,238.303
2,1400000,3,4000000,1,1,3,3,3,588.239
2,500000,16,4800000,4,2,2,3,2,649.156
2,1400000,4,2300000,3,2,3,2,7,547.969
1,1000000,10,1800000,5,2,1,2,0,257.583
2,2000000,6,1500000,2,1,2,3,10,330.386
1,1200000,6,4400000,4,2,1,2,7,657.053
2,2500000,4,1200000,2,1,1,1,10,289.553
1,700000,3,4800000,0,1,1,2,1,508.323
2,1600000,10,1800000,1,1,2,1,10,496.386
2,1400000,5,1800000,3,1,2,2,3,260.406
2,500000,4,3500000,2,1,3,0,3,701.239
2,1500000,10,2500000,3,2,3,2,1,598.989
2,1800000,8,4000000,3,2,2,2,10,749.136
2,1400000,3,1200000,5,1,2,3,2,245.406
2,1900000,4,2000000,2,2,1,2,3,253.323
2,700000,20,1800000,1,1,3,0,3,565.239
2,700000,4,4800000,4,1,3,1,0,643.749
2,1000000,6,4800000,2,1,3,0,9,786.219
1,1800000,10,3000000,5,1,2,0,8,558.136
2,500000,3,3500000,5,2,2,3,5,623.646
2,700000,12,1500000,5,1,2,0,7,443.386
2,1200000,12,4000000,1,2,1,2,2,593.323
2,1900000,5,2300000,0,1,3,3,8,469.219
2,1900000,4,4000000,2,1,2,0,2,562.406
1,700000,16,4800000,0,2,3,3,1,698.739
1,500000,6,1500000,1,1,3,2,7,530.969
2,1000000,16,3500000,2,1,3,2,7,756.219
1,500000,3,4000000,4,2,1,2,2,572.073
2,1600000,10,4000000,5,1,3,2,2,671.239
1,3000000,8,4000000,4,1,2,2,9,596.136
2,2000000,20,4800000,2,1,1,3,5,557.063
2,2500000,5,2500000,0,2,1,0,9,436.303
2,500000,12,2300000,3,1,2,2,5,506.896
1,1600000,10,4000000,2,1,2,1,5,636.646
2,3000000,10,3000000,0,1,3,3,3,588.239
2,1200000,4,4600000,2,1,1,2,3,529.573
2,500000,12,4800000,3,1,2,2,2,600.406
2,1900000,10,1800000,4,1,2,2,8,413.386
2,1200000,6,4600000,5,1,2,3,10,670.386
2,1500000,4,3500000,1,2,2,2,9,681.136
1,700000,12,3500000,5,1,2,3,8,649.136
1,1400000,4,2000000,1,1,3,2,5,420.479
2,500000,8,1500000,4,1,2,3,5,355.896
1,1200000,4,4600000,2,1,1,1,2,523.323
1,1200000,3,4400000,4,2,2,2,3,574.906
2,1900000,3,2000000,2,1,2,0,10,375.386
1,3000000,6,1500000,0,1,1,2,1,168.323
2,1800000,4,3000000,0,2,2,0,3,490.156
1,500000,10,5000000,3,1,1,3,4,535.813
1,3000000,5,4600000,4,1,3,2,1,513.989
2,1000000,16,4600000,2,1,3,3,4,698.729
1,1400000,6,2000000,3,1,2,0,8,422.136
2,1500000,10,4400000,0,1,1,0,8,644.553
1,2500000,4,5000000,2,1,3,1,6,681.969
2,700000,10,1200000,0,1,2,2,2,396.406
2,1400000,4,4000000,1,1,2,1,1,615.406
1,2000000,4,4600000,4,1,2,3,1,496.156
2,500000,4,4800000,1,1,3,2,9,756.219
1,2500000,10,1500000,1,1,2,2,5,281.646
1,1600000,8,4800000,0,1,3,3,10,719.969
2,1400000,12,1500000,0,1,1,3,8,395.553
1,2500000,16,2000000,4,1,2,2,3,307.156
2,1800000,10,2300000,0,1,2,2,0,421.916
2,2000000,16,5000000,1,1,3,3,10,741.219
1,2000000,8,3500000,1,1,3,2,4,692.479
2,3000000,10,2500000,5,2,1,2,2,321.323
1,2500000,3,5000000,1,1,2,2,1,443.156
1,1000000,6,3000000,5,2,3,2,3,577.739
2,1900000,5,4400000,3,1,1,0,6,644.553
1,1500000,10,4800000,0,2,1,2,0,529.583
2,500000,20,3500000,3,2,2,3,9,734.136
2,3000000,6,1800000,1,1,1,3,4,217.063
2,1000000,6,1200000,3,2,3,1,9,494.969
2,1200000,3,2500000,2,2,2,2,7,477.136
2,1800000,4,3000000,1,1,2,1,3,411.406
1,500000,3,4500000,2,2,3,2,6,798.719
2,1200000,8,2000000,4,1,2,3,8,466.386
1,700000,20,4000000,0,2,3,3,7,783.719
2,1200000,4,4600000,3,2,3,1,7,834.969
1,1200000,12,3500000,1,2,2,1,8,742.886
2,1200000,4,2000000,0,2,2,2,3,460.156
2,2000000,6,4500000,4,1,3,0,1,701.239
2,1200000,20,4000000,2,2,2,3,8,734.136
2,500000,10,3500000,3,2,3,2,4,777.479
1,2000000,8,2300000,5,1,1,3,5,263.813
1,2000000,5,2300000,0,1,3,2,8,462.969
2,500000,8,4500000,1,1,3,2,4,713.729
2,1800000,12,3000000,5,1,3,3,7,605.219
2,1200000,16,2000000,0,1,2,1,4,521.896
2,2500000,3,3500000,0,2,2,1,10,424.136
1,1900000,5,3000000,1,2,2,0,10,621.886
2,1000000,5,5000000,1,2,3,2,2,734.989
2,1400000,8,4000000,5,1,2,2,3,600.406
2,1200000,4,4600000,1,1,2,3,1,585.406
2,1400000,8,2500000,3,1,2,2,8,549.386
1,1200000,6,4000000,4,1,2,3,7,649.136
1,1000000,10,1200000,2,1,1,3,0,178.833
2,1600000,5,4500000,0,1,3,3,6,741.219
1,1200000,6,1800000,2,1,1,3,2,221.323
2,1800000,3,2000000,1,2,3,3,7,464.969
1,2500000,3,2000000,4,1,2,3,10,309.136
1,1400000,16,4600000,4,2,3,2,2,713.739
1,500000,16,4500000,0,2,1,2,8,657.053
1,500000,6,3500000,5,1,3,2,4,692.479
1,2000000,4,4600000,4,1,1,1,9,540.303
1,1200000,16,2000000,4,1,3,3,1,430.989
2,2000000,4,2300000,0,1,1,2,8,274.553
2,1200000,6,4600000,3,1,3,0,3,701.239
2,1900000,16,4400000,5,1,1,3,7,599.553
2,2500000,20,2500000,3,1,2,3,3,449.406
1,1200000,3,2000000,1,1,2,3,8,309.136
1,700000,12,4500000,2,2,3,3,6,783.719
1,500000,20,2000000,2,2,1,0,8,551.053
2,3000000,6,2300000,0,1,2,2,3,260.406
2,700000,16,5000000,3,1,1,0,9,644.553
1,1800000,3,1800000,5,1,1,0,9,283.303
2,1200000,20,1200000,2,1,2,3,0,270.916
2,1400000,10,3500000,1,2,2,3,10,734.136
2,1500000,12,3000000,0,2,3,2,9,819.969
1,500000,3,5000000,3,1,2,3,10,649.136
2,1500000,6,5000000,1,1,3,2,10,756.219
1,500000,12,1200000,5,1,2,3,7,309.136
1,1600000,5,1200000,3,1,3,3,9,379.969
2,1200000,8,4800000,0,1,3,3,3,656.239
2,700000,20,4500000,3,1,2,1,3,615.406
2,1200000,10,2500000,4,1,2,3,2,449.406
1,2000000,12,4000000,4,1,3,1,1,664.989
2,500000,20,4800000,0,1,3,2,10,756.219
2,1000000,6,1500000,5,1,3,2,10,416.219
1,1800000,20,3500000,3,2,3,3,4,741.229
1,2000000,20,2500000,0,1,1,2,9,525.303
2,2000000,4,2500000,5,2,3,3,1,379.989
2,500000,3,2500000,3,2,2,2,5,570.646
2,1600000,20,1200000,2,1,2,2,10,413.386
1,1000000,10,1200000,2,1,3,2,2,377.989
2,2500000,12,1200000,1,1,2,3,9,330.386
1,1200000,3,1200000,2,2,3,0,3,403.739
1,1800000,16,1500000,4,1,2,2,0,264.666
1,1200000,10,5000000,3,1,2,2,9,664.136
1,500000,6,1200000,2,1,2,3,6,377.136
2,1200000,5,1500000,3,1,2,2,0,217.916
2,700000,8,4400000,2,1,3,3,5,698.729
1,500000,3,3500000,4,2,3,3,3,630.739
2,1400000,20,2000000,4,2,2,2,5,502.646
1,1500000,10,1500000,5,1,3,3,7,379.969
2,1200000,8,3000000,2,2,1,3,5,552.813
2,3000000,10,1500000,4,1,3,1,7,431.219
2,1800000,8,1500000,0,1,2,1,3,343.406
2,2500000,10,4500000,0,1,3,0,8,786.219
1,1200000,3,4800000,4,1,3,2,7,734.969
1,1900000,10,4000000,3,1,3,2,3,649.989
1,1800000,5,4500000,2,1,3,2,4,692.479
1,1200000,8,2300000,4,1,3,3,3,430.989
2,1400000,3,3000000,4,1,3,2,7,484.219
1,1200000,10,4500000,0,1,1,3,2,493.323
1,1500000,16,4600000,3,1,2,1,9,679.136
2,1200000,10,5000000,1,1,2,1,7,700.386
1,2000000,8,4600000,5,1,2,0,1,609.156
2,1000000,3,1200000,3,1,3,3,5,358.729
2,500000,3,4800000,5,2,2,3,4,691.646
2,1600000,16,1800000,5,1,2,2,3,328.406
1,1200000,5,2300000,4,1,1,2,2,236.323
2,1000000,16,4800000,3,2,3,1,7,834.969
2,1400000,20,2500000,3,1,1,2,4,436.063
2,1400000,4,4400000,5,1,3,0,10,718.219
2,500000,4,3500000,5,2,3,2,10,751.969
1,1500000,5,3000000,2,1,1,3,3,357.323
2,1900000,16,1800000,2,1,3,2,1,467.239
2,2000000,6,1800000,0,1,2,3,1,313.406
1,1800000,5,2300000,4,1,2,3,1,224.156
2,2000000,10,2000000,3,1,2,3,8,398.386
1,1800000,12,1500000,5,2,2,2,6,387.886
2,1400000,4,1500000,0,2,2,2,5,366.646
2,1200000,3,1200000,0,1,3,3,8,401.219
2,1200000,10,4600000,3,1,3,2,8,756.219
1,1600000,12,5000000,0,2,1,1,3,587.073
2,500000,5,3500000,1,2,2,3,6,734.136
1,1600000,8,4000000,5,2,2,2,8,727.886
1,1200000,8,1500000,2,1,2,3,10,377.136
1,1400000,6,1800000,3,1,3,2,9,462.969
1,700000,3,4500000,2,1,2,3,1,564.156
1,1900000,5,1500000,2,1,3,2,5,352.479
2,500000,4,2300000,1,1,2,2,2,464.406
1,1000000,20,4500000,0,2,2,2,5,685.396
2,1000000,6,2300000,1,1,1,2,2,393.573
2,1200000,6,3000000,2,2,3,2,6,751.969
2,700000,4,4000000,4,1,3,2,1,671.239
1,500000,12,4500000,2,2,3,2,4,756.229
1,500000,16,1200000,3,2,2,1,2,385.906
2,3000000,10,1800000,1,2,2,3,6,462.136
1,1800000,8,2300000,2,1,3,3,6,515.969
1,2500000,4,4800000,1,2,3,2,9,730.719
2,700000,16,2500000,3,1,3,0,9,718.219
1,1000000,8,4600000,1,2,2,2,3,642.906
2,1500000,10,4600000,1,2,3,3,3,719.989
2,1000000,8,4000000,0,2,2,2,4,706.646
1,1800000,12,2000000,3,1,3,0,0,433.499
2,1400000,12,2500000,1,2,2,1,7,696.136
2,1200000,12,5000000,1,1,3,2,8,756.219
1,1400000,5,4800000,2,1,1,1,4,565.813
2,1500000,10,4600000,3,2,2,2,10,749.136
1,500000,3,4600000,0,1,2,1,1,594.156
1,500000,8,2000000,5,1,3,2,6,530.969
2,3000000,10,4600000,5,2,2,0,0,651.666
1,1500000,10,1200000,5,1,2,3,2,224.156
1,1800000,6,4500000,3,2,2,3,1,627.906
2,1200000,3,4800000,4,1,2,2,0,557.916
2,1400000,5,5000000,5,1,2,2,5,642.896
1,2500000,20,2000000,5,2,3,3,3,426.739
1,1800000,6,3000000,3,1,3,2,0,471.499
1,1200000,10,4000000,4,1,3,3,8,719.969
2,500000,10,1500000,5,1,3,2,2,399.239
1,700000,4,4500000,3,2,3,0,5,786.229
2,2500000,3,4000000,0,1,2,0,5,400.896
1,500000,12,4400000,2,2,3,0,10,828.719
2,1000000,6,4000000,0,2,3,3,0,677.499
1,3000000,16,1500000,2,1,2,2,3,307.156
1,1200000,5,4600000,0,2,2,3,2,627.906
1,500000,8,3500000,4,2,1,2,4,614.563
1,1200000,4,4400000,1,2,2,3,1,627.906
1,1900000,8,4000000,2,2,2,2,1,642.906
1,1900000,8,4000000,5,1,2,2,3,579.156
2,1800000,20,4800000,1,1,3,3,5,698.729
2,1900000,3,4800000,0,1,2,3,8,602.386
2,1800000,6,3000000,3,1,2,3,4,491.896
2,700000,3,4400000,2,2,2,3,1,649.156
1,1500000,16,1500000,5,2,2,2,1,302.906
2,2500000,20,1800000,2,1,2,3,1,381.406
1,1200000,3,2300000,3,1,3,3,6,379.969
1,1900000,4,4600000,4,1,3,2,1,581.989
2,1900000,20,4500000,3,1,3,0,7,786.219
1,1600000,12,2000000,4,2,2,3,5,466.396
2,1200000,10,4000000,1,2,3,3,6,804.969
1,3000000,20,5000000,0,1,1,3,7,578.303
2,1600000,4,4400000,1,1,3,2,10,756.219
1,500000,4,5000000,0,1,1,3,4,535.813
2,500000,5,4500000,2,1,3,3,8,741.219
1,1500000,20,4800000,5,2,2,0,10,757.886
2,2500000,3,4000000,0,2,3,1,4,520.479
1,1600000,12,4500000,1,2,1,0,1,602.073
2,500000,6,1800000,0,1,3,2,1,535.239
2,700000,10,1500000,4,2,2,3,2,377.156
1,2000000,16,4400000,5,1,1,3,9,578.303
2,500000,12,4800000,2,2,3,2,4,777.479
1,2000000,20,2500000,5,1,3,2,1,513.989
1,1900000,10,4400000,3,1,3,2,4,692.479
1,2500000,8,4500000,1,1,1,0,6,623.303
1,2000000,10,3500000,0,1,2,2,4,621.646
1,1800000,8,3500000,2,1,2,2,7,664.136
1,1200000,3,3000000,2,1,1,2,0,261.833
2,500000,6,2500000,0,2,3,0,3,696.989
2,1200000,4,5000000,1,2,2,2,6,749.136
2,1200000,12,1200000,1,1,2,2,2,328.406
2,1200000,16,2300000,2,1,1,2,1,393.573
1,1000000,20,1200000,0,1,2,2,0,332.666
2,1800000,4,2000000,4,1,2,0,6,375.386
2,1200000,10,4800000,1,1,3,2,8,756.219
1,2500000,12,3500000,0,1,2,3,6,649.136
1,1600000,16,2000000,3,2,2,0,10,553.886
2,500000,3,4800000,4,1,3,2,3,671.239
2,2000000,8,2500000,2,1,2,2,9,481.386
2,1800000,20,4800000,1,1,3,1,10,771.219
1,700000,16,1800000,4,2,3,2,0,467.249
2,1500000,12,3000000,1,2,2,2,0,621.666
2,1900000,8,3000000,4,2,3,0,5,671.479
2,2500000,20,3500000,0,2,3,2,4,777.479
1,500000,4,2500000,1,2,2,0,10,689.886
2,1800000,10,1200000,1,1,1,2,4,232.063
1,1900000,4,4500000,2,1,1,3,7,578.303
2,1400000,20,2500000,1,1,3,2,4,645.729
1,1600000,10,3000000,1,1,2,3,3,496.156
1,2000000,8,4500000,4,1,3,3,7,719.969
2,500000,20,3500000,4,1,3,0,4,743.729
1,1500000,4,4000000,1,1,3,0,9,764.969
2,1600000,20,4800000,0,2,3,2,2,734.989
2,1400000,10,1800000,2,1,3,0,2,497.239
1,2500000,8,4000000,1,1,1,2,1,508.323
2,2500000,10,2300000,3,1,3,2,7,552.219
2,500000,4,4000000,0,1,2,3,6,670.386
1,1000000,8,3000000,0,1,2,3,0,521.666
2,1900000,6,4000000,3,1,3,2,9,688.219
2,1000000,6,4800000,4,1,1,2,0,487.083
2,1000000,10,1200000,2,2,3,3,9,532.969
2,1200000,4,4400000,3,1,2,1,7,700.386
2,1800000,5,3500000,3,1,3,2,0,492.749
1,1900000,10,4400000,3,2,2,3,0,585.416
1,1200000,20,3000000,5,1,2,2,2,511.156
2,500000,6,2000000,3,2,1,0,4,461.813
2,1000000,4,3000000,2,1,2,2,5,506.896
2,1800000,16,1500000,2,2,2,3,0,334.666
2,500000,12,4000000,2,1,3,3,8,741.219
1,1400000,10,4400000,4,1,3,0,1,679.989
1,2500000,4,4800000,4,1,1,0,6,487.303
1,2500000,4,2300000,3,1,1,3,0,110.833
2,1400000,10,1800000,3,1,3,2,1,399.239
2,500000,3,4600000,2,2,3,3,2,719.989
2,1200000,5,1800000,3,2,2,0,4,396.646
1,1900000,16,1800000,3,1,2,2,5,417.646
1,500000,20,5000000,1,1,1,2,8,593.303
1,500000,10,4000000,5,2,2,3,4,670.396
1,1400000,10,1500000,1,1,3,1,4,435.479
2,1500000,6,3500000,4,1,2,2,5,574.896
2,1200000,12,4800000,1,1,1,1,0,502.083
1,3000000,5,4000000,1,1,3,1,6,613.969
1,3000000,3,4500000,5,1,3,2,7,394.969
1,1000000,4,4800000,0,2,2,2,3,642.906
2,1900000,20,2500000,1,2,3,0,9,781.969
2,2500000,6,1800000,3,1,3,2,10,416.219
2,700000,8,4500000,5,2,2,3,10,734.136
1,500000,10,1800000,0,2,2,3,3,491.906
1,1600000,20,1500000,4,2,2,2,1,370.906
2,1200000,10,1200000,1,1,3,3,8,469.219
1,2000000,10,3000000,1,1,2,1,9,611.136
1,2000000,5,1800000,1,1,3,2,6,394.969
2,1900000,20,2000000,1,1,3,2,3,535.239
2,1900000,8,4800000,0,1,3,2,6,756.219
1,1200000,6,4400000,1,1,3,2,0,607.499
2,1000000,5,4800000,0,1,3,3,8,741.219
1,2500000,10,3000000,2,1,2,2,5,485.646
1,3000000,10,5000000,0,1,3,0,10,764.969
2,1400000,12,3500000,2,1,1,0,5,602.063
1,1400000,6,1200000,1,1,2,3,4,266.646
2,1600000,20,4400000,2,1,1,1,7,629.553
2,1500000,10,2000000,4,1,2,2,9,481.386
1,3000000,20,2000000,1,1,1,3,5,331.813
1,1500000,8,2500000,0,1,3,2,6,598.969
2,1800000,8,2500000,1,1,1,1,1,408.573
2,2500000,10,2500000,3,1,2,1,10,496.386
2,500000,10,4600000,5,1,2,2,10,685.386
1,3000000,3,4500000,5,1,2,3,2,224.156
2,2000000,10,4800000,2,1,2,2,0,557.916
2,1400000,3,4500000,3,1,2,3,3,517.406
2,700000,12,2300000,4,2,2,2,4,570.646
2,500000,8,1500000,1,2,3,2,0,488.499
1,500000,10,1800000,4,2,2,2,6,523.886
2,1500000,4,5000000,4,2,3,2,6,819.969
2,1200000,4,4800000,2,2,2,3,8,734.136
1,500000,5,1800000,2,1,3,2,8,530.969
1,1400000,10,4800000,3,1,2,3,1,564.156
