usia,pinjaman,tenor,pemasukan,tanggungan,pekerjaan,pinjaman ke,telat bayar,donasi,score
2,1200000,16,4400000,2,1,3,2,1,679.54
2,1000000,4,1800000,2,1,3,0,3,514.2
2,1900000,20,1500000,0,1,3,2,3,532.2
1,1400000,4,2500000,3,1,1,2,0,195.07
2,1600000,4,1200000,3,2,2,0,0,354.14
2,2000000,12,4000000,0,1,1,3,2,541.23
2,1900000,6,2000000,5,1,3,3,3,371.2
2,500000,16,4400000,2,1,3,3,2,682.87
2,1200000,10,5000000,5,1,3,2,0,651.21
2,1200000,4,3500000,3,1,3,3,1,586.54
2,3000000,5,4400000,4,1,3,2,3,600.2
2,700000,4,3000000,4,1,3,3,0,490.21
2,1200000,8,4600000,3,2,3,1,0,739.96
2,1000000,6,2000000,4,1,2,2,0,308.39
2,2500000,4,5000000,0,1,3,2,1,679.54
2,1200000,5,3500000,3,2,2,3,0,551.14
2,3000000,5,2500000,5,1,3,1,2,392.87
2,1200000,12,4600000,5,1,1,3,3,569.56
2,500000,4,1200000,1,1,3,0,2,485.87
2,2500000,4,4500000,2,2,3,2,1,607.29
2,1500000,5,3000000,2,1,2,3,1,447.72
2,1400000,3,4800000,1,1,3,2,2,707.87
2,1200000,4,1200000,2,1,1,2,0,169.57
2,1200000,5,1800000,1,1,3,2,2,435.87
2,1000000,12,3500000,5,1,2,1,2,662.05
2,1400000,8,1500000,5,2,2,2,3,389.13
1,1000000,4,3500000,4,1,1,2,0,399.07
2,1500000,4,4400000,2,1,3,2,3,736.2
2,500000,3,5000000,1,1,2,0,2,687.05
2,1500000,12,1800000,5,1,2,2,0,308.39
2,1000000,5,1800000,2,1,2,1,0,333.39
2,1800000,10,4600000,3,1,1,3,1,512.9
2,500000,8,4600000,5,2,1,2,1,601.65
1,1200000,8,2300000,4,2,3,2,2,525.12
2,1200000,16,2500000,2,2,3,3,1,650.29
2,1800000,20,4400000,5,1,2,0,3,715.38
2,1500000,16,3500000,5,2,1,1,0,598.32
2,1400000,6,2000000,3,1,3,3,0,354.21
2,3000000,16,4600000,4,1,1,3,3,569.56
2,1900000,6,1500000,3,1,3,3,3,371.2
2,700000,8,4800000,0,1,1,3,1,512.9
1,2000000,12,4400000,2,1,2,3,3,597.88
1,2500000,6,1200000,5,2,3,0,2,439.12
2,3000000,5,1500000,3,2,1,1,2,314.98
2,2500000,8,4400000,3,1,1,3,2,541.23
2,700000,4,5000000,2,1,3,0,2,757.87
2,1200000,4,2000000,5,1,2,3,3,300.38
2,500000,16,4000000,0,1,2,0,3,715.38
2,1900000,10,1500000,0,2,2,0,1,450.47
2,1400000,6,4800000,0,1,3,2,1,679.54
1,1800000,16,1500000,2,1,2,3,3,325.88
2,2000000,3,4400000,1,1,2,0,0,494.39
2,1600000,10,4500000,0,1,2,3,2,612.05
2,1200000,6,4000000,2,2,1,3,0,548.32
2,1600000,12,3500000,2,1,1,2,3,594.56
2,1400000,10,2300000,2,1,2,1,1,497.72
2,3000000,10,1800000,4,1,3,2,1,339.54
2,1200000,5,4400000,4,1,1,2,3,594.56
2,1000000,4,4800000,5,2,1,3,1,576.65
2,1900000,16,4800000,4,2,2,2,1,672.47
1,700000,5,1800000,3,1,3,2,0,336.71
2,1600000,10,2000000,4,1,2,0,0,358.39
2,1600000,10,1500000,2,1,2,0,1,386.72
2,1400000,16,4600000,3,1,3,3,3,711.2
2,500000,16,3000000,2,1,3,3,2,682.87
2,1000000,16,4600000,4,1,3,2,1,679.54
2,700000,4,3000000,4,2,3,3,3,638.95
2,1900000,16,1200000,2,1,3,0,2,485.87
2,500000,12,2500000,5,1,2,2,0,444.39
2,1500000,10,1500000,0,2,3,2,1,539.29
2,1900000,5,2300000,4,1,2,2,0,240.39
2,1200000,4,3500000,1,1,2,2,0,512.39
2,1200000,10,4800000,2,1,2,3,2,612.05
2,1800000,8,5000000,0,1,3,1,1,704.54
2,500000,4,4400000,0,2,2,3,1,647.47
2,1200000,4,4600000,1,1,1,3,2,541.23
2,1200000,3,2300000,4,1,3,1,2,392.87
2,1200000,12,2000000,0,1,3,2,2,571.87
2,2000000,8,3500000,0,1,3,2,1,679.54
2,500000,12,4800000,5,1,2,2,0,580.39
2,2500000,3,1500000,2,1,2,2,3,325.38
2,500000,10,3000000,4,2,3,2,3,731.95
2,1200000,3,4600000,2,1,3,2,3,736.2
2,1400000,3,4800000,3,1,2,3,3,640.38
2,1000000,5,4800000,3,2,1,3,1,576.65
2,500000,8,2500000,3,1,3,2,3,668.2
2,1400000,20,4800000,1,1,2,0,3,715.38
2,1900000,8,2500000,3,1,1,2,2,362.23
2,1800000,10,1800000,3,1,3,2,0,379.21
2,1200000,20,1500000,0,2,2,2,1,468.47
2,1200000,4,1500000,1,2,2,2,0,304.14
2,1000000,10,2300000,4,1,3,0,1,593.54
1,3000000,3,3500000,1,1,2,2,3,282.88
2,1500000,10,1500000,1,1,3,2,2,435.87
2,1200000,20,3500000,4,1,2,2,3,665.38
2,1200000,8,4500000,4,2,3,3,1,718.29
2,500000,10,3000000,3,2,2,2,2,700.8
2,3000000,10,2500000,1,2,2,2,1,468.47
2,2500000,10,4400000,1,1,3,2,0,651.21
1,1200000,10,4400000,0,1,2,3,2,569.55
2,1400000,4,4500000,5,1,1,3,0,484.57
1,700000,4,4000000,0,1,2,1,3,647.88
2,500000,3,3000000,5,2,2,3,2,539.8
2,2000000,5,3500000,5,1,3,2,2,503.87
2,1900000,5,5000000,4,1,3,3,1,654.54
2,1200000,12,4000000,3,2,1,3,2,604.98
2,3000000,4,4400000,4,1,3,2,1,475.54
2,1200000,10,2300000,1,1,1,1,0,398.57
2,2000000,10,4600000,3,1,2,2,0,580.39
2,1200000,12,1200000,4,2,2,3,3,364.13
2,700000,10,4500000,0,1,3,2,0,651.21
1,3000000,8,4800000,5,1,2,0,0,587.89
1,1000000,4,5000000,5,2,1,3,3,590.81
1,1900000,4,4600000,3,1,3,0,3,675.7
2,500000,6,2300000,0,1,2,0,2,619.05
2,1200000,8,1500000,2,1,3,3,1,382.54
2,1900000,8,4400000,5,2,3,2,1,743.29
1,1400000,4,4800000,4,2,2,1,0,626.64
2,500000,20,3500000,3,2,3,3,3,774.95
2,1200000,3,2300000,0,1,3,0,2,485.87
2,500000,10,3000000,4,1,2,2,0,512.39
2,1500000,5,1500000,4,1,1,3,1,172.9
2,1500000,4,2500000,2,2,3,1,3,552.95
2,1500000,20,4000000,2,1,2,3,2,612.05
1,1200000,3,4000000,4,1,1,2,0,399.07
2,500000,4,4000000,0,1,2,1,2,662.05
1,1000000,10,1800000,5,1,1,2,1,223.4
1,1800000,20,4400000,5,2,2,0,1,679.97
2,2500000,3,3000000,4,1,3,2,2,367.87
2,700000,16,4500000,5,2,2,2,3,729.13
2,2500000,12,3500000,0,2,3,2,2,771.62
2,2500000,20,1200000,5,1,3,0,1,389.54
2,1600000,8,5000000,1,1,3,2,3,736.2
2,1200000,6,3000000,2,1,2,0,0,562.39
2,1600000,3,1800000,0,1,2,2,3,325.38
2,500000,4,5000000,5,1,1,1,1,562.9
2,1600000,20,4500000,4,2,3,0,2,821.62
2,1200000,4,4800000,3,1,2,3,3,640.38
2,1900000,3,4800000,3,1,1,3,1,444.9
2,1800000,4,1500000,1,2,2,2,1,332.47
1,2500000,4,4500000,4,1,2,1,1,455.22
2,1200000,6,1500000,5,2,2,1,1,357.47
2,2500000,4,2300000,0,1,2,2,3,325.38
2,1000000,10,2000000,2,1,2,3,0,419.39
2,1200000,10,1500000,5,2,3,2,0,374.96
2,2000000,5,1800000,2,1,1,0,1,247.9
2,1600000,4,1500000,4,1,3,3,1,314.54
2,1000000,10,4400000,5,1,3,3,0,626.21
2,1200000,8,4500000,4,1,2,0,2,687.05
2,1000000,10,1800000,3,2,3,0,3,645.95
2,1400000,4,4800000,3,2,1,2,1,601.65
1,700000,6,4400000,1,1,1,2,3,552.06
2,500000,16,4400000,2,2,1,3,0,548.32
2,1400000,10,4400000,2,1,2,3,2,612.05
2,1900000,8,5000000,4,2,2,2,1,672.47
2,1400000,20,3000000,0,1,3,0,1,729.54
2,1000000,4,4000000,2,1,3,2,3,736.2
2,1200000,6,4000000,5,1,2,2,1,608.72
2,1600000,20,3500000,1,1,3,1,2,732.87
2,1000000,4,4400000,0,1,2,3,3,640.38
2,1900000,10,1200000,4,1,1,3,2,201.23
2,500000,16,1500000,3,2,1,2,3,454.31
2,1200000,5,4800000,5,1,2,2,2,637.05
2,500000,20,3000000,1,1,1,3,0,484.57
2,1200000,10,1200000,0,2,3,2,0,442.96
2,1200000,8,2300000,3,2,1,3,0,344.32
2,3000000,5,2000000,5,1,1,2,1,197.9
2,2500000,10,4800000,0,2,2,3,1,647.47
2,1200000,10,3500000,3,2,3,2,2,771.62
2,1600000,16,3500000,2,1,3,0,3,786.2
2,1200000,16,1200000,1,1,2,2,2,365.05
1,500000,6,1800000,5,1,1,0,1,273.4
2,1800000,12,1500000,2,1,3,3,3,439.2
2,700000,10,2300000,1,1,2,2,1,540.72
2,1200000,6,4500000,4,2,1,1,1,626.65
2,1000000,12,3500000,5,1,3,2,3,736.2
1,1900000,10,4500000,0,1,3,2,2,665.37
2,1200000,20,1800000,5,1,2,3,2,408.05
2,700000,12,3500000,2,2,2,2,1,672.47
2,1400000,16,5000000,5,1,2,3,1,583.72
2,1800000,5,4500000,3,1,2,2,0,580.39
2,1400000,20,3000000,3,1,1,1,3,551.56
2,700000,20,2500000,5,2,1,0,0,487.32
2,1200000,12,4400000,2,1,3,1,1,704.54
2,700000,10,3000000,5,1,3,2,1,611.54
2,1400000,10,3000000,3,1,2,2,2,569.05
2,500000,4,4400000,5,1,1,2,2,566.23
2,1800000,4,4600000,5,1,2,2,0,512.39
2,1200000,5,1200000,0,1,3,3,3,371.2
1,1200000,16,2500000,0,1,3,3,2,572.37
2,500000,10,4800000,3,1,1,2,0,509.57
2,3000000,12,4500000,5,2,3,1,0,739.96
2,1200000,6,2300000,0,2,2,3,2,539.8
2,1800000,12,2500000,5,1,3,2,2,503.87
2,1600000,12,1500000,0,2,1,3,2,400.98
2,1200000,10,2500000,1,2,2,0,0,626.14
2,1200000,6,2000000,1,2,1,1,2,450.98
2,1200000,4,3000000,0,1,2,2,2,569.05
2,500000,10,2000000,4,2,2,2,2,496.8
2,2500000,20,2300000,3,1,1,2,3,458.56
2,1600000,4,5000000,1,1,3,1,0,676.21
2,1200000,16,2300000,5,1,3,3,2,478.87
2,500000,5,2300000,2,1,3,0,1,593.54
2,1200000,16,4400000,0,1,2,3,2,612.05
2,1900000,3,5000000,0,2,2,1,1,697.47
2,1000000,20,2000000,1,1,3,2,0,515.21
2,1600000,3,3000000,5,1,1,2,1,197.9
2,1500000,4,2300000,4,1,3,3,0,286.21
2,1200000,10,1200000,3,2,3,3,3,434.95
1,1900000,5,1500000,5,1,3,2,2,325.37
2,3000000,3,4000000,3,1,3,0,2,417.87
1,1200000,20,2300000,1,1,2,1,3,579.88
2,1200000,10,1200000,1,1,3,3,2,410.87
2,1600000,6,3000000,3,1,2,2,2,501.05
2,1800000,10,2300000,2,2,3,2,2,567.62
2,1600000,10,5000000,2,1,2,3,1,583.72
2,3000000,12,4600000,1,2,3,1,0,739.96
2,1800000,3,3000000,0,1,2,0,0,358.39
2,1200000,5,1500000,4,1,2,0,1,318.72
1,1400000,8,3000000,0,2,2,1,2,683.3
2,500000,6,2300000,0,1,1,3,0,416.57
2,2000000,12,4600000,0,2,2,3,0,619.14
1,1500000,6,4600000,0,2,1,2,1,559.15
2,500000,8,3500000,1,1,3,3,1,654.54
1,1200000,6,3500000,4,1,2,0,2,576.55
2,500000,5,4500000,0,1,1,3,0,484.57
2,500000,4,2000000,4,1,3,3,0,422.21
2,2500000,12,1200000,1,2,1,3,3,293.31
2,2000000,12,3000000,2,1,3,2,2,639.87
2,500000,5,3500000,5,1,1,3,0,484.57
2,1400000,10,4800000,3,2,2,0,0,694.14
2,1200000,4,1800000,1,2,1,3,2,332.98
2,1500000,10,2500000,5,1,3,1,2,528.87
2,2000000,3,1800000,2,1,3,0,3,446.2
2,1200000,4,1200000,2,1,2,3,2,272.05
1,1200000,4,4400000,0,1,2,3,0,512.89
2,1500000,10,1200000,1,2,3,1,3,552.95
2,1800000,20,4000000,5,1,2,2,1,608.72
2,500000,10,4400000,5,1,2,2,1,608.72
2,1200000,5,2500000,1,2,2,2,3,593.13
2,500000,4,1500000,3,2,1,3,3,361.31
2,1200000,4,1800000,3,2,2,3,1,307.47
1,1800000,20,1200000,5,1,2,2,1,226.22
2,1800000,8,2300000,3,1,3,2,1,475.54
2,1200000,16,5000000,5,1,2,3,0,555.39
2,1000000,12,2000000,0,1,2,0,0,494.39
2,500000,10,2500000,0,1,2,2,2,637.05
2,1200000,4,3500000,3,1,3,1,3,693.2
2,500000,8,4800000,3,1,2,3,2,612.05
2,1200000,16,4000000,0,1,3,2,1,679.54
1,2500000,10,5000000,4,1,2,3,3,597.88
2,1400000,12,1500000,4,1,2,0,1,386.72
2,3000000,10,2300000,3,2,2,3,3,432.13
2,700000,4,4000000,0,1,2,2,3,665.38
2,1500000,12,2000000,3,1,3,3,3,507.2
2,1200000,10,4800000,0,1,3,3,2,682.87
2,3000000,6,1800000,1,1,3,2,3,396.2
2,1200000,10,4000000,4,1,2,3,1,583.72
2,1400000,10,2500000,5,1,3,2,0,447.21
2,500000,4,1500000,5,1,3,2,0,311.21
2,1900000,6,4500000,3,2,2,1,0,669.14
2,500000,20,4400000,3,1,3,2,1,679.54
2,500000,4,2300000,4,1,3,3,0,422.21
2,1200000,4,3500000,2,1,3,3,0,558.21
2,700000,3,2500000,0,2,2,2,0,508.14
2,700000,4,2300000,3,2,3,3,3,570.95
2,700000,10,4600000,5,1,1,3,0,484.57
2,2500000,10,1800000,4,1,3,1,3,421.2
2,1200000,12,2300000,1,1,3,3,3,575.2
2,1600000,16,4400000,2,1,3,2,0,651.21
2,1500000,8,2500000,3,1,3,2,1,543.54
2,1400000,8,4000000,2,2,3,3,3,774.95
2,3000000,8,2300000,5,1,3,0,3,446.2
2,1200000,20,1800000,4,1,1,0,2,412.23
2,500000,4,2500000,2,1,3,3,0,490.21
2,500000,4,4500000,0,2,1,2,3,658.31
1,1200000,3,4000000,1,1,2,2,1,498.22
2,1200000,5,2500000,0,1,1,2,1,401.9
1,1600000,10,1200000,1,1,1,2,2,251.73
1,1400000,16,3000000,4,1,1,3,0,374.07
2,500000,4,4500000,0,2,3,3,1,718.29
2,1600000,20,4800000,1,1,2,3,3,640.38
2,1200000,10,4500000,0,2,2,2,1,672.47
2,1400000,6,4000000,2,1,2,1,0,605.39
1,500000,4,4600000,0,2,3,2,0,672.46
2,1400000,3,1200000,3,1,2,3,3,300.38
2,1600000,8,4600000,4,1,3,3,0,626.21
2,500000,20,3000000,2,1,3,1,3,761.2
2,1200000,8,1800000,4,1,1,1,3,347.56
2,1500000,6,2000000,2,1,2,2,2,365.05
2,1600000,5,4800000,1,2,1,2,3,658.31
2,2000000,12,3500000,0,2,1,0,3,708.31
1,1200000,3,1500000,4,1,1,3,0,102.07
2,500000,20,1200000,0,2,1,2,3,454.31
1,500000,4,1500000,1,1,2,3,2,365.55
2,1600000,10,4800000,2,1,1,2,0,509.57
2,1900000,3,4400000,5,1,3,2,1,475.54
2,500000,6,1800000,0,2,1,1,0,462.32
2,1200000,12,4000000,1,1,2,1,1,633.72
2,2000000,6,4800000,4,1,2,2,2,637.05
2,500000,10,2000000,0,2,3,2,1,675.29
2,1200000,5,3000000,2,1,2,2,3,529.38
2,1200000,6,4000000,0,2,1,3,1,576.65
2,1200000,4,2300000,3,2,2,0,2,478.8
2,1200000,5,5000000,4,1,1,3,0,484.57
2,1500000,6,3000000,0,2,3,3,3,706.95
2,1000000,6,4500000,2,1,3,3,0,626.21
1,2500000,20,4400000,0,2,2,2,1,629.97
2,1500000,20,4800000,2,1,2,3,2,612.05
2,1600000,4,1800000,2,1,1,2,2,226.23
2,1800000,12,1500000,4,1,3,3,2,342.87
2,1000000,12,2000000,4,1,1,3,0,280.57
2,1200000,12,4000000,0,2,2,3,3,704.13
2,1500000,4,2300000,1,2,2,2,1,400.47
2,1900000,16,4400000,3,1,3,1,2,732.87
2,1200000,16,2000000,1,1,3,2,0,515.21
2,1200000,10,3500000,2,1,2,1,1,633.72
1,1800000,5,1800000,1,2,1,3,1,194.15
2,2000000,12,4000000,1,2,2,3,3,704.13
2,1400000,6,5000000,4,1,1,0,1,587.9
2,2500000,4,4600000,1,1,3,3,3,643.2
2,2500000,20,4400000,1,1,2,2,1,608.72
2,3000000,20,4600000,5,2,1,0,1,651.65
2,2500000,8,4400000,2,1,1,3,2,541.23
2,2500000,6,4600000,1,1,3,2,0,651.21
1,2000000,4,2000000,3,1,3,2,2,325.37
2,3000000,5,1800000,4,2,3,0,3,509.95
1,1200000,3,1500000,3,1,3,2,0,268.71
2,1000000,4,4800000,3,2,2,2,2,700.8
2,3000000,4,2300000,4,1,1,0,1,247.9
2,500000,16,2000000,2,1,2,3,2,476.05
2,1200000,16,2000000,5,1,3,1,1,500.54
2,1200000,10,4500000,5,1,2,3,1,583.72
2,1200000,12,1200000,5,1,2,2,1,268.72
2,1000000,5,4000000,1,2,2,2,2,700.8
2,1900000,6,3500000,4,2,1,3,2,468.98
2,1600000,10,5000000,3,1,2,0,2,687.05
1,700000,12,4800000,1,1,1,0,2,573.73
2,2000000,16,4500000,2,1,2,0,2,687.05
2,500000,10,2000000,4,1,1,0,3,440.56
2,1400000,10,1800000,0,2,2,2,2,496.8
2,700000,8,5000000,0,2,2,0,0,694.14
2,2000000,4,4500000,5,1,3,0,0,565.21
2,500000,4,4800000,2,1,3,1,1,704.54
2,1000000,16,4800000,3,1,2,2,1,608.72
2,1200000,10,2500000,4,2,2,2,3,593.13
2,500000,4,4500000,1,2,2,2,0,644.14
2,2500000,4,4800000,0,1,1,2,1,537.9
2,3000000,4,2000000,1,1,3,2,1,339.54
2,1900000,4,2500000,2,1,3,2,1,339.54
2,1600000,12,3000000,3,1,2,0,1,590.72
2,1500000,6,5000000,4,2,2,2,0,644.14
2,1200000,10,3500000,4,2,2,2,0,644.14
2,500000,4,4000000,3,2,3,2,3,799.95
1,3000000,10,3000000,5,1,2,2,0,333.89
2,1000000,4,1500000,1,1,2,1,1,293.72
2,1600000,12,4500000,2,2,1,2,2,629.98
1,1500000,8,1800000,0,1,3,3,1,408.04
2,2000000,4,2300000,0,1,3,2,1,339.54
2,1200000,5,1800000,1,1,2,3,0,283.39
2,1600000,12,2300000,2,2,2,1,3,618.13
2,1800000,4,3000000,4,1,2,1,2,390.05
1,1200000,3,5000000,5,1,3,3,0,583.71
2,1400000,4,5000000,5,1,2,0,0,630.39
2,1600000,5,2500000,1,1,3,0,2,553.87
2,500000,10,3000000,3,1,3,1,1,704.54
1,700000,12,3000000,0,1,2,3,1,541.22
2,3000000,6,4000000,0,1,2,1,2,594.05
2,1200000,4,1200000,0,1,3,1,2,392.87
2,1000000,6,1800000,2,1,2,3,0,351.39
2,700000,4,4500000,1,1,3,2,1,679.54
2,1800000,4,2300000,0,1,2,0,3,443.38
2,1500000,6,1200000,0,1,2,3,1,243.72
2,1200000,12,4000000,1,2,1,2,2,629.98
2,700000,20,4400000,4,1,3,3,1,654.54
2,1000000,16,1800000,4,2,2,2,1,468.47
2,700000,12,5000000,5,1,2,1,1,633.72
2,1900000,4,4500000,2,1,3,2,0,651.21
2,500000,3,2500000,2,1,1,3,3,433.56
2,1800000,6,3000000,3,2,3,2,3,663.95
2,2000000,16,4800000,2,1,1,2,3,594.56
2,1900000,12,2000000,5,2,3,3,2,474.62
2,1800000,4,4500000,1,1,1,2,0,509.57
2,2500000,3,1500000,1,1,3,1,0,336.21
2,500000,10,2000000,1,1,3,2,3,600.2
2,2000000,4,1800000,0,1,3,0,1,389.54
2,1500000,10,4400000,5,1,2,3,0,555.39
2,1200000,6,4800000,1,1,3,3,3,711.2
2,500000,10,5000000,5,1,1,3,3,569.56
2,1600000,6,4500000,5,1,3,1,0,676.21
2,700000,10,2500000,0,1,1,1,3,551.56
1,1600000,4,4800000,2,1,3,2,3,693.7
1,1200000,16,2500000,1,1,3,1,3,650.7
2,1600000,12,3500000,3,1,2,2,3,665.38
2,1500000,8,4000000,1,1,2,1,3,690.38
2,1200000,6,3500000,4,2,2,0,2,682.8
2,1800000,4,4600000,5,1,3,0,0,633.21
2,1800000,8,1500000,0,1,3,2,0,379.21
2,1600000,4,3500000,1,1,2,2,2,501.05
2,1000000,8,5000000,4,1,2,2,0,580.39
2,1600000,16,2500000,2,2,3,2,0,646.96
2,1200000,6,1500000,0,2,3,2,2,499.62
1,1800000,4,4500000,4,1,2,2,1,498.22
2,1600000,6,2500000,3,1,2,0,2,483.05
2,1200000,4,4000000,1,1,3,1,1,704.54
2,2500000,6,4400000,0,1,1,3,3,569.56
2,1200000,4,3500000,2,1,2,0,0,562.39
2,700000,10,1200000,3,1,1,3,2,269.23
2,1200000,6,4500000,3,2,1,2,2,629.98
2,700000,10,4600000,0,1,2,2,3,665.38
2,1500000,10,4600000,2,1,3,2,1,679.54
1,1200000,4,4400000,4,2,2,2,2,658.3
2,3000000,10,4500000,1,2,2,3,2,675.8
1,1200000,16,5000000,0,1,3,2,1,637.04
2,700000,6,2500000,2,2,3,1,2,660.62
2,1200000,20,1800000,1,1,2,2,3,529.38
2,2500000,16,4500000,1,1,2,3,3,640.38
2,2000000,3,1800000,5,1,3,3,1,314.54
1,1500000,6,2300000,2,1,2,3,3,393.88
2,1200000,12,4000000,2,2,2,2,2,700.8
2,1200000,4,4000000,4,1,3,2,2,639.87
2,700000,16,1200000,0,1,2,2,3,461.38
2,1400000,10,4600000,0,1,3,2,0,651.21
2,1800000,16,3500000,4,1,3,3,3,711.2
2,500000,20,2300000,4,1,1,3,2,405.23
2,500000,6,2300000,4,1,3,3,1,518.54
2,500000,6,2300000,3,1,3,2,1,543.54
2,500000,10,3000000,3,1,2,1,2,662.05
2,1400000,10,3500000,3,1,3,2,0,651.21
2,500000,4,2300000,2,1,2,3,0,419.39
2,1500000,10,5000000,4,1,2,2,1,608.72
2,700000,10,3000000,0,1,2,1,0,605.39
2,500000,5,2000000,1,1,3,2,1,543.54
2,500000,10,2500000,5,2,3,2,1,607.29
2,1200000,4,4400000,2,2,2,3,2,675.8
2,2500000,10,2300000,3,2,3,1,0,535.96
2,1900000,3,1200000,2,2,3,0,1,453.29
2,1200000,16,3000000,2,2,3,2,2,771.62
2,1400000,10,3500000,2,1,1,3,2,541.23
2,3000000,5,1200000,3,2,3,0,1,453.29
2,500000,20,3000000,2,1,2,3,1,583.72
2,500000,3,3000000,0,1,3,2,1,679.54
2,1800000,6,1200000,5,2,3,2,0,374.96
2,1800000,8,4800000,0,1,3,2,1,679.54
1,2000000,4,4400000,0,1,2,3,0,512.89
2,500000,16,4800000,1,1,3,3,0,626.21
2,1200000,8,1800000,4,2,3,2,1,471.29
2,1200000,8,4400000,5,1,2,0,0,630.39
2,1900000,10,3000000,0,1,2,1,1,565.72
1,2000000,10,1200000,4,1,3,1,3,378.7
2,1400000,4,1200000,2,1,2,3,0,215.39
2,1900000,8,5000000,3,1,1,2,2,566.23
2,2500000,8,1200000,3,1,2,0,0,290.39
2,2500000,4,4000000,3,1,1,3,2,337.23
2,1200000,4,4500000,4,1,3,3,1,654.54
2,1000000,12,3500000,4,2,3,1,1,768.29
2,500000,12,2300000,2,1,2,1,3,622.38
1,700000,5,4500000,0,1,2,1,1,591.22
2,1000000,10,4000000,5,1,2,3,1,583.72
1,1600000,12,4500000,5,2,1,0,3,665.81
2,1200000,3,4800000,5,2,3,2,3,799.95
2,1400000,3,3000000,2,2,3,3,3,570.95
2,1500000,4,3000000,4,1,1,2,1,333.9
2,1900000,20,2000000,5,1,3,2,3,532.2
2,2000000,6,3500000,2,2,2,0,2,682.8
2,2500000,20,1500000,2,2,3,3,0,417.96
1,1800000,10,4000000,4,1,1,2,2,523.73
2,3000000,3,1200000,1,1,3,2,3,396.2
2,700000,4,4000000,5,1,2,2,2,637.05
2,500000,20,4000000,3,1,2,1,1,633.72
2,1600000,20,3000000,1,1,3,0,1,729.54
2,1600000,20,2500000,2,2,1,1,3,615.31
2,700000,16,2000000,4,2,3,3,2,542.62
2,700000,10,2300000,1,1,3,1,0,608.21
2,1200000,20,3500000,5,1,1,1,3,619.56
2,2500000,6,3500000,0,1,2,0,3,647.38
2,700000,6,4000000,2,2,1,0,0,623.32
2,1200000,20,2000000,0,1,3,1,3,625.2
2,2000000,4,2500000,0,1,2,2,1,336.72
2,500000,8,2300000,0,2,2,2,1,604.47
2,1900000,5,1200000,2,2,1,0,0,283.32
2,1200000,4,1800000,3,1,3,2,3,396.2
2,3000000,16,2300000,4,1,3,2,2,503.87
2,1000000,12,4500000,4,1,3,2,3,736.2
2,1200000,10,4800000,5,1,3,3,0,626.21
1,1900000,12,2000000,3,1,2,1,1,387.22
2,1600000,4,3000000,2,1,2,3,0,351.39
2,1500000,8,2300000,1,2,2,1,1,561.47
2,1200000,10,5000000,3,1,3,3,1,654.54
2,1400000,3,4800000,1,2,3,2,2,771.62
2,700000,4,2000000,0,1,3,3,0,490.21
2,1200000,10,1200000,5,2,3,2,2,431.62
2,500000,10,4500000,5,1,2,3,0,555.39
2,1200000,4,1200000,3,1,1,3,3,229.56
2,1500000,10,3000000,3,1,3,0,2,689.87
2,2500000,6,4800000,0,1,1,1,3,619.56
2,2500000,5,2300000,4,1,3,3,0,286.21
2,1400000,10,4500000,4,1,1,3,1,512.9
2,2000000,16,2000000,5,1,3,1,1,432.54
2,700000,8,1500000,5,2,1,3,0,276.32
2,3000000,4,2000000,3,2,3,2,1,403.29
2,1200000,10,4600000,2,1,1,2,1,537.9
2,500000,10,2300000,4,1,3,2,0,515.21
2,1200000,3,1200000,0,2,3,3,0,349.96
2,1200000,10,5000000,0,2,1,3,2,604.98
2,1200000,20,4800000,2,2,2,2,2,700.8
1,1200000,3,4400000,5,1,3,0,3,675.7
2,1400000,8,4500000,2,2,2,2,2,700.8
1,1200000,5,2500000,0,1,2,2,1,430.22
2,2500000,4,4600000,4,1,2,2,2,501.05
2,700000,4,1500000,4,1,3,2,1,339.54
2,500000,12,4800000,4,1,2,0,0,630.39
2,2500000,5,1800000,1,2,2,0,2,410.8
2,1400000,8,4800000,5,1,2,2,3,665.38
2,1800000,12,2000000,3,2,3,2,1,539.29
2,2500000,16,4500000,2,2,2,1,1,697.47
2,700000,6,4600000,2,1,2,2,3,665.38
2,1500000,20,2000000,5,2,3,3,2,542.62
2,2500000,5,3000000,2,1,3,2,2,435.87
2,2500000,5,1200000,4,1,3,3,3,371.2
2,1200000,16,2500000,1,1,1,3,1,444.9
1,1500000,16,2000000,3,1,1,3,2,294.73
2,1900000,12,3500000,1,2,2,0,1,722.47
2,1200000,4,4500000,1,2,3,3,1,718.29
2,1200000,4,5000000,2,1,3,3,2,682.87
2,1600000,10,4800000,2,1,3,3,2,682.87
2,1000000,8,4600000,4,1,3,2,3,736.2
1,700000,5,4600000,4,1,1,2,1,495.4
2,3000000,12,2300000,5,1,2,2,0,308.39
2,1200000,5,3500000,5,1,2,3,2,476.05
2,500000,5,2000000,0,2,3,2,0,578.96
2,1600000,4,5000000,2,2,3,2,3,799.95
2,1000000,8,5000000,5,2,3,2,0,714.96
2,2000000,4,1200000,5,2,1,3,3,293.31
2,1500000,4,1200000,1,1,1,1,0,194.57
2,1200000,12,3000000,3,2,2,2,2,632.8
2,3000000,4,4400000,1,1,3,2,0,447.21
2,700000,3,4800000,0,1,3,0,0,701.21
2,1200000,12,3000000,1,1,2,3,2,612.05
2,3000000,4,2500000,5,1,2,0,1,318.72
