usia;pinjaman;tenor;pemasukan;tanggungan;pekerjaan;pinjaman ke-;telat bayar;donasi
75;2000000;8;4000000;1;Pedagang;2;0;178
93;1600000;10;1200000;3;Pedagang;4;2;57
51;1200000;5;2300000;5;Buruh;4;3;241
46;1500000;10;5000000;4;Guru/Dosen;1;3;213
95;1500000;6;1800000;5;Wirausaha;5;1;101
98;1000000;20;5000000;2;Pedagang;5;3;31
76;1000000;16;3000000;4;Pedagang;2;5;176
73;1500000;5;2500000;2;Pekerja Lepas;1;1;56
47;700000;5;4600000;5;Pedagang;1;3;196
70;1900000;8;4600000;1;Guru/Dosen;1;1;264
87;1500000;5;2300000;0;Guru/Dosen;2;0;192
88;2500000;5;4400000;1;Wirausaha;1;2;206
93;1000000;10;4500000;5;Guru/Dosen;2;2;215
33;500000;5;1500000;0;Pedagang;3;0;80
35;700000;6;1500000;5;Guru/Dosen;4;4;106
52;1800000;3;4800000;4;Pedagang;3;0;280
26;1200000;10;4800000;3;Buruh;5;4;160
40;1400000;20;3500000;1;Buruh;5;1;238
62;1200000;3;3500000;3;Pekerja Lepas;2;1;234
39;1800000;4;3500000;1;Pedagang;1;2;10
77;2000000;8;4600000;5;Wirausaha;1;5;295
95;3000000;16;4000000;2;Pedagang;5;6;55
41;3000000;5;1800000;1;Pekerja Lepas;2;4;187
88;2500000;10;4800000;1;Pekerja Lepas;5;3;24
31;1200000;5;2300000;4;Pedagang;3;3;205
72;500000;5;2000000;5;Pekerja Lepas;2;6;75
92;700000;4;4600000;3;Guru/Dosen;1;2;196
30;1400000;12;1200000;1;Buruh;3;3;16
100;1500000;8;1200000;0;Guru/Dosen;5;0;18
94;1900000;12;3500000;5;Pedagang;1;4;251
30;1900000;12;4600000;0;Pedagang;4;1;67
22;1500000;8;2500000;4;Pedagang;2;1;230
93;1200000;8;5000000;4;Pedagang;3;0;122
54;1500000;16;3000000;4;Pekerja Lepas;2;2;236
62;1600000;5;4800000;1;Guru/Dosen;1;2;287
100;1900000;6;4600000;1;Buruh;4;4;233
43;2500000;5;1500000;5;Guru/Dosen;5;1;74
43;1000000;4;3000000;0;Pekerja Lepas;5;2;281
32;500000;8;1200000;1;Pekerja Lepas;4;6;207
23;700000;8;3000000;1;Pekerja Lepas;5;1;82
40;1200000;4;4000000;1;Pekerja Lepas;4;1;117
53;1200000;8;5000000;3;Guru/Dosen;1;5;73
71;500000;10;4400000;3;Pedagang;5;6;54
82;1500000;6;1200000;5;Pedagang;5;6;27
33;1200000;3;4600000;0;Pedagang;5;4;27
35;1800000;10;4500000;5;Pedagang;2;4;131
62;1400000;6;2000000;3;Pedagang;1;5;132
98;1000000;20;1500000;2;Pedagang;4;1;300
76;1600000;10;4600000;1;Buruh;3;4;39
48;1000000;6;3500000;3;Guru/Dosen;1;2;60
96;2500000;20;4800000;5;Pekerja Lepas;5;3;84
29;1200000;8;4500000;4;Buruh;1;1;176
83;1900000;10;5000000;3;Pedagang;4;3;65
41;1200000;3;2000000;1;Guru/Dosen;3;6;39
29;500000;16;4600000;5;Pekerja Lepas;3;3;145
26;500000;10;2500000;4;Guru/Dosen;2;6;78
94;3000000;8;1800000;5;Pekerja Lepas;2;1;129
85;700000;20;5000000;0;Guru/Dosen;4;3;258
70;500000;4;4600000;1;Pedagang;4;1;185
49;1800000;12;4600000;5;Wirausaha;5;1;219
35;3000000;4;1200000;4;Wirausaha;1;4;99
63;1800000;8;4800000;2;Pekerja Lepas;4;5;183
64;1200000;10;4400000;2;Pedagang;2;5;265
97;1400000;16;3000000;1;Pekerja Lepas;3;0;14
30;1400000;10;2500000;0;Buruh;1;6;93
73;1000000;10;1800000;2;Buruh;3;6;229
75;1000000;6;1800000;3;Pedagang;4;6;59
64;1600000;10;4800000;0;Pedagang;4;2;29
51;1200000;8;1500000;3;Pekerja Lepas;3;6;103
70;1900000;12;3500000;0;Buruh;4;5;186
79;1200000;4;2000000;3;Guru/Dosen;5;4;5
62;1600000;10;4600000;5;Pekerja Lepas;5;1;110
79;1000000;4;5000000;5;Guru/Dosen;5;5;224
28;1900000;20;2500000;3;Pedagang;5;0;182
40;1500000;4;4400000;0;Wirausaha;3;5;49
89;1200000;20;2000000;3;Wirausaha;1;3;67
62;1200000;4;1200000;5;Wirausaha;3;1;51
47;1800000;12;1500000;0;Guru/Dosen;2;4;41
99;1400000;10;3500000;1;Pekerja Lepas;2;3;234
59;1000000;10;3500000;3;Guru/Dosen;5;0;139
98;1800000;20;3000000;3;Pekerja Lepas;5;0;252
41;3000000;5;2000000;4;Guru/Dosen;3;0;174
88;700000;8;3500000;3;Pekerja Lepas;3;0;142
34;1200000;6;4000000;0;Pekerja Lepas;4;5;214
43;1600000;16;2300000;2;Wirausaha;2;0;296
91;1200000;20;1800000;5;Pedagang;5;4;153
48;1200000;6;4500000;0;Pedagang;1;4;145
43;1800000;3;4000000;2;Pedagang;5;5;47
87;1200000;3;2000000;5;Pedagang;3;1;142
48;1600000;6;3500000;1;Wirausaha;2;1;100
95;700000;16;4800000;5;Guru/Dosen;1;1;261
47;1200000;16;4500000;0;Pekerja Lepas;4;5;225
67;1900000;20;4000000;0;Pekerja Lepas;4;4;88
70;2500000;6;3500000;3;Pekerja Lepas;1;1;252
64;1000000;6;5000000;4;Pedagang;3;6;136
45;3000000;10;4400000;4;Pedagang;5;6;251
94;1800000;12;2500000;5;Pedagang;1;1;124
91;3000000;10;4800000;0;Pedagang;1;6;16
77;2000000;4;1200000;1;Pekerja Lepas;3;0;103
94;1900000;4;4500000;1;Pedagang;5;6;242
97;700000;20;5000000;5;Guru/Dosen;3;5;223
30;1200000;6;2300000;4;Pekerja Lepas;5;6;161
86;1200000;10;1500000;0;Buruh;3;6;278
39;1200000;10;1200000;3;Buruh;4;3;105
99;3000000;12;4400000;1;Guru/Dosen;4;5;238
78;1500000;20;1800000;4;Wirausaha;3;6;46
89;500000;10;1500000;4;Buruh;2;3;28
35;1800000;16;2300000;5;Wirausaha;3;2;140
54;500000;5;4600000;1;Guru/Dosen;3;0;242
31;1000000;10;5000000;2;Wirausaha;2;2;194
50;2500000;10;3000000;5;Pedagang;2;5;147
84;1200000;4;5000000;3;Buruh;4;0;119
72;1400000;20;1800000;2;Buruh;2;3;298
21;500000;20;1500000;2;Wirausaha;2;6;178
91;700000;10;1200000;5;Buruh;3;5;185
20;1400000;12;1800000;4;Wirausaha;5;4;237
34;2000000;4;4000000;4;Pedagang;4;3;134
53;500000;10;1800000;0;Pedagang;5;1;55
80;2500000;5;2500000;2;Guru/Dosen;1;5;289
89;1500000;6;4500000;0;Pedagang;4;3;256
21;2500000;16;4800000;0;Wirausaha;4;6;154
43;700000;8;3000000;4;Buruh;5;2;289
48;1000000;4;3500000;2;Guru/Dosen;4;6;219
80;1800000;10;2300000;1;Pekerja Lepas;2;4;260
30;1600000;3;1200000;5;Pedagang;3;5;283
31;1900000;12;4800000;3;Guru/Dosen;5;2;118
42;500000;5;4400000;0;Pedagang;5;4;251
34;1900000;8;1800000;2;Guru/Dosen;5;3;149
91;1400000;16;2500000;4;Pedagang;4;4;19
86;1500000;6;3000000;4;Pekerja Lepas;4;6;45
70;1800000;20;4500000;5;Pedagang;2;6;218
60;700000;4;1800000;1;Pedagang;5;3;234
67;1200000;12;2000000;4;Pedagang;2;1;12
76;1000000;4;1200000;4;Pedagang;3;3;219
91;500000;16;3500000;1;Buruh;2;4;259
21;500000;10;3500000;0;Pedagang;3;6;96
69;1200000;8;4400000;2;Guru/Dosen;5;4;92
32;1000000;10;4000000;4;Pedagang;4;3;98
59;2000000;10;4400000;4;Buruh;2;3;119
67;500000;16;5000000;2;Pekerja Lepas;4;6;101
97;1400000;10;1800000;5;Pedagang;3;4;34
98;500000;12;4500000;3;Buruh;5;6;73
77;700000;6;4000000;3;Guru/Dosen;3;0;127
80;1500000;16;3500000;2;Wirausaha;4;4;84
76;500000;20;4600000;1;Wirausaha;2;5;89
30;1800000;12;5000000;1;Buruh;5;2;24
100;1200000;6;1200000;2;Pedagang;1;6;74
99;1200000;4;2300000;1;Wirausaha;2;2;68
94;2000000;20;4000000;5;Buruh;3;6;59
36;1200000;8;3500000;4;Guru/Dosen;2;5;75
87;1500000;12;2500000;3;Pekerja Lepas;4;3;286
31;1600000;12;2500000;2;Buruh;3;2;295
78;1200000;6;4400000;4;Guru/Dosen;3;1;186
76;1900000;10;2500000;3;Guru/Dosen;2;3;252
46;500000;4;1800000;0;Buruh;4;6;163
62;1200000;20;2000000;3;Wirausaha;5;6;139
38;700000;8;1800000;0;Buruh;5;3;61
27;1800000;5;4400000;3;Wirausaha;2;2;211
51;1500000;3;1200000;5;Pedagang;2;6;9
37;500000;8;1500000;5;Wirausaha;2;6;222
90;1200000;5;1500000;0;Pedagang;4;4;272
83;1400000;5;4600000;3;Pekerja Lepas;1;4;88
32;1500000;10;2500000;0;Guru/Dosen;5;5;116
84;1200000;16;4000000;4;Wirausaha;2;2;141
68;1000000;12;1500000;5;Pekerja Lepas;5;3;24
84;500000;4;4800000;0;Pedagang;4;6;2
70;700000;10;3000000;1;Buruh;5;0;77
70;700000;4;4800000;0;Pedagang;5;1;243
92;1200000;12;1500000;4;Pedagang;1;6;179
68;1600000;4;1500000;3;Pekerja Lepas;4;5;208
96;700000;8;3500000;5;Buruh;4;4;234
69;3000000;8;3500000;3;Guru/Dosen;4;4;192
36;500000;16;4000000;0;Pedagang;3;2;16
52;500000;3;4000000;3;Guru/Dosen;2;0;89
69;3000000;12;1500000;0;Wirausaha;1;4;103
67;1600000;6;5000000;4;Pedagang;3;3;86
46;500000;8;4600000;1;Pekerja Lepas;1;5;185
28;700000;6;2300000;3;Pekerja Lepas;1;2;64
59;700000;10;1500000;2;Pedagang;1;4;62
60;1600000;6;3500000;1;Wirausaha;3;1;58
36;500000;8;2000000;3;Pekerja Lepas;2;0;89
28;1400000;6;1200000;3;Guru/Dosen;2;2;111
57;2000000;4;4500000;3;Pedagang;4;2;12
43;1600000;8;4400000;1;Buruh;5;1;133
20;2000000;6;4600000;0;Pekerja Lepas;2;4;1
43;1600000;5;2500000;2;Guru/Dosen;2;4;178
39;1200000;8;3500000;5;Guru/Dosen;2;1;13
39;700000;20;4000000;1;Pedagang;5;5;242
74;1200000;20;1200000;1;Wirausaha;5;3;300
54;500000;6;4600000;0;Pekerja Lepas;3;6;33
90;700000;10;2300000;1;Wirausaha;3;2;258
90;2500000;10;1800000;0;Wirausaha;1;3;168
47;2000000;5;1500000;0;Pedagang;1;1;117
50;1900000;6;3000000;0;Pekerja Lepas;5;1;7
85;2000000;10;1500000;3;Guru/Dosen;4;3;185
65;1000000;10;2000000;3;Pekerja Lepas;4;2;215
84;1900000;4;2000000;3;Pedagang;5;1;69
38;1400000;6;4400000;3;Guru/Dosen;3;3;10
47;1000000;8;3500000;1;Buruh;1;6;228
80;1500000;20;2000000;5;Wirausaha;1;1;227
29;1000000;20;1200000;5;Pedagang;5;0;265
90;1400000;4;4800000;1;Buruh;1;6;29
34;1000000;10;4600000;4;Guru/Dosen;5;0;26
73;700000;4;4600000;0;Pedagang;1;0;26
99;500000;5;1800000;3;Wirausaha;3;6;73
90;1000000;20;1500000;3;Guru/Dosen;5;2;215
36;1200000;12;4500000;2;Buruh;1;2;248
57;1200000;20;3500000;1;Guru/Dosen;4;4;281
78;1400000;4;1500000;4;Wirausaha;2;5;276
73;2000000;20;1200000;1;Pedagang;1;5;200
75;1900000;5;4400000;4;Pedagang;4;5;3
81;1000000;5;2500000;5;Guru/Dosen;1;4;230
91;700000;6;3500000;4;Pekerja Lepas;4;1;215
80;2500000;4;4800000;3;Pedagang;2;1;198
89;1900000;6;4400000;2;Wirausaha;3;5;117
85;500000;3;1200000;5;Pedagang;3;3;240
89;1400000;5;4800000;4;Pedagang;3;0;67
72;2000000;12;4400000;4;Buruh;5;0;12
21;1800000;3;3500000;1;Guru/Dosen;4;6;98
79;1200000;4;2000000;1;Guru/Dosen;2;2;75
56;700000;4;4600000;4;Pedagang;3;2;176
23;500000;12;5000000;0;Guru/Dosen;3;4;6
79;1400000;6;1500000;4;Pekerja Lepas;1;1;280
68;500000;3;3500000;2;Guru/Dosen;4;0;86
23;1900000;10;1800000;5;Pekerja Lepas;3;3;155
53;500000;4;4000000;2;Guru/Dosen;3;5;135
98;3000000;6;3500000;1;Pedagang;3;4;45
51;1200000;4;4500000;4;Pedagang;4;5;126
43;500000;6;1800000;5;Pekerja Lepas;1;4;105
43;500000;8;4600000;3;Pedagang;4;3;16
64;700000;8;2000000;5;Buruh;3;6;281
23;1500000;6;3500000;4;Pedagang;2;3;254
40;1500000;12;1800000;1;Guru/Dosen;2;5;139
65;1600000;16;2000000;0;Guru/Dosen;4;2;242
41;1200000;16;4400000;0;Buruh;2;5;224
48;1200000;12;2000000;2;Pedagang;2;4;73
38;500000;4;4800000;5;Pedagang;2;6;181
63;1200000;3;2000000;0;Pedagang;1;2;252
72;500000;16;1500000;1;Pedagang;2;0;155
93;500000;4;1500000;5;Pedagang;2;2;265
97;1900000;8;4400000;4;Guru/Dosen;1;6;164
77;1200000;20;2500000;0;Pedagang;4;1;201
97;1500000;12;4000000;4;Guru/Dosen;3;0;62
95;1400000;6;1200000;3;Pedagang;1;0;201
78;3000000;4;2300000;2;Wirausaha;1;3;31
28;1000000;12;4600000;0;Buruh;5;0;127
34;1400000;12;1200000;0;Buruh;4;4;42
97;1500000;4;1800000;4;Pedagang;1;3;215
84;1200000;8;4000000;5;Pedagang;2;3;183
50;1200000;4;2500000;0;Buruh;2;4;86
52;1200000;20;1200000;5;Pedagang;3;0;275
20;2500000;12;3000000;0;Buruh;5;3;61
90;3000000;10;4800000;1;Pedagang;1;4;291
61;2500000;12;2500000;5;Pekerja Lepas;1;6;59
56;1800000;20;2000000;4;Guru/Dosen;3;1;118
86;1600000;3;4800000;0;Wirausaha;3;5;278
78;500000;6;2500000;3;Pekerja Lepas;4;2;100
99;2500000;3;2500000;1;Pedagang;4;2;155
90;1800000;16;4600000;1;Pedagang;3;1;201
49;1000000;3;1800000;2;Wirausaha;5;3;285
99;1600000;16;2500000;4;Pedagang;4;2;141
90;1200000;5;1800000;1;Buruh;2;5;62
63;1500000;4;3000000;1;Pedagang;2;3;210
72;3000000;10;1500000;1;Buruh;2;5;13
61;2000000;3;3500000;0;Wirausaha;3;4;47
62;1200000;5;1800000;2;Buruh;3;3;169
27;1000000;20;4800000;0;Pedagang;2;4;209
44;500000;4;4600000;3;Pekerja Lepas;5;1;18
90;500000;3;1500000;0;Pedagang;1;2;158
87;2500000;20;4600000;0;Pedagang;2;6;103
72;1000000;10;3500000;0;Wirausaha;4;6;151
55;3000000;6;3500000;5;Pekerja Lepas;5;3;266
27;500000;5;2300000;5;Pedagang;2;0;220
60;1400000;6;2300000;5;Buruh;3;0;257
100;3000000;4;4500000;3;Pedagang;1;4;218
66;2500000;10;3000000;3;Pedagang;4;2;157
92;1600000;4;4500000;5;Guru/Dosen;2;3;209
26;1500000;12;4000000;1;Pedagang;3;3;25
56;1400000;4;4000000;0;Buruh;4;4;6
35;500000;6;1500000;2;Pedagang;4;3;151
36;1200000;8;4000000;5;Wirausaha;2;6;149
59;1600000;4;4400000;2;Pedagang;1;2;199
97;1600000;4;2300000;4;Pekerja Lepas;5;3;280
90;3000000;10;1800000;0;Pedagang;3;6;136
37;1200000;3;2000000;1;Pekerja Lepas;5;5;246
41;1200000;8;4500000;4;Guru/Dosen;3;5;267
26;1000000;20;3500000;2;Pedagang;2;5;91
37;1200000;20;4600000;4;Guru/Dosen;1;0;9
83;2000000;16;2000000;5;Guru/Dosen;3;4;270
98;500000;8;2500000;2;Pedagang;2;6;166
48;1600000;10;1800000;4;Pedagang;3;3;288
75;1800000;4;2300000;0;Buruh;3;3;73
96;500000;6;4000000;3;Pedagang;2;3;42
33;2500000;4;4600000;5;Pedagang;1;2;68
26;500000;6;3000000;3;Pedagang;4;3;4
94;1400000;5;4500000;2;Pedagang;3;6;75
22;700000;10;4500000;4;Pedagang;4;3;64
96;3000000;4;4500000;5;Wirausaha;3;6;265
96;1600000;10;1800000;4;Wirausaha;1;0;118
85;1000000;16;2300000;4;Buruh;4;1;275
81;1500000;5;4800000;0;Buruh;5;6;239
91;1600000;4;4400000;3;Pedagang;2;4;105
27;700000;8;1800000;3;Guru/Dosen;3;3;25
90;2500000;20;4400000;0;Pedagang;2;4;109
37;500000;10;4000000;0;Guru/Dosen;1;2;221
25;1200000;16;4400000;5;Pedagang;2;1;180
51;1200000;8;4400000;2;Wirausaha;2;6;119
29;2000000;5;1200000;1;Pedagang;3;1;137
99;500000;10;4000000;3;Pekerja Lepas;1;5;105
58;1200000;12;2000000;4;Wirausaha;2;0;124
63;1900000;3;1800000;3;Pekerja Lepas;3;5;132
95;1000000;10;4500000;2;Wirausaha;1;6;87
55;1800000;10;3500000;0;Pedagang;4;4;293
39;1000000;20;4000000;0;Buruh;3;3;271
25;1900000;20;4800000;4;Buruh;2;1;129
83;2000000;3;1500000;4;Pedagang;4;2;145
97;2000000;5;3500000;3;Guru/Dosen;4;1;204
47;1200000;16;1800000;4;Buruh;1;6;166
28;3000000;10;2300000;4;Guru/Dosen;3;5;270
33;700000;10;1200000;3;Pekerja Lepas;4;0;279
20;500000;16;4800000;2;Pedagang;5;3;14
35;1200000;6;4800000;3;Pekerja Lepas;4;1;67
97;1200000;4;4600000;3;Buruh;5;0;262
42;1800000;10;1500000;0;Pedagang;1;2;162
46;1400000;5;4500000;1;Pedagang;3;1;7
48;2000000;6;3000000;2;Wirausaha;2;0;283
95;700000;8;4800000;5;Pedagang;3;4;121
91;1800000;5;3500000;0;Buruh;5;5;144
94;1600000;8;4000000;3;Wirausaha;3;6;57
20;1200000;12;1200000;5;Pekerja Lepas;5;0;138
71;3000000;6;5000000;4;Pedagang;2;0;145
84;1600000;8;4800000;1;Pekerja Lepas;1;1;29
90;1200000;4;4500000;1;Pedagang;4;6;283
66;1500000;10;3500000;2;Pedagang;1;3;226
73;1200000;16;4000000;4;Pedagang;4;5;65
86;2500000;5;2500000;1;Pedagang;4;3;256
28;1200000;3;1200000;5;Wirausaha;5;5;230
21;1400000;12;2000000;3;Pedagang;4;0;195
76;2000000;16;2300000;5;Pekerja Lepas;2;4;18
40;3000000;20;4800000;2;Guru/Dosen;2;2;265
86;700000;20;2300000;0;Pekerja Lepas;5;5;68
23;1200000;8;2000000;4;Wirausaha;2;6;16
47;1000000;4;5000000;5;Pekerja Lepas;2;4;11
44;500000;4;4400000;2;Pekerja Lepas;2;2;99
100;1200000;10;1500000;3;Pekerja Lepas;1;0;279
95;1800000;6;4500000;2;Buruh;1;0;246
28;1600000;8;1500000;4;Wirausaha;4;6;82
77;1500000;4;4600000;1;Buruh;3;1;202
68;1000000;20;3000000;4;Guru/Dosen;1;1;117
55;3000000;16;4500000;5;Buruh;5;4;178
28;500000;4;3000000;4;Guru/Dosen;4;4;77
82;2500000;10;5000000;2;Buruh;2;3;17
81;700000;16;1800000;1;Buruh;1;1;196
46;1900000;3;4500000;4;Buruh;5;5;192
41;3000000;4;1200000;3;Guru/Dosen;5;0;205
64;1500000;20;1500000;2;Pekerja Lepas;2;2;275
100;1400000;6;2500000;3;Buruh;1;1;297
24;1000000;8;2000000;1;Pekerja Lepas;5;5;10
60;700000;4;4500000;0;Buruh;2;0;28
97;500000;4;4800000;1;Guru/Dosen;3;3;192
85;2000000;5;2000000;5;Buruh;1;6;21
87;1000000;12;5000000;5;Buruh;4;0;124
64;1400000;6;1500000;2;Buruh;2;4;141
34;1200000;3;1200000;4;Pedagang;5;3;255
94;500000;10;3000000;3;Buruh;2;5;82
66;500000;20;4000000;4;Guru/Dosen;2;4;167
27;1200000;16;4500000;5;Guru/Dosen;4;6;280
75;1200000;3;3500000;0;Guru/Dosen;1;0;209
86;1200000;20;3500000;0;Pedagang;5;6;88
97;3000000;6;4500000;3;Pekerja Lepas;4;1;45
89;500000;4;3000000;2;Pedagang;3;0;243
86;2000000;5;2300000;5;Pekerja Lepas;2;1;28
25;500000;5;3500000;4;Pekerja Lepas;3;4;122
69;2000000;20;4000000;0;Pedagang;3;4;87
31;2500000;5;2000000;5;Buruh;3;4;168
77;700000;10;1800000;1;Wirausaha;5;0;173
48;1200000;5;1500000;0;Buruh;5;1;198
37;1500000;6;2000000;3;Pedagang;4;1;58
52;1500000;20;2000000;0;Pedagang;1;6;27
56;1000000;10;3000000;0;Pekerja Lepas;3;4;154
84;1200000;4;1800000;2;Pedagang;1;5;32
24;1200000;20;1800000;1;Pedagang;3;5;209
84;700000;5;3000000;4;Guru/Dosen;4;0;152
100;500000;5;2500000;1;Pedagang;5;4;151
84;1800000;4;4400000;0;Pedagang;3;1;269
44;2000000;8;4000000;5;Wirausaha;3;2;259
23;1200000;8;5000000;3;Pedagang;5;4;113
81;500000;12;1800000;0;Pekerja Lepas;5;4;257
88;1200000;8;1500000;4;Pekerja Lepas;1;5;104
72;1200000;3;1500000;1;Guru/Dosen;5;4;284
52;700000;10;1500000;1;Pedagang;3;0;101
81;3000000;4;1200000;0;Guru/Dosen;3;3;233
73;1200000;6;1800000;5;Buruh;5;1;48
95;2000000;16;4000000;5;Pekerja Lepas;1;2;190
30;1900000;12;4000000;3;Guru/Dosen;3;1;3
32;1200000;3;1800000;3;Wirausaha;3;3;182
22;2500000;12;5000000;5;Pedagang;2;2;131
39;500000;6;4800000;1;Pedagang;2;1;123
30;1200000;10;1200000;3;Wirausaha;5;0;220
48;2500000;4;4400000;3;Wirausaha;2;0;92
60;1900000;4;4800000;1;Guru/Dosen;2;3;27
25;2500000;4;2500000;4;Pekerja Lepas;1;1;178
74;1200000;4;2500000;0;Pedagang;4;1;71
42;1200000;5;4600000;4;Pekerja Lepas;3;3;61
55;500000;6;1800000;4;Pekerja Lepas;3;0;114
66;700000;20;3000000;4;Pedagang;4;3;242
40;1200000;6;3000000;4;Pedagang;4;5;29
75;1400000;20;5000000;0;Pedagang;4;5;215
62;1200000;6;3500000;3;Guru/Dosen;1;6;151
80;2000000;10;4800000;5;Pedagang;2;4;21
22;1600000;20;2300000;0;Guru/Dosen;4;0;7
57;1900000;8;4000000;1;Wirausaha;1;5;264
92;1200000;4;4400000;3;Buruh;3;0;257
56;1200000;4;4600000;5;Guru/Dosen;4;2;122
25;2000000;3;3500000;0;Buruh;4;5;278
30;1600000;4;1500000;1;Wirausaha;2;1;109
59;500000;12;2500000;4;Buruh;5;6;205
38;500000;10;1800000;5;Pedagang;1;6;100
75;1200000;5;4600000;3;Pedagang;3;0;214
89;2500000;8;4800000;0;Guru/Dosen;5;6;159
84;1800000;4;3500000;4;Buruh;3;3;291
90;2500000;8;2000000;1;Pekerja Lepas;2;5;262
71;1200000;20;1200000;2;Pekerja Lepas;4;4;96
46;3000000;10;3000000;4;Pedagang;5;2;201
99;1500000;10;5000000;5;Guru/Dosen;5;5;84
82;700000;8;3500000;1;Guru/Dosen;2;2;217
33;2000000;12;4400000;4;Pedagang;4;6;197
20;1400000;10;1800000;0;Buruh;2;2;190
91;1200000;8;1500000;5;Pedagang;3;4;3
70;1200000;12;4600000;1;Buruh;3;0;264
31;2000000;20;4500000;1;Pedagang;5;6;300
23;500000;8;2000000;4;Guru/Dosen;2;2;109
93;2000000;16;4000000;4;Buruh;5;2;279
91;2000000;10;1500000;5;Wirausaha;2;1;118
71;700000;4;1800000;3;Pedagang;3;5;0
69;2500000;5;1500000;5;Pekerja Lepas;1;6;135
42;2500000;5;3000000;5;Pedagang;4;0;131
47;1400000;4;5000000;4;Pedagang;2;2;46
85;1800000;8;1200000;1;Buruh;4;3;174
62;1900000;8;4000000;2;Pedagang;3;6;134
71;1600000;5;1200000;0;Pedagang;4;3;87
27;1000000;3;1500000;1;Pedagang;1;0;27
69;1500000;20;3500000;1;Pedagang;4;6;122
25;1600000;16;4000000;3;Pekerja Lepas;3;3;294
27;1400000;20;2000000;5;Pedagang;3;4;45
97;1000000;10;1200000;3;Pedagang;1;3;23
83;1200000;3;1800000;3;Pedagang;3;1;58
42;2500000;10;5000000;1;Buruh;2;6;12
28;1200000;20;3000000;3;Buruh;3;1;277
51;3000000;16;1500000;5;Pekerja Lepas;4;2;210
83;700000;20;4000000;5;Guru/Dosen;2;0;261
89;1800000;6;4800000;1;Wirausaha;5;4;129
38;500000;8;2500000;2;Pedagang;5;1;196
42;1500000;12;2300000;1;Pekerja Lepas;2;2;34
75;3000000;10;4000000;4;Buruh;1;0;171
40;1400000;3;2500000;5;Pekerja Lepas;4;4;150
47;1900000;16;1200000;2;Pedagang;1;2;138
89;1400000;3;4800000;4;Pedagang;2;0;128
46;2500000;10;3000000;3;Buruh;4;2;58
25;1600000;6;1800000;3;Guru/Dosen;3;2;168
79;2000000;3;2500000;3;Pekerja Lepas;3;4;121
34;700000;4;1200000;2;Pedagang;1;5;171
84;3000000;10;3500000;1;Pedagang;3;4;165
78;1800000;10;3000000;1;Pedagang;2;3;105
51;700000;10;2000000;0;Pekerja Lepas;1;3;245
82;1600000;4;4500000;0;Wirausaha;4;6;205
29;1500000;6;4800000;2;Buruh;1;4;101
20;1400000;6;1200000;4;Guru/Dosen;1;3;103
28;1500000;5;4000000;3;Buruh;5;1;181
87;2000000;10;4400000;1;Pekerja Lepas;1;1;244
51;1200000;10;4500000;5;Pekerja Lepas;1;4;63
39;1000000;4;1500000;0;Buruh;5;5;133
44;2500000;10;3500000;0;Pedagang;3;1;217
30;3000000;8;3000000;2;Pedagang;1;2;211
75;2000000;5;2500000;2;Wirausaha;4;2;157
30;2500000;10;2500000;0;Pedagang;5;0;228
21;2000000;10;4000000;2;Guru/Dosen;3;2;256
84;2500000;4;2300000;1;Wirausaha;3;0;253
21;1600000;12;2500000;2;Pedagang;5;6;52
94;2000000;3;4800000;4;Buruh;4;6;52
57;2500000;6;4800000;0;Guru/Dosen;4;0;9
26;1500000;4;2500000;1;Pedagang;2;4;44
33;1200000;16;3000000;0;Buruh;2;5;276
88;1200000;3;5000000;5;Pedagang;5;0;85
58;3000000;16;4600000;1;Pedagang;2;6;256
41;1500000;16;4400000;4;Wirausaha;2;5;166
87;1900000;3;2000000;4;Pedagang;4;5;73
42;700000;4;2300000;5;Pedagang;4;6;258
47;1200000;6;2300000;5;Pedagang;3;4;211
67;3000000;3;2500000;4;Wirausaha;3;3;173
33;500000;10;2300000;4;Buruh;4;5;239
87;1600000;12;4800000;5;Pedagang;3;2;225
24;1000000;6;5000000;0;Guru/Dosen;5;5;178
39;1000000;10;4000000;5;Wirausaha;4;1;212
96;1200000;12;1500000;4;Pekerja Lepas;4;2;278
86;1400000;3;4600000;2;Guru/Dosen;3;1;284
100;1600000;4;3500000;2;Pedagang;1;0;26
83;500000;5;1200000;0;Guru/Dosen;2;4;252
82;500000;4;2300000;2;Guru/Dosen;3;3;197
96;2500000;3;2500000;0;Guru/Dosen;3;5;70
93;1800000;10;2000000;3;Wirausaha;3;3;238
44;1200000;4;4400000;4;Pedagang;3;1;36
86;2000000;10;4600000;4;Buruh;5;3;51
72;1600000;16;4500000;3;Pedagang;5;0;281
44;1900000;4;1200000;4;Pedagang;5;6;282
75;700000;8;4500000;5;Pekerja Lepas;3;0;239
45;2500000;4;2000000;1;Pekerja Lepas;5;5;130
74;500000;3;1500000;2;Pedagang;1;5;296
45;1200000;20;4600000;2;Pekerja Lepas;5;3;300
26;1800000;4;1500000;2;Pekerja Lepas;5;5;10
58;2500000;6;4000000;2;Pedagang;3;1;235
48;700000;3;4000000;2;Pedagang;3;4;145
89;1800000;16;2300000;5;Guru/Dosen;3;2;19
63;1600000;8;5000000;0;Buruh;5;1;172
37;1400000;10;4800000;2;Pekerja Lepas;5;4;57
30;1200000;6;4800000;3;Buruh;5;3;107
